Year,School,Sport,Gender,Scores,Rank
2013,Beloit,Baseball,Men,4.5,7
2013,Beloit,Total,Men,28,11
2013,Carroll,Football,Men,5.5,6
2013,Carroll,Soccer,Men,10.5,1
2013,Carroll,Cross Country,Men,8,4
2013,Carroll,Basketball,Men,8.5,3
2013,Carroll,Swimming,Men,8,4
2013,Carroll,Indoor Track & Field,Men,8,4
2013,Carroll,Tennis,Men,9,3
2013,Carroll,Outdoor Track & Field,Men,9,3
2013,Carroll,Baseball,Men,6.5,5
2013,Carroll,Total,Men,83,3
2013,Cornell,Football,Men,9,2
2013,Cornell,Soccer,Men,1,11
2013,Cornell,Cross Country,Men,7,5
2013,Cornell,Basketball,Men,3,9
2013,Cornell,Indoor Track & Field,Men,5,7
2013,Cornell,Tennis,Men,5,7
2013,Cornell,Outdoor Track & Field,Men,6,6
2013,Cornell,Baseball,Men,8,4
2013,Cornell,Total,Men,44,9
2013,Grinnell,Football,Men,4,8
2013,Grinnell,Soccer,Men,5.5,6
2013,Grinnell,Cross Country,Men,11,1
2013,Grinnell,Basketball,Men,10,2
2013,Grinnell,Swimming,Men,10,2
2013,Grinnell,Indoor Track & Field,Men,9,3
2013,Grinnell,Tennis,Men,11,1
2013,Grinnell,Outdoor Track & Field,Men,8,4
2013,Grinnell,Baseball,Men,10,2
2013,Grinnell,Total,Men,85.5,2
2013,Illinois Col.,Football,Men,9,2
2013,Illinois Col.,Soccer,Men,7,5
2013,Illinois Col.,Cross Country,Men,3,9
2013,Illinois Col.,Basketball,Men,6,6
2013,Illinois Col.,Swimming,Men,4,8
2013,Illinois Col.,Indoor Track & Field,Men,7,5
2013,Illinois Col.,Tennis,Men,2,10
2013,Illinois Col.,Outdoor Track & Field,Men,4,8
2013,Illinois Col.,Baseball,Men,6.5,5
2013,Illinois Col.,Total,Men,54.5,5
2013,Knox,Football,Men,2,9
2013,Knox,Soccer,Men,8,4
2013,Knox,Cross Country,Men,6,6
2013,Knox,Basketball,Men,1,11
2013,Knox,Swimming,Men,3,9
2013,Knox,Indoor Track & Field,Men,2,10
2013,Knox,Tennis,Men,6,6
2013,Knox,Outdoor Track & Field,Men,2,10
2013,Knox,Baseball,Men,2.5,9
2013,Knox,Total,Men,37.5,10
2013,Lake Forest,Football,Men,9,2
2013,Lake Forest,Soccer,Men,10.5,1
2013,Lake Forest,Cross Country,Men,5,7
2013,Lake Forest,Basketball,Men,4.5,7
2013,Lake Forest,Swimming,Men,11,1
2013,Lake Forest,Tennis,Men,7,5
2013,Lake Forest,Total,Men,47,8
2013,Lawrence,Football,Men,2,9
2013,Lawrence,Soccer,Men,5.5,6
2013,Lawrence,Cross Country,Men,10,2
2013,Lawrence,Basketball,Men,7,5
2013,Lawrence,Swimming,Men,6,6
2013,Lawrence,Indoor Track & Field,Men,4,8
2013,Lawrence,Tennis,Men,4,8
2013,Lawrence,Outdoor Track & Field,Men,5,7
2013,Lawrence,Baseball,Men,2.5,9
2013,Lawrence,Total,Men,54,6
2013,Monmouth,Football,Men,5.5,6
2013,Monmouth,Soccer,Men,3.5,8
2013,Monmouth,Cross Country,Men,1,11
2013,Monmouth,Basketball,Men,2,10
2013,Monmouth,Swimming,Men,9,3
2013,Monmouth,Indoor Track & Field,Men,11,1
2013,Monmouth,Tennis,Men,10,2
2013,Monmouth,Outdoor Track & Field,Men,11,1
2013,Monmouth,Baseball,Men,4.5,7
2013,Monmouth,Total,Men,68.5,4
2013,Ripon,Football,Men,7,5
2013,Ripon,Soccer,Men,3.5,8
2013,Ripon,Cross Country,Men,2,10
2013,Ripon,Basketball,Men,8.5,3
2013,Ripon,Swimming,Men,7,5
2013,Ripon,Indoor Track & Field,Men,6,6
2013,Ripon,Tennis,Men,3,9
2013,Ripon,Outdoor Track & Field,Men,7,5
2013,Ripon,Baseball,Men,9,3
2013,Ripon,Total,Men,53,7
2013,St. Norbert,Football,Men,11,1
2013,St. Norbert,Soccer,Men,9,3
2013,St. Norbert,Cross Country,Men,9,3
2013,St. Norbert,Basketball,Men,11,1
2013,St. Norbert,Indoor Track & Field,Men,10,2
2013,St. Norbert,Tennis,Men,8,4
2013,St. Norbert,Outdoor Track & Field,Men,10,2
2013,St. Norbert,Baseball,Men,11,1
2013,St. Norbert,Total,Men,88,1
2013,Beloit,Volleyball,Women,2,9
2013,Beloit,Soccer,Women,2,10
2013,Beloit,Cross Country,Women,6,6
2013,Beloit,Tennis,Women,7,5
2013,Beloit,Swimming,Women,6,6
2013,Beloit,Indoor Track & Field,Women,5,7
2013,Beloit,Outdoor Track & Field,Women,4,8
2013,Beloit,Softball,Women,2.5,9
2013,Beloit,Total,Women,39,10
2013,Carroll,Volleyball,Women,9.5,2
2013,Carroll,Soccer,Women,7.5,4
2013,Carroll,Cross Country,Women,4,8
2013,Carroll,Tennis,Women,8,4
2013,Carroll,Swimming,Women,9,3
2013,Carroll,Indoor Track & Field,Women,9,3
2013,Carroll,Outdoor Track & Field,Women,8,4
2013,Carroll,Softball,Women,6.5,5
2013,Carroll,Total,Women,76.5,2
2013,Cornell,Volleyball,Women,11,1
2013,Cornell,Soccer,Women,5,7
2013,Cornell,Cross Country,Women,10,2
2013,Cornell,Tennis,Women,5,7
2013,Cornell,Indoor Track & Field,Women,7,5
2013,Cornell,Outdoor Track & Field,Women,7,5
2013,Cornell,Softball,Women,6.5,5
2013,Cornell,Total,Women,62,5
2013,Grinnell,Volleyball,Women,4,8
2013,Grinnell,Soccer,Women,7.5,4
2013,Grinnell,Cross Country,Women,11,1
2013,Grinnell,Tennis,Women,11,1
2013,Grinnell,Swimming,Women,11,1
2013,Grinnell,Indoor Track & Field,Women,8,4
2013,Grinnell,Outdoor Track & Field,Women,10,2
2013,Grinnell,Softball,Women,1,11
2013,Grinnell,Total,Women,76.5,2
2013,Illinois Col.,Volleyball,Women,2,9
2013,Illinois Col.,Soccer,Women,3.5,8
2013,Illinois Col.,Cross Country,Women,3,9
2013,Illinois Col.,Tennis,Women,2,10
2013,Illinois Col.,Swimming,Women,3,9
2013,Illinois Col.,Indoor Track & Field,Women,6,6
2013,Illinois Col.,Outdoor Track & Field,Women,6,6
2013,Illinois Col.,Softball,Women,2.5,9
2013,Illinois Col.,Total,Women,44.5,9
2013,Knox,Volleyball,Women,2,9
2013,Knox,Soccer,Women,1,11
2013,Knox,Cross Country,Women,1,11
2013,Knox,Tennis,Women,4,8
2013,Knox,Swimming,Women,4,8
2013,Knox,Indoor Track & Field,Women,2,10
2013,Knox,Outdoor Track & Field,Women,2,10
2013,Knox,Softball,Women,4.5,7
2013,Knox,Total,Women,29,11
2013,Lake Forest,Volleyball,Women,7,5
2013,Lake Forest,Soccer,Women,9,3
2013,Lake Forest,Cross Country,Women,7,5
2013,Lake Forest,Tennis,Women,10,2
2013,Lake Forest,Swimming,Women,10,2
2013,Lake Forest,Softball,Women,11,1
2013,Lake Forest,Total,Women,58.5,6
2013,Lawrence,Volleyball,Women,5.5,6
2013,Lawrence,Soccer,Women,3.5,8
2013,Lawrence,Cross Country,Women,9,3
2013,Lawrence,Tennis,Women,6,6
2013,Lawrence,Swimming,Women,8,4
2013,Lawrence,Indoor Track & Field,Women,3,9
2013,Lawrence,Outdoor Track & Field,Women,3,9
2013,Lawrence,Softball,Women,8,4
2013,Lawrence,Total,Women,47,8
2013,Monmouth,Volleyball,Women,5.5,6
2013,Monmouth,Soccer,Women,10,2
2013,Monmouth,Cross Country,Women,5,7
2013,Monmouth,Tennis,Women,1,11
2013,Monmouth,Swimming,Women,7,5
2013,Monmouth,Indoor Track & Field,Women,11,1
2013,Monmouth,Outdoor Track & Field,Women,11,1
2013,Monmouth,Softball,Women,9,3
2013,Monmouth,Total,Women,76.5,2
2013,Ripon,Volleyball,Women,8,4
2013,Ripon,Soccer,Women,6,6
2013,Ripon,Cross Country,Women,2,10
2013,Ripon,Tennis,Women,3,9
2013,Ripon,Swimming,Women,5,7
2013,Ripon,Indoor Track & Field,Women,4,8
2013,Ripon,Outdoor Track & Field,Women,5,7
2013,Ripon,Softball,Women,4.5,7
2013,Ripon,Total,Women,49.5,7
2013,St. Norbert,Volleyball,Women,9.5,2
2013,St. Norbert,Soccer,Women,11,1
2013,St. Norbert,Cross Country,Women,8,4
2013,St. Norbert,Tennis,Women,9,3
2013,St. Norbert,Indoor Track & Field,Women,10,2
2013,St. Norbert,Outdoor Track & Field,Women,9,3
2013,St. Norbert,Softball,Women,10,2
2013,St. Norbert,Total,Women,86,1
2014,Beloit,Football,Men,2,10
2014,Beloit,Soccer,Men,3,9
2014,Beloit,Cross Country,Men,5,7
2014,Beloit,Basketball,Men,4.5,7
2014,Beloit,Swimming,Men,7,5
2014,Beloit,Indoor Track & Field,Men,4,8
2014,Beloit,Outdoor Track & Field,Men,4,8
2014,Beloit,Baseball,Men,6.5,5
2014,Beloit,Total,Men,36,10
2014,Carroll,Football,Men,9,3
2014,Carroll,Soccer,Men,8,3
2014,Carroll,Cross Country,Men,10,2
2014,Carroll,Basketball,Men,3,9
2014,Carroll,Swimming,Men,9,3
2014,Carroll,Indoor Track & Field,Men,9,3
2014,Carroll,Tennis,Men,8.5,3
2014,Carroll,Outdoor Track & Field,Men,9,3
2014,Carroll,Baseball,Men,4.5,7
2014,Carroll,Total,Men,80,1
2014,Cornell,Football,Men,7,5
2014,Cornell,Soccer,Men,2,10
2014,Cornell,Cross Country,Men,7,5
2014,Cornell,Basketball,Men,4.5,7
2014,Cornell,Indoor Track & Field,Men,5,7
2014,Cornell,Tennis,Men,6,5
2014,Cornell,Outdoor Track & Field,Men,6,6
2014,Cornell,Baseball,Men,10,2
2014,Cornell,Total,Men,47.5,9
2014,Grinnell,Football,Men,4,8
2014,Grinnell,Soccer,Men,5.5,6
2014,Grinnell,Cross Country,Men,11,1
2014,Grinnell,Basketball,Men,8.5,3
2014,Grinnell,Swimming,Men,10,2
2014,Grinnell,Indoor Track & Field,Men,7,5
2014,Grinnell,Tennis,Men,11,1
2014,Grinnell,Outdoor Track & Field,Men,7,5
2014,Grinnell,Baseball,Men,8,4
2014,Grinnell,Total,Men,80,1
2014,Illinois Col.,Football,Men,11,1
2014,Illinois Col.,Soccer,Men,8,3
2014,Illinois Col.,Cross Country,Men,2,10
2014,Illinois Col.,Basketball,Men,1,11
2014,Illinois Col.,Swimming,Men,5,7
2014,Illinois Col.,Indoor Track & Field,Men,3,9
2014,Illinois Col.,Tennis,Men,2,10
2014,Illinois Col.,Outdoor Track & Field,Men,5,7
2014,Illinois Col.,Baseball,Men,6.5,5
2014,Illinois Col.,Total,Men,49.5,7
2014,Knox,Football,Men,1,11
2014,Knox,Soccer,Men,11,1
2014,Knox,Cross Country,Men,3,9
2014,Knox,Basketball,Men,2,10
2014,Knox,Swimming,Men,3,9
2014,Knox,Indoor Track & Field,Men,2,10
2014,Knox,Tennis,Men,4,8
2014,Knox,Outdoor Track & Field,Men,2,10
2014,Knox,Baseball,Men,2.5,9
2014,Knox,Total,Men,30.5,11
2014,Lake Forest,Football,Men,6,6
2014,Lake Forest,Soccer,Men,10,2
2014,Lake Forest,Cross Country,Men,9,3
2014,Lake Forest,Basketball,Men,7,5
2014,Lake Forest,Swimming,Men,11,1
2014,Lake Forest,Tennis,Men,10,2
2014,Lake Forest,Total,Men,58,5
2014,Lawrence,Football,Men,3,9
2014,Lawrence,Soccer,Men,4,8
2014,Lawrence,Cross Country,Men,8,4
2014,Lawrence,Basketball,Men,6,6
2014,Lawrence,Swimming,Men,4,8
2014,Lawrence,Indoor Track & Field,Men,6,6
2014,Lawrence,Tennis,Men,6,5
2014,Lawrence,Outdoor Track & Field,Men,3,9
2014,Lawrence,Baseball,Men,2.5,9
2014,Lawrence,Total,Men,49.5,7
2014,Monmouth,Football,Men,10,2
2014,Monmouth,Soccer,Men,8,3
2014,Monmouth,Basketball,Men,10,2
2014,Monmouth,Swimming,Men,8,4
2014,Monmouth,Indoor Track & Field,Men,11,1
2014,Monmouth,Tennis,Men,8.5,3
2014,Monmouth,Outdoor Track & Field,Men,10,2
2014,Monmouth,Baseball,Men,4.5,7
2014,Monmouth,Total,Men,79,3
2014,Ripon,Football,Men,5,7
2014,Ripon,Soccer,Men,1,11
2014,Ripon,Cross Country,Men,4,8
2014,Ripon,Basketball,Men,8.5,3
2014,Ripon,Swimming,Men,6,6
2014,Ripon,Indoor Track & Field,Men,8,4
2014,Ripon,Tennis,Men,3,9
2014,Ripon,Outdoor Track & Field,Men,8,4
2014,Ripon,Baseball,Men,11,1
2014,Ripon,Total,Men,54.5,6
2014,St. Norbert,Football,Men,8,4
2014,St. Norbert,Soccer,Men,5.5,6
2014,St. Norbert,Cross Country,Men,6,6
2014,St. Norbert,Basketball,Men,11,1
2014,St. Norbert,Indoor Track & Field,Men,10,2
2014,St. Norbert,Tennis,Men,6,5
2014,St. Norbert,Outdoor Track & Field,Men,11,1
2014,St. Norbert,Baseball,Men,9,3
2014,St. Norbert,Total,Men,77.5,4
2014,Beloit,Volleyball,Women,1,11
2014,Beloit,Soccer,Women,2,10
2014,Beloit,Cross Country,Women,6,6
2014,Beloit,Tennis,Women,4,8
2014,Beloit,Basketball,Women,3,9
2014,Beloit,Swimming,Women,4,8
2014,Beloit,Indoor Track & Field,Women,5,7
2014,Beloit,Outdoor Track & Field,Women,5,7
2014,Beloit,Softball,Women,4.5,7
2014,Beloit,Total,Women,34.5,10
2014,Carroll,Volleyball,Women,8.5,3
2014,Carroll,Soccer,Women,9,3
2014,Carroll,Cross Country,Women,4,8
2014,Carroll,Tennis,Women,6,6
2014,Carroll,Basketball,Women,10,2
2014,Carroll,Swimming,Women,9,3
2014,Carroll,Indoor Track & Field,Women,10,2
2014,Carroll,Outdoor Track & Field,Women,10,2
2014,Carroll,Softball,Women,9,3
2014,Carroll,Total,Women,83.5,1
2014,Cornell,Volleyball,Women,11,1
2014,Cornell,Soccer,Women,5,7
2014,Cornell,Cross Country,Women,8,4
2014,Cornell,Tennis,Women,10,2
2014,Cornell,Basketball,Women,9,3
2014,Cornell,Indoor Track & Field,Women,9,3
2014,Cornell,Outdoor Track & Field,Women,9,3
2014,Cornell,Softball,Women,8,4
2014,Cornell,Total,Women,69,5
2014,Grinnell,Volleyball,Women,2.5,9
2014,Grinnell,Soccer,Women,8,4
2014,Grinnell,Cross Country,Women,11,1
2014,Grinnell,Tennis,Women,9,3
2014,Grinnell,Basketball,Women,4,8
2014,Grinnell,Swimming,Women,11,1
2014,Grinnell,Indoor Track & Field,Women,6,6
2014,Grinnell,Outdoor Track & Field,Women,7,5
2014,Grinnell,Softball,Women,2.5,9
2014,Grinnell,Total,Women,72,3
2014,Illinois Col.,Volleyball,Women,5,7
2014,Illinois Col.,Soccer,Women,7,5
2014,Illinois Col.,Cross Country,Women,2,10
2014,Illinois Col.,Tennis,Women,2,10
2014,Illinois Col.,Basketball,Women,7.5,4
2014,Illinois Col.,Swimming,Women,3,9
2014,Illinois Col.,Indoor Track & Field,Women,4,8
2014,Illinois Col.,Outdoor Track & Field,Women,4,8
2014,Illinois Col.,Softball,Women,6.5,5
2014,Illinois Col.,Total,Women,50,8
2014,Knox,Volleyball,Women,4,8
2014,Knox,Soccer,Women,1,11
2014,Knox,Cross Country,Women,3,9
2014,Knox,Tennis,Women,1,11
2014,Knox,Basketball,Women,5.5,6
2014,Knox,Swimming,Women,5,7
2014,Knox,Indoor Track & Field,Women,2,10
2014,Knox,Outdoor Track & Field,Women,2,10
2014,Knox,Softball,Women,1,11
2014,Knox,Total,Women,24.5,11
2014,Lake Forest,Volleyball,Women,8.5,3
2014,Lake Forest,Soccer,Women,11,1
2014,Lake Forest,Cross Country,Women,7,5
2014,Lake Forest,Tennis,Women,8,4
2014,Lake Forest,Basketball,Women,7.5,4
2014,Lake Forest,Swimming,Women,10,2
2014,Lake Forest,Softball,Women,11,1
2014,Lake Forest,Total,Women,70,4
2014,Lawrence,Volleyball,Women,6,6
2014,Lawrence,Soccer,Women,4,8
2014,Lawrence,Cross Country,Women,9,3
2014,Lawrence,Tennis,Women,7,5
2014,Lawrence,Basketball,Women,1,11
2014,Lawrence,Swimming,Women,8,4
2014,Lawrence,Indoor Track & Field,Women,3,9
2014,Lawrence,Outdoor Track & Field,Women,3,9
2014,Lawrence,Softball,Women,10,2
2014,Lawrence,Total,Women,51,7
2014,Monmouth,Volleyball,Women,2.5,9
2014,Monmouth,Soccer,Women,3,9
2014,Monmouth,Cross Country,Women,5,7
2014,Monmouth,Tennis,Women,5,7
2014,Monmouth,Basketball,Women,5.5,6
2014,Monmouth,Swimming,Women,7,5
2014,Monmouth,Indoor Track & Field,Women,8,4
2014,Monmouth,Outdoor Track & Field,Women,8,4
2014,Monmouth,Softball,Women,4.5,7
2014,Monmouth,Total,Women,58.5,6
2014,Ripon,Volleyball,Women,7,5
2014,Ripon,Soccer,Women,10,2
2014,Ripon,Cross Country,Women,1,11
2014,Ripon,Tennis,Women,3,9
2014,Ripon,Basketball,Women,2,10
2014,Ripon,Swimming,Women,6,6
2014,Ripon,Indoor Track & Field,Women,7,5
2014,Ripon,Outdoor Track & Field,Women,6,6
2014,Ripon,Softball,Women,2.5,9
2014,Ripon,Total,Women,44.5,9
2014,St. Norbert,Volleyball,Women,10,2
2014,St. Norbert,Soccer,Women,6,6
2014,St. Norbert,Cross Country,Women,10,2
2014,St. Norbert,Tennis,Women,11,1
2014,St. Norbert,Basketball,Women,11,1
2014,St. Norbert,Indoor Track & Field,Women,11,1
2014,St. Norbert,Outdoor Track & Field,Women,11,1
2014,St. Norbert,Softball,Women,6.5,5
2014,St. Norbert,Total,Women,82.5,2
2015,Beloit,Football,Men,4,8
2015,Beloit,Soccer,Men,6,6
2015,Beloit,Cross Country,Men,8,4
2015,Beloit,Basketball,Men,6.5,5
2015,Beloit,Swimming,Men,5,7
2015,Beloit,Indoor Track & Field,Men,5,7
2015,Beloit,Outdoor Track & Field,Men,4,8
2015,Beloit,Baseball,Men,11,1
2015,Beloit,Total,Men,49.5,7
2015,Carroll,Football,Men,9,4
2015,Carroll,Soccer,Men,9.5,2
2015,Carroll,Cross Country,Men,4,8
2015,Carroll,Basketball,Men,10,2
2015,Carroll,Swimming,Men,9,3
2015,Carroll,Indoor Track & Field,Men,8.5,3
2015,Carroll,Tennis,Men,6,5
2015,Carroll,Outdoor Track & Field,Men,7,5
2015,Carroll,Baseball,Men,4.5,7
2015,Carroll,Total,Men,78.5,3
2015,Cornell,Football,Men,6,7
2015,Cornell,Soccer,Men,1,11
2015,Cornell,Cross Country,Men,7,5
2015,Cornell,Basketball,Men,3.5,8
2015,Cornell,Indoor Track & Field,Men,6,6
2015,Cornell,Tennis,Men,6,5
2015,Cornell,Outdoor Track & Field,Men,8,4
2015,Cornell,Baseball,Men,8,4
2015,Cornell,Total,Men,45.5,9
2015,Grinnell,Football,Men,2,10
2015,Grinnell,Soccer,Men,7.5,4
2015,Grinnell,Cross Country,Men,11,1
2015,Grinnell,Basketball,Men,3.5,8
2015,Grinnell,Swimming,Men,11,1
2015,Grinnell,Indoor Track & Field,Men,7,5
2015,Grinnell,Tennis,Men,11,1
2015,Grinnell,Outdoor Track & Field,Men,6,6
2015,Grinnell,Baseball,Men,10,2
2015,Grinnell,Total,Men,76,4
2015,Illinois College,Football,Men,10,3
2015,Illinois College,Soccer,Men,5,7
2015,Illinois College,Cross Country,Men,1,11
2015,Illinois College,Basketball,Men,2,10
2015,Illinois College,Swimming,Men,8,4
2015,Illinois College,Indoor Track & Field,Men,3,9
2015,Illinois College,Tennis,Men,3,9
2015,Illinois College,Outdoor Track & Field,Men,5,7
2015,Illinois College,Baseball,Men,2.5,9
2015,Illinois College,Total,Men,45.5,9
2015,Knox,Football,Men,3,9
2015,Knox,Soccer,Men,9.5,2
2015,Knox,Cross Country,Men,3,9
2015,Knox,Basketball,Men,1,11
2015,Knox,Swimming,Men,3,9
2015,Knox,Indoor Track & Field,Men,2,10
2015,Knox,Tennis,Men,4,8
2015,Knox,Outdoor Track & Field,Men,2,10
2015,Knox,Baseball,Men,4.5,7
2015,Knox,Total,Men,36,11
2015,Lake Forest,Football,Men,7,6
2015,Lake Forest,Soccer,Men,7.5,4
2015,Lake Forest,Cross Country,Men,9,3
2015,Lake Forest,Basketball,Men,8,4
2015,Lake Forest,Swimming,Men,10,2
2015,Lake Forest,Tennis,Men,10,2
2015,Lake Forest,Total,Men,61,5
2015,Lawrence,Football,Men,1,11
2015,Lawrence,Soccer,Men,3,9
2015,Lawrence,Cross Country,Men,10,2
2015,Lawrence,Basketball,Men,5,7
2015,Lawrence,Swimming,Men,4,8
2015,Lawrence,Indoor Track & Field,Men,4,8
2015,Lawrence,Tennis,Men,8.5,3
2015,Lawrence,Outdoor Track & Field,Men,3,9
2015,Lawrence,Baseball,Men,2.5,9
2015,Lawrence,Total,Men,46,8
2015,Monmouth,Football,Men,11,2
2015,Monmouth,Soccer,Men,4,8
2015,Monmouth,Cross Country,Men,5,7
2015,Monmouth,Basketball,Men,6.5,5
2015,Monmouth,Swimming,Men,6,6
2015,Monmouth,Indoor Track & Field,Men,11,1
2015,Monmouth,Tennis,Men,8.5,3
2015,Monmouth,Outdoor Track & Field,Men,11,1
2015,Monmouth,Baseball,Men,6.5,5
2015,Monmouth,Total,Men,79,2
2015,Ripon,Football,Men,8,5
2015,Ripon,Soccer,Men,2,10
2015,Ripon,Cross Country,Men,2,10
2015,Ripon,Basketball,Men,9,3
2015,Ripon,Swimming,Men,7,5
2015,Ripon,Indoor Track & Field,Men,8.5,3
2015,Ripon,Tennis,Men,2,10
2015,Ripon,Outdoor Track & Field,Men,9,3
2015,Ripon,Baseball,Men,6.5,5
2015,Ripon,Total,Men,54,6
2015,St. Norbert,Football,Men,12,1
2015,St. Norbert,Soccer,Men,11,1
2015,St. Norbert,Cross Country,Men,6,6
2015,St. Norbert,Basketball,Men,11,1
2015,St. Norbert,Indoor Track & Field,Men,10,2
2015,St. Norbert,Tennis,Men,6,5
2015,St. Norbert,Outdoor Track & Field,Men,10,2
2015,St. Norbert,Baseball,Men,9,3
2015,St. Norbert,Total,Men,83,1
2015,Beloit,Volleyball,Women,1,11
2015,Beloit,Soccer,Women,5.5,6
2015,Beloit,Cross Country,Women,5,7
2015,Beloit,Tennis,Women,3.5,8
2015,Beloit,Basketball,Women,3.5,8
2015,Beloit,Swimming,Women,5,7
2015,Beloit,Indoor Track & Field,Women,7,5
2015,Beloit,Outdoor Track & Field,Women,5,7
2015,Beloit,Softball,Women,4,8
2015,Beloit,Total,Women,39.5,10
2015,Carroll,Volleyball,Women,8,4
2015,Carroll,Soccer,Women,9.5,2
2015,Carroll,Cross Country,Women,6,6
2015,Carroll,Tennis,Women,8,4
2015,Carroll,Basketball,Women,5,7
2015,Carroll,Swimming,Women,10,2
2015,Carroll,Indoor Track & Field,Women,8,4
2015,Carroll,Outdoor Track & Field,Women,8,4
2015,Carroll,Softball,Women,9,3
2015,Carroll,Total,Women,81.5,1
2015,Cornell,Volleyball,Women,10.5,1
2015,Cornell,Soccer,Women,1,11
2015,Cornell,Cross Country,Women,11,1
2015,Cornell,Tennis,Women,7,5
2015,Cornell,Basketball,Women,10,2
2015,Cornell,Indoor Track & Field,Women,9,3
2015,Cornell,Outdoor Track & Field,Women,9,3
2015,Cornell,Softball,Women,7.5,4
2015,Cornell,Total,Women,65,6
2015,Grinnell,Volleyball,Women,2,10
2015,Grinnell,Soccer,Women,2.5,9
2015,Grinnell,Cross Country,Women,9,3
2015,Grinnell,Tennis,Women,10,1
2015,Grinnell,Basketball,Women,9,3
2015,Grinnell,Swimming,Women,11,1
2015,Grinnell,Indoor Track & Field,Women,4,8
2015,Grinnell,Outdoor Track & Field,Women,7,5
2015,Grinnell,Softball,Women,5,7
2015,Grinnell,Total,Women,70.5,3
2015,Illinois College,Volleyball,Women,3.5,8
2015,Illinois College,Soccer,Women,4,8
2015,Illinois College,Cross Country,Women,1,11
2015,Illinois College,Tennis,Women,1.5,10
2015,Illinois College,Basketball,Women,6.5,5
2015,Illinois College,Swimming,Women,3,9
2015,Illinois College,Indoor Track & Field,Women,6,6
2015,Illinois College,Outdoor Track & Field,Women,4,8
2015,Illinois College,Softball,Women,7.5,4
2015,Illinois College,Total,Women,42,9
2015,Knox,Volleyball,Women,5,7
2015,Knox,Soccer,Women,8,4
2015,Knox,Cross Country,Women,3,9
2015,Knox,Tennis,Women,3.5,8
2015,Knox,Basketball,Women,3.5,8
2015,Knox,Swimming,Women,4,8
2015,Knox,Indoor Track & Field,Women,2,10
2015,Knox,Outdoor Track & Field,Women,3,9
2015,Knox,Softball,Women,1,11
2015,Knox,Total,Women,33,11
2015,Lake Forest,Volleyball,Women,6,6
2015,Lake Forest,Soccer,Women,11,1
2015,Lake Forest,Cross Country,Women,7,5
2015,Lake Forest,Tennis,Women,10,1
2015,Lake Forest,Basketball,Women,6.5,5
2015,Lake Forest,Swimming,Women,8,4
2015,Lake Forest,Softball,Women,11,1
2015,Lake Forest,Total,Women,67.5,5
2015,Lawrence,Volleyball,Women,7,5
2015,Lawrence,Soccer,Women,5.5,6
2015,Lawrence,Cross Country,Women,4,8
2015,Lawrence,Tennis,Women,6,6
2015,Lawrence,Basketball,Women,1,11
2015,Lawrence,Swimming,Women,9,3
2015,Lawrence,Indoor Track & Field,Women,3,9
2015,Lawrence,Outdoor Track & Field,Women,2,10
2015,Lawrence,Softball,Women,6,6
2015,Lawrence,Total,Women,43.5,8
2015,Monmouth,Volleyball,Women,3.5,8
2015,Monmouth,Soccer,Women,7,5
2015,Monmouth,Cross Country,Women,8,4
2015,Monmouth,Tennis,Women,5,7
2015,Monmouth,Basketball,Women,2,10
2015,Monmouth,Swimming,Women,6,6
2015,Monmouth,Indoor Track & Field,Women,10,2
2015,Monmouth,Outdoor Track & Field,Women,10,2
2015,Monmouth,Softball,Women,10,2
2015,Monmouth,Total,Women,70.5,3
2015,Ripon,Volleyball,Women,10.5,1
2015,Ripon,Soccer,Women,2.5,9
2015,Ripon,Cross Country,Women,2,10
2015,Ripon,Tennis,Women,1.5,10
2015,Ripon,Basketball,Women,8,4
2015,Ripon,Swimming,Women,7,5
2015,Ripon,Indoor Track & Field,Women,5,7
2015,Ripon,Outdoor Track & Field,Women,6,6
2015,Ripon,Softball,Women,2,10
2015,Ripon,Total,Women,44.5,7
2015,St. Norbert,Volleyball,Women,9,3
2015,St. Norbert,Soccer,Women,9.5,2
2015,St. Norbert,Cross Country,Women,10,2
2015,St. Norbert,Tennis,Women,10,1
2015,St. Norbert,Basketball,Women,11,1
2015,St. Norbert,Indoor Track & Field,Women,11,1
2015,St. Norbert,Outdoor Track & Field,Women,11,1
2015,St. Norbert,Softball,Women,3,9
2015,St. Norbert,Total,Women,80.5,2
2016,Beloit,Football,Men,3.5,6
2016,Beloit,Soccer,Men,2.5,8
2016,Beloit,Cross Country,Men,4,7
2016,Beloit,Basketball,Men,4,8
2016,Beloit,Swimming,Men,4,7
2016,Beloit,Indoor Track & Field,Men,6,5
2016,Beloit,Outdoor Track & Field,Men,6,5
2016,Beloit,Baseball,Men,9,2
2016,Beloit,Total,Men,39,8
2016,Cornell,Football,Men,6,5
2016,Cornell,Soccer,Men,4,7
2016,Cornell,Cross Country,Men,8,3
2016,Cornell,Basketball,Men,8.5,3
2016,Cornell,Indoor Track & Field,Men,8,3
2016,Cornell,Tennis,Men,7.5,3
2016,Cornell,Outdoor Track & Field,Men,9,2
2016,Cornell,Baseball,Men,8,3
2016,Cornell,Total,Men,59,5
2016,Grinnell,Football,Men,1,10
2016,Grinnell,Soccer,Men,7,4
2016,Grinnell,Cross Country,Men,10,1
2016,Grinnell,Basketball,Men,6,6
2016,Grinnell,Swimming,Men,10,1
2016,Grinnell,Indoor Track & Field,Men,4,7
