Year,Gender,Sport,School,Expense
2013,Women,Golf,Ripon,1181.0
2013,Women,Soccer,Ripon,56743.0
2013,Women,Softball,Ripon,69732.0
2013,Women,Tennis,Ripon,15263.0
2013,Women,Track and Fields,Ripon,49972.0
2013,Women,Volleyball,Ripon,54749.0
2014,Men,Baseball,Ripon,81463.0
2014,Men,Basketball,Ripon,80200.0
2014,Men,Cross Country,Ripon,15804.0
2014,Men,Football,Ripon,133616.0
2014,Men,Golf,Ripon,1200.0
2014,Men,Soccer,Ripon,59594.0
2014,Men,Tennis,Ripon,23291.0
2014,Men,Track and Fields,Ripon,47419.0
2014,Women,Basketball,Ripon,75110.0
2014,Women,Cross Country,Ripon,16487.0
2014,Women,Golf,Ripon,1123.0
2014,Women,Soccer,Ripon,59783.0
2014,Women,Softball,Ripon,66001.0
2014,Women,Tennis,Ripon,16496.0
2014,Women,Track and Fields,Ripon,39185.0
2014,Women,Volleyball,Ripon,57715.0
2015,Men,Baseball,Ripon,84950.0
2015,Men,Basketball,Ripon,85363.0
2015,Men,Cross Country,Ripon,17373.0
2015,Men,Football,Ripon,135237.0
2015,Men,Soccer,Ripon,41156.0
2015,Men,Tennis,Ripon,20070.0
2015,Men,Track and Fields,Ripon,47964.0
2015,Women,Basketball,Ripon,82757.0
2015,Women,Cross Country,Ripon,19752.0
2015,Women,Soccer,Ripon,62659.0
2015,Women,Softball,Ripon,63093.0
2015,Women,Tennis,Ripon,17129.0
2015,Women,Track and Fields,Ripon,39014.0
2015,Women,Volleyball,Ripon,66576.0
2016,Men,Baseball,Ripon,88691.0
2016,Men,Basketball,Ripon,91406.0
2016,Men,Cross Country,Ripon,16958.0
2016,Men,Football,Ripon,166451.0
2016,Men,Soccer,Ripon,57107.0
2016,Men,Tennis,Ripon,18917.0
2016,Men,Track and Fields,Ripon,46938.0
2016,Women,Basketball,Ripon,82550.0
2016,Women,Cross Country,Ripon,16521.0
2016,Women,Soccer,Ripon,72489.0
2016,Women,Softball,Ripon,64736.0
2016,Women,Tennis,Ripon,14649.0
2016,Women,Track and Fields,Ripon,50629.0
2016,Women,Volleyball,Ripon,59834.0
2017,Men,Baseball,Ripon,116756.0
2017,Men,Basketball,Ripon,120598.0
2017,Men,Cross Country,Ripon,30041.0
2017,Men,Football,Ripon,208429.0
2017,Men,Soccer,Ripon,55013.0
2017,Men,Tennis,Ripon,14931.0
2017,Men,Track and Fields,Ripon,45697.0
2017,Women,Basketball,Ripon,120403.0
2017,Women,Cross Country,Ripon,29427.0
2017,Women,Soccer,Ripon,77077.0
2017,Women,Softball,Ripon,76930.0
2017,Women,Tennis,Ripon,15744.0
2017,Women,Track and Fields,Ripon,51269.0
2017,Women,Volleyball,Ripon,60489.0
2018,Men,Baseball,Ripon,123148.0
2018,Men,Basketball,Ripon,124314.0
2018,Men,Cross Country,Ripon,30912.0
2018,Men,Football,Ripon,209334.0
2018,Men,Soccer,Ripon,85798.0
2018,Men,Tennis,Ripon,33943.0
2018,Men,Track and Fields,Ripon,77060.0
2018,Women,Basketball,Ripon,123311.0
2018,Women,Cross Country,Ripon,30912.0
2018,Women,Soccer,Ripon,95083.0
2018,Women,Softball,Ripon,97390.0
2018,Women,Tennis,Ripon,36866.0
2018,Women,Track and Fields,Ripon,81759.0
2018,Women,Volleyball,Ripon,105339.0
2019,Men,Basketball,Ripon,130513.0
2019,Men,Cross Country,Ripon,35233.0
2019,Men,Football,Ripon,267551.0
2019,Men,Soccer,Ripon,58119.0
2019,Men,Tennis,Ripon,15115.0
2019,Men,Track and Fields,Ripon,56266.0
2019,Women,Basketball,Ripon,77442.0
2019,Women,Cross Country,Ripon,37150.0
2019,Women,Soccer,Ripon,98481.0
2019,Women,Softball,Ripon,77442.0
2019,Women,Swimming and Diving,Ripon,48091.0
2019,Women,Tennis,Ripon,19212.0
2019,Women,Track and Fields,Ripon,55475.0
2019,Women,Volleyball,Ripon,67437.0
2020,Men,Baseball,Ripon,123161.0
2020,Men,Basketball,Ripon,80183.0
2020,Men,Football,Ripon,187826.0
2020,Men,Soccer,Ripon,64482.0
2020,Men,Tennis,Ripon,28018.0
2020,Men,Track and Fields,Ripon,50780.0
2020,Women,Basketball,Ripon,92291.0
2020,Women,Soccer,Ripon,77151.0
2020,Women,Softball,Ripon,105129.0
2020,Women,Swimming and Diving,Ripon,35678.0
2020,Women,Track and Fields,Ripon,54072.0
2020,Women,Volleyball,Ripon,47940.0
2021,Men,Baseball,Ripon,180728.0
2021,Men,Basketball,Ripon,124860.0
2021,Men,Cross Country,Ripon,40618.0
2021,Men,Football,Ripon,322818.0
2021,Men,Soccer,Ripon,120189.0
2021,Men,Tennis,Ripon,35699.0
2021,Men,Track and Fields,Ripon,99785.0
2021,Women,Basketball,Ripon,113812.0
2021,Women,Cross Country,Ripon,38694.0
2021,Women,Soccer,Ripon,129917.0
2021,Women,Softball,Ripon,126285.0
2021,Women,Swimming and Diving,Ripon,54524.0
2021,Women,Tennis,Ripon,35624.0
2021,Women,Track and Fields,Ripon,98100.0
2021,Women,Volleyball,Ripon,70483.0
2022,Men,Baseball,Ripon,177000.0
2022,Men,Basketball,Ripon,124193.0
2022,Men,Cross Country,Ripon,44641.0
2022,Men,Football,Ripon,346964.0
2022,Men,Soccer,Ripon,105546.0
2022,Men,Tennis,Ripon,37118.0
2022,Men,Track and Fields,Ripon,87687.0
2022,Women,Basketball,Ripon,122710.0
2022,Women,Cross Country,Ripon,43594.0
2022,Women,Soccer,Ripon,103617.0
2022,Women,Softball,Ripon,122590.0
2022,Women,Tennis,Ripon,36614.0
2022,Women,Track and Fields,Ripon,88544.0
2022,Women,Volleyball,Ripon,75639.0
2003,Men,Baseball,Beloit,24737.0
2003,Men,Basketball,Beloit,23282.0
2003,Men,Football,Beloit,23868.0
2003,Men,Golf,Beloit,3992.0
2003,Men,Soccer,Beloit,11040.0
2003,Men,Tennis,Beloit,5778.0
2003,Women,Basketball,Beloit,18312.0
2003,Women,Golf,Beloit,4990.0
2003,Women,Soccer,Beloit,9570.0
2003,Women,Softball,Beloit,17316.0
2003,Women,Tennis,Beloit,5580.0
2003,Women,Volleyball,Beloit,13787.0
2004,Men,Baseball,Beloit,45785.0
2004,Men,Basketball,Beloit,84740.0
2004,Men,Football,Beloit,197811.0
2004,Men,Golf,Beloit,13916.0
2004,Men,Soccer,Beloit,63979.0
2004,Men,Tennis,Beloit,16134.0
2004,Women,Basketball,Beloit,54250.0
2004,Women,Golf,Beloit,11096.0
2004,Women,Soccer,Beloit,26222.0
2004,Women,Softball,Beloit,50277.0
2004,Women,Tennis,Beloit,25157.0
2004,Women,Volleyball,Beloit,45882.0
2005,Men,Baseball,Beloit,64776.0
2005,Men,Basketball,Beloit,97214.0
2005,Men,Football,Beloit,227232.0
2005,Men,Golf,Beloit,8339.0
2005,Men,Soccer,Beloit,69571.0
2005,Men,Tennis,Beloit,19571.0
2005,Women,Basketball,Beloit,66587.0
2005,Women,Golf,Beloit,8339.0
2005,Women,Soccer,Beloit,16709.0
2005,Women,Softball,Beloit,66193.0
2005,Women,Tennis,Beloit,8998.0
2005,Women,Volleyball,Beloit,29814.0
2006,Men,Baseball,Beloit,68949.0
2006,Men,Basketball,Beloit,101415.0
2006,Men,Football,Beloit,225296.0
2006,Men,Golf,Beloit,8950.0
2006,Men,Soccer,Beloit,69656.0
2006,Men,Tennis,Beloit,18548.0
2006,Women,Basketball,Beloit,62947.0
2006,Women,Golf,Beloit,5578.0
2006,Women,Soccer,Beloit,51404.0
2006,Women,Softball,Beloit,49511.0
2006,Women,Tennis,Beloit,8520.0
2006,Women,Volleyball,Beloit,44646.0
2007,Men,Baseball,Beloit,71897.0
2007,Men,Basketball,Beloit,65953.0
2007,Men,Football,Beloit,214456.0
2007,Men,Golf,Beloit,15125.0
2007,Men,Soccer,Beloit,79309.0
2007,Men,Tennis,Beloit,11347.0
2007,Women,Basketball,Beloit,75734.0
2007,Women,Golf,Beloit,14458.0
2007,Women,Soccer,Beloit,54428.0
2007,Women,Softball,Beloit,72361.0
2007,Women,Tennis,Beloit,6483.0
2007,Women,Volleyball,Beloit,71417.0
2008,Men,Baseball,Beloit,74799.0
2008,Men,Basketball,Beloit,66232.0
2008,Men,Football,Beloit,220661.0
2008,Men,Golf,Beloit,16264.0
2008,Men,Soccer,Beloit,84455.0
2008,Men,Tennis,Beloit,14337.0
2008,Women,Basketball,Beloit,87260.0
2008,Women,Soccer,Beloit,53463.0
2008,Women,Softball,Beloit,80108.0
2008,Women,Tennis,Beloit,7684.0
2008,Women,Volleyball,Beloit,80826.0
2009,Men,Baseball,Beloit,67453.0
2009,Men,Basketball,Beloit,66414.0
2009,Men,Football,Beloit,237580.0
2009,Men,Golf,Beloit,18344.0
2009,Men,Soccer,Beloit,85659.0
2009,Men,Tennis,Beloit,16514.0
2009,Women,Basketball,Beloit,84975.0
2009,Women,Soccer,Beloit,56061.0
2009,Women,Softball,Beloit,76218.0
2009,Women,Tennis,Beloit,9560.0
2009,Women,Volleyball,Beloit,78250.0
2010,Men,Baseball,Beloit,92342.0
2010,Men,Basketball,Beloit,84191.0
2010,Men,Football,Beloit,222496.0
2010,Men,Golf,Beloit,16455.0
2010,Men,Soccer,Beloit,80023.0
2010,Women,Basketball,Beloit,59714.0
2010,Women,Soccer,Beloit,56062.0
2010,Women,Softball,Beloit,89128.0
2010,Women,Tennis,Beloit,9553.0
2010,Women,Volleyball,Beloit,91932.0
2011,Men,Baseball,Beloit,136083.0
2011,Men,Basketball,Beloit,81086.0
2011,Men,Football,Beloit,311615.0
2011,Men,Golf,Beloit,19113.0
2011,Men,Soccer,Beloit,105327.0
2011,Men,Swimming and Diving,Beloit,16693.0
2011,Women,Basketball,Beloit,65820.0
2011,Women,Soccer,Beloit,70337.0
2011,Women,Softball,Beloit,113290.0
2011,Women,Swimming and Diving,Beloit,23838.0
2011,Women,Tennis,Beloit,10198.0
2011,Women,Volleyball,Beloit,74725.0
2012,Men,Baseball,Beloit,133523.0
2012,Men,Basketball,Beloit,101336.0
2012,Men,Football,Beloit,257010.0
2012,Men,Soccer,Beloit,86622.0
2012,Men,Swimming and Diving,Beloit,33111.0
2012,Women,Basketball,Beloit,71208.0
2012,Women,Soccer,Beloit,71603.0
2012,Women,Softball,Beloit,106490.0
2012,Women,Swimming and Diving,Beloit,36000.0
2012,Women,Tennis,Beloit,11497.0
2012,Women,Volleyball,Beloit,82083.0
2013,Men,Baseball,Beloit,130712.0
2013,Men,Basketball,Beloit,131556.0
2013,Men,Football,Beloit,293508.0
2013,Men,Soccer,Beloit,102798.0
2013,Women,Basketball,Beloit,103776.0
2013,Women,Soccer,Beloit,74895.0
2013,Women,Softball,Beloit,107672.0
2013,Women,Tennis,Beloit,14859.0
2013,Women,Volleyball,Beloit,97505.0
2014,Men,Baseball,Beloit,146966.0
2014,Men,Basketball,Beloit,106177.0
2014,Men,Football,Beloit,267096.0
2014,Men,Soccer,Beloit,60563.0
2014,Women,Basketball,Beloit,89071.0
2014,Women,Soccer,Beloit,77416.0
2014,Women,Softball,Beloit,102763.0
2014,Women,Tennis,Beloit,14934.0
2014,Women,Volleyball,Beloit,94861.0
2015,Men,Baseball,Beloit,167009.0
2015,Men,Basketball,Beloit,113801.0
2015,Men,Football,Beloit,296057.0
2015,Men,Soccer,Beloit,56956.0
2015,Women,Basketball,Beloit,100587.0
2015,Women,Soccer,Beloit,78571.0
2015,Women,Softball,Beloit,104985.0
2015,Women,Tennis,Beloit,17956.0
2015,Women,Volleyball,Beloit,94458.0
2016,Men,Baseball,Beloit,117900.0
2016,Men,Basketball,Beloit,179556.0
2016,Men,Football,Beloit,316139.0
2016,Men,Soccer,Beloit,63810.0
2016,Women,Basketball,Beloit,85904.0
2016,Women,Soccer,Beloit,78450.0
2016,Women,Softball,Beloit,114990.0
2016,Women,Tennis,Beloit,15531.0
2016,Women,Volleyball,Beloit,102991.0
2017,Men,Baseball,Beloit,172033.0
2017,Men,Basketball,Beloit,142893.0
2017,Men,Football,Beloit,313781.0
2017,Men,Soccer,Beloit,72440.0
2017,Women,Basketball,Beloit,117939.0
2017,Women,Soccer,Beloit,81818.0
2017,Women,Softball,Beloit,115926.0
2017,Women,Tennis,Beloit,15450.0
2017,Women,Volleyball,Beloit,101005.0
2018,Men,Baseball,Beloit,170492.0
2018,Men,Basketball,Beloit,140982.0
2018,Men,Football,Beloit,303857.0
2018,Men,Soccer,Beloit,76228.0
2018,Women,Basketball,Beloit,115005.0
2018,Women,Soccer,Beloit,90037.0
2018,Women,Softball,Beloit,113799.0
2018,Women,Tennis,Beloit,15435.0
2018,Women,Volleyball,Beloit,77056.0
2019,Men,Baseball,Beloit,137633.0
2019,Men,Basketball,Beloit,114653.0
2019,Men,Football,Beloit,342718.0
2019,Men,Soccer,Beloit,73541.0
2019,Women,Basketball,Beloit,113007.0
2019,Women,Soccer,Beloit,76286.0
2019,Women,Softball,Beloit,110930.0
2019,Women,Tennis,Beloit,11927.0
2019,Women,Volleyball,Beloit,79832.0
2020,Men,Baseball,Beloit,101885.0
2020,Men,Track and Fields,Beloit,69324.0
2020,Women,Softball,Beloit,95795.0
2020,Women,Track and Fields,Beloit,69875.0
2021,Men,Baseball,Beloit,156248.0
2021,Men,Basketball,Beloit,122793.0
2021,Men,Football,Beloit,349124.0
2021,Men,Soccer,Beloit,78575.0
2021,Women,Basketball,Beloit,97521.0
2021,Women,Soccer,Beloit,84460.0
2021,Women,Softball,Beloit,142234.0
2021,Women,Volleyball,Beloit,90967.0
2022,Men,Baseball,Beloit,174364.0
2022,Men,Basketball,Beloit,120389.0
2022,Men,Football,Beloit,356717.0
2022,Men,Soccer,Beloit,55136.0
2022,Women,Basketball,Beloit,90114.0
2022,Women,Soccer,Beloit,87238.0
2022,Women,Softball,Beloit,142060.0
2022,Women,Volleyball,Beloit,89431.0
2003,Men,Baseball,University of Chicago,119123.0
2003,Men,Basketball,University of Chicago,176613.0
2003,Men,Cross Country,University of Chicago,102032.0
2003,Men,Football,University of Chicago,343422.0
2003,Men,Soccer,University of Chicago,118055.0
2003,Men,Swimming and Diving,University of Chicago,72511.0
2003,Men,Tennis,University of Chicago,39899.0
2003,Women,Basketball,University of Chicago,159779.0
2003,Women,Cross Country,University of Chicago,101330.0
2003,Women,Soccer,University of Chicago,137270.0
2003,Women,Softball,University of Chicago,93698.0
2003,Women,Swimming and Diving,University of Chicago,85697.0
2003,Women,Tennis,University of Chicago,39499.0
2003,Women,Volleyball,University of Chicago,91995.0
2004,Men,Baseball,University of Chicago,123131.0
2004,Men,Basketball,University of Chicago,172828.0
2004,Men,Football,University of Chicago,354359.0
2004,Men,Soccer,University of Chicago,128014.0
2004,Men,Swimming and Diving,University of Chicago,98223.0
2004,Men,Tennis,University of Chicago,54331.0
2004,Women,Basketball,University of Chicago,156052.0
2004,Women,Soccer,University of Chicago,128676.0
2004,Women,Softball,University of Chicago,172709.0
2004,Women,Swimming and Diving,University of Chicago,92202.0
2004,Women,Tennis,University of Chicago,50601.0
2004,Women,Volleyball,University of Chicago,91884.0
2005,Men,Baseball,University of Chicago,120237.0
2005,Men,Basketball,University of Chicago,168985.0
2005,Men,Football,University of Chicago,350851.0
2005,Men,Soccer,University of Chicago,113147.0
2005,Men,Swimming and Diving,University of Chicago,96360.0
2005,Men,Tennis,University of Chicago,48150.0
2005,Women,Basketball,University of Chicago,161096.0
2005,Women,Soccer,University of Chicago,152456.0
2005,Women,Softball,University of Chicago,97487.0
2005,Women,Swimming and Diving,University of Chicago,86554.0
2005,Women,Tennis,University of Chicago,49262.0
2005,Women,Volleyball,University of Chicago,89809.0
2006,Men,Baseball,University of Chicago,158478.0
2006,Men,Basketball,University of Chicago,253467.0
2006,Men,Football,University of Chicago,422876.0
2006,Men,Soccer,University of Chicago,138208.0
2006,Men,Swimming and Diving,University of Chicago,113818.0
2006,Men,Tennis,University of Chicago,69529.0
2006,Women,Basketball,University of Chicago,185714.0
2006,Women,Soccer,University of Chicago,144651.0
2006,Women,Softball,University of Chicago,125945.0
2006,Women,Swimming and Diving,University of Chicago,114218.0
2006,Women,Tennis,University of Chicago,67198.0
2006,Women,Volleyball,University of Chicago,89380.0
2007,Men,Baseball,University of Chicago,205715.0
2007,Men,Basketball,University of Chicago,215085.0
2007,Men,Football,University of Chicago,390924.0
2007,Men,Soccer,University of Chicago,122655.0
2007,Men,Swimming and Diving,University of Chicago,89241.0
2007,Men,Tennis,University of Chicago,67168.0
2007,Women,Basketball,University of Chicago,184292.0
2007,Women,Soccer,University of Chicago,171277.0
2007,Women,Softball,University of Chicago,87434.0
2007,Women,Swimming and Diving,University of Chicago,90241.0
2007,Women,Tennis,University of Chicago,71723.0
2007,Women,Volleyball,University of Chicago,159943.0
2008,Men,Baseball,University of Chicago,204743.0
2008,Men,Basketball,University of Chicago,218465.0
2008,Men,Football,University of Chicago,469337.0
2008,Men,Soccer,University of Chicago,146671.0
2008,Men,Swimming and Diving,University of Chicago,163903.0
2008,Men,Tennis,University of Chicago,137390.0
2008,Women,Basketball,University of Chicago,196505.0
2008,Women,Soccer,University of Chicago,172869.0
2008,Women,Softball,University of Chicago,186437.0
2008,Women,Swimming and Diving,University of Chicago,162103.0
2008,Women,Tennis,University of Chicago,147262.0
2008,Women,Volleyball,University of Chicago,145388.0
2009,Men,Baseball,University of Chicago,205083.0
2009,Men,Basketball,University of Chicago,205508.0
2009,Men,Football,University of Chicago,473146.0
2009,Men,Soccer,University of Chicago,150917.0
2009,Men,Swimming and Diving,University of Chicago,201204.0
2009,Men,Tennis,University of Chicago,133499.0
2009,Women,Basketball,University of Chicago,197909.0
2009,Women,Soccer,University of Chicago,163275.0
2009,Women,Softball,University of Chicago,124981.0
2009,Women,Swimming and Diving,University of Chicago,205330.0
2009,Women,Tennis,University of Chicago,138580.0
2009,Women,Volleyball,University of Chicago,149011.0
2010,Men,Baseball,University of Chicago,136712.0
2010,Men,Basketball,University of Chicago,167178.0
2010,Men,Football,University of Chicago,458727.0
2010,Men,Soccer,University of Chicago,120694.0
2010,Men,Swimming and Diving,University of Chicago,153179.0
2010,Men,Tennis,University of Chicago,77853.0
2010,Women,Basketball,University of Chicago,167817.0
2010,Women,Soccer,University of Chicago,126889.0
2010,Women,Softball,University of Chicago,97244.0
2010,Women,Swimming and Diving,University of Chicago,164828.0
2010,Women,Tennis,University of Chicago,83778.0
2010,Women,Volleyball,University of Chicago,115255.0
2011,Men,Baseball,University of Chicago,163396.0
2011,Men,Basketball,University of Chicago,209624.0
2011,Men,Football,University of Chicago,452879.0
2011,Men,Soccer,University of Chicago,137609.0
2011,Men,Swimming and Diving,University of Chicago,103666.0
2011,Men,Tennis,University of Chicago,54823.0
2011,Women,Basketball,University of Chicago,196326.0
2011,Women,Soccer,University of Chicago,223443.0
2011,Women,Softball,University of Chicago,108460.0
2011,Women,Swimming and Diving,University of Chicago,106502.0
2011,Women,Tennis,University of Chicago,65708.0
2011,Women,Volleyball,University of Chicago,173365.0
2012,Men,Baseball,University of Chicago,233460.0
2012,Men,Basketball,University of Chicago,303796.0
2012,Men,Football,University of Chicago,545190.0
2012,Men,Soccer,University of Chicago,166344.0
2012,Men,Swimming and Diving,University of Chicago,253147.0
2012,Men,Tennis,University of Chicago,115250.0
2012,Women,Basketball,University of Chicago,222921.0
2012,Women,Soccer,University of Chicago,193155.0
2012,Women,Softball,University of Chicago,127116.0
2012,Women,Swimming and Diving,University of Chicago,255113.0
2012,Women,Tennis,University of Chicago,99771.0
2012,Women,Volleyball,University of Chicago,180926.0
2013,Men,Baseball,University of Chicago,177404.0
2013,Men,Basketball,University of Chicago,223205.0
2013,Men,Football,University of Chicago,533221.0
2013,Men,Soccer,University of Chicago,209506.0
2013,Men,Swimming and Diving,University of Chicago,134359.0
2013,Men,Tennis,University of Chicago,75914.0
2013,Women,Basketball,University of Chicago,195133.0
2013,Women,Soccer,University of Chicago,186691.0
2013,Women,Softball,University of Chicago,118744.0
2013,Women,Swimming and Diving,University of Chicago,130294.0
2013,Women,Tennis,University of Chicago,80482.0
2013,Women,Volleyball,University of Chicago,165980.0
2014,Men,Baseball,University of Chicago,158078.0
2014,Men,Basketball,University of Chicago,237075.0
2014,Men,Football,University of Chicago,592577.0
2014,Men,Soccer,University of Chicago,216060.0
2014,Men,Swimming and Diving,University of Chicago,131672.0
2014,Men,Tennis,University of Chicago,86854.0
2014,Women,Basketball,University of Chicago,208135.0
2014,Women,Soccer,University of Chicago,223950.0
2014,Women,Softball,University of Chicago,152613.0
2014,Women,Swimming and Diving,University of Chicago,136504.0
2014,Women,Tennis,University of Chicago,89207.0
2014,Women,Volleyball,University of Chicago,231142.0
2015,Men,Baseball,University of Chicago,206090.0
2015,Men,Basketball,University of Chicago,379241.0
2015,Men,Football,University of Chicago,754086.0
2015,Men,Soccer,University of Chicago,230057.0
2015,Men,Swimming and Diving,University of Chicago,181435.0
2015,Men,Tennis,University of Chicago,88980.0
2015,Women,Basketball,University of Chicago,323810.0
2015,Women,Soccer,University of Chicago,353826.0
2015,Women,Softball,University of Chicago,204195.0
2015,Women,Swimming and Diving,University of Chicago,198170.0
2015,Women,Tennis,University of Chicago,85538.0
2015,Women,Volleyball,University of Chicago,225865.0
2016,Men,Baseball,University of Chicago,205692.0
2016,Men,Basketball,University of Chicago,286607.0
2016,Men,Football,University of Chicago,667320.0
2016,Men,Soccer,University of Chicago,336331.0
2016,Men,Swimming and Diving,University of Chicago,185503.0
2016,Men,Tennis,University of Chicago,133074.0
2016,Women,Basketball,University of Chicago,245398.0
2016,Women,Soccer,University of Chicago,260971.0
2016,Women,Softball,University of Chicago,234355.0
2016,Women,Swimming and Diving,University of Chicago,182657.0
2016,Women,Tennis,University of Chicago,118977.0
2016,Women,Volleyball,University of Chicago,213573.0
2017,Men,Baseball,University of Chicago,226344.0
2017,Men,Basketball,University of Chicago,273725.0
2017,Men,Football,University of Chicago,652301.0
2017,Men,Soccer,University of Chicago,234735.0
2017,Men,Swimming and Diving,University of Chicago,144090.0
2017,Men,Tennis,University of Chicago,107099.0
2017,Women,Basketball,University of Chicago,270396.0
2017,Women,Soccer,University of Chicago,275936.0
2017,Women,Softball,University of Chicago,182311.0
2017,Women,Swimming and Diving,University of Chicago,146204.0
2017,Women,Tennis,University of Chicago,96493.0
2017,Women,Volleyball,University of Chicago,224234.0
2018,Men,Baseball,University of Chicago,221504.0
2018,Men,Basketball,University of Chicago,308141.0
2018,Men,Football,University of Chicago,641173.0
2018,Men,Soccer,University of Chicago,256500.0
2018,Men,Swimming and Diving,University of Chicago,125708.0
2018,Men,Tennis,University of Chicago,103674.0
2018,Women,Basketball,University of Chicago,278428.0
2018,Women,Soccer,University of Chicago,356486.0
2018,Women,Softball,University of Chicago,197751.0
2018,Women,Swimming and Diving,University of Chicago,133176.0
2018,Women,Tennis,University of Chicago,111503.0
2018,Women,Volleyball,University of Chicago,316743.0
2019,Men,Baseball,University of Chicago,193673.0
2019,Men,Basketball,University of Chicago,306342.0
2019,Men,Football,University of Chicago,672072.0
2019,Men,Soccer,University of Chicago,268573.0
2019,Men,Swimming and Diving,University of Chicago,149907.0
2019,Men,Tennis,University of Chicago,114813.0
2019,Women,Basketball,University of Chicago,261241.0
2019,Women,Soccer,University of Chicago,281943.0
2019,Women,Softball,University of Chicago,171101.0
2019,Women,Swimming and Diving,University of Chicago,146296.0
2019,Women,Tennis,University of Chicago,121213.0
2019,Women,Volleyball,University of Chicago,249721.0
2020,Men,Baseball,University of Chicago,188955.0
2020,Men,Tennis,University of Chicago,74820.0
2020,Men,Track and Fields,University of Chicago,127910.0
2020,Women,Softball,University of Chicago,163825.0
2020,Women,Tennis,University of Chicago,74399.0
2020,Women,Track and Fields,University of Chicago,128474.0
2021,Men,Baseball,University of Chicago,227680.0
2021,Men,Basketball,University of Chicago,462220.0
2021,Men,Football,University of Chicago,676204.0
2021,Men,Soccer,University of Chicago,274883.0
2021,Men,Swimming and Diving,University of Chicago,164948.0
2021,Men,Tennis,University of Chicago,182102.0
2021,Women,Basketball,University of Chicago,346716.0
2021,Women,Soccer,University of Chicago,312443.0
2021,Women,Softball,University of Chicago,284584.0
2021,Women,Swimming and Diving,University of Chicago,164121.0
2021,Women,Tennis,University of Chicago,141505.0
2021,Women,Volleyball,University of Chicago,227234.0
2022,Men,Baseball,University of Chicago,323618.0
2022,Men,Basketball,University of Chicago,608480.0
2022,Men,Football,University of Chicago,814979.0
2022,Men,Soccer,University of Chicago,444574.0
2022,Men,Swimming and Diving,University of Chicago,265849.0
2022,Men,Tennis,University of Chicago,249883.0
2022,Women,Basketball,University of Chicago,345501.0
2022,Women,Soccer,University of Chicago,380094.0
2022,Women,Softball,University of Chicago,256158.0
2022,Women,Swimming and Diving,University of Chicago,274868.0
2022,Women,Tennis,University of Chicago,253650.0
2022,Women,Volleyball,University of Chicago,361793.0
2003,Men,Baseball,Illinois Col,62630.0
2003,Men,Basketball,Illinois Col,78877.0
2003,Men,Football,Illinois Col,181529.0
2003,Men,Golf,Illinois Col,9049.0
2003,Men,Soccer,Illinois Col,16755.0
2003,Men,Tennis,Illinois Col,9304.0
2003,Women,Basketball,Illinois Col,62440.0
2003,Women,Golf,Illinois Col,21223.0
2003,Women,Soccer,Illinois Col,21534.0
2003,Women,Softball,Illinois Col,25947.0
2003,Women,Tennis,Illinois Col,10003.0
2003,Women,Volleyball,Illinois Col,33595.0
2004,Men,Baseball,Illinois Col,75434.0
2004,Men,Basketball,Illinois Col,98540.0
2004,Men,Football,Illinois Col,238201.0
2004,Men,Golf,Illinois Col,10282.0
2004,Men,Soccer,Illinois Col,20516.0
2004,Men,Tennis,Illinois Col,7398.0
2004,Women,Basketball,Illinois Col,71510.0
2004,Women,Golf,Illinois Col,29812.0
2004,Women,Soccer,Illinois Col,14453.0
2004,Women,Softball,Illinois Col,42101.0
2004,Women,Tennis,Illinois Col,9666.0
2004,Women,Volleyball,Illinois Col,37614.0
2005,Men,Baseball,Illinois Col,66924.0
2005,Men,Basketball,Illinois Col,90151.0
2005,Men,Football,Illinois Col,221449.0
2005,Men,Golf,Illinois Col,9789.0
2005,Men,Soccer,Illinois Col,16356.0
2005,Men,Tennis,Illinois Col,8960.0
2005,Women,Basketball,Illinois Col,70979.0
2005,Women,Golf,Illinois Col,31781.0
2005,Women,Soccer,Illinois Col,19950.0
2005,Women,Softball,Illinois Col,49726.0
2005,Women,Tennis,Illinois Col,8272.0
2005,Women,Volleyball,Illinois Col,39801.0
2006,Men,Baseball,Illinois Col,77145.0
2006,Men,Basketball,Illinois Col,86477.0
2006,Men,Football,Illinois Col,210121.0
2006,Men,Golf,Illinois Col,14270.0
2006,Men,Soccer,Illinois Col,22338.0
2006,Men,Tennis,Illinois Col,15100.0
2006,Women,Basketball,Illinois Col,66049.0
2006,Women,Golf,Illinois Col,32383.0
2006,Women,Soccer,Illinois Col,18404.0
2006,Women,Softball,Illinois Col,40441.0
2006,Women,Tennis,Illinois Col,9120.0
2006,Women,Volleyball,Illinois Col,38040.0
2007,Men,Baseball,Illinois Col,82568.0
2007,Men,Basketball,Illinois Col,90348.0
2007,Men,Football,Illinois Col,225146.0
2007,Men,Golf,Illinois Col,13308.0
2007,Men,Soccer,Illinois Col,23789.0
2007,Men,Tennis,Illinois Col,5921.0
2007,Women,Basketball,Illinois Col,82906.0
2007,Women,Golf,Illinois Col,29952.0
2007,Women,Soccer,Illinois Col,14083.0
2007,Women,Softball,Illinois Col,47872.0
2007,Women,Tennis,Illinois Col,10029.0
2007,Women,Volleyball,Illinois Col,37877.0
2008,Men,Baseball,Illinois Col,83183.0
2008,Men,Basketball,Illinois Col,89537.0
2008,Men,Football,Illinois Col,225021.0
2008,Men,Golf,Illinois Col,34409.0
2008,Men,Soccer,Illinois Col,32648.0
