Year,Gender,Sport,School,Expense,Accumulative Growth,Yearly Change
2004,Men,Tennis,Lake Forest,15312.0,1.1904835950863006,0.19048359508630072
2005,Men,Tennis,Lake Forest,14230.0,1.1063598196236977,-0.07066353187042843
2006,Men,Tennis,Lake Forest,20253.0,1.574638469911367,0.4232607167955025
2007,Men,Tennis,Lake Forest,20983.0,1.6313948064064687,0.03604404285784822
2008,Men,Tennis,Lake Forest,29487.0,2.2925672523713265,0.4052804651384454
2009,Men,Tennis,Lake Forest,29560.0,2.2982428860208364,0.002475667243191915
2010,Men,Tennis,Lake Forest,34975.0,2.71925050536464,0.1831867388362652
2011,Men,Tennis,Lake Forest,39238.0,3.0506919608148033,0.12188706218727663
2012,Men,Tennis,Lake Forest,41078.0,3.1937490281449232,0.04689331770222743
2013,Men,Tennis,Lake Forest,42113.0,3.274218628518115,0.025195968645016796
2014,Men,Tennis,Lake Forest,45058.0,3.5031876846524646,0.06993090019708878
2015,Men,Tennis,Lake Forest,45647.0,3.5489814958793344,0.013072040481157619
2016,Men,Tennis,Lake Forest,44727.0,3.4774529622142745,-0.020154665147764365
2017,Men,Tennis,Lake Forest,41872.0,3.255481262634116,-0.06383169003063027
2018,Men,Tennis,Lake Forest,44707.0,3.475897994091121,0.06770634314100114
2019,Men,Tennis,Lake Forest,41438.0,3.2217384543616854,-0.07312054040754244
2020,Men,Tennis,Lake Forest,31768.0,2.46991136681698,-0.23336068343066751
2021,Men,Tennis,Lake Forest,47912.0,3.7250816358264656,0.508184336439184
2022,Men,Tennis,Lake Forest,56669.0,4.4059244285492145,0.18277258306895977
2003,Women,Tennis,Lake Forest,20303.0,1.0,0.0
2004,Women,Tennis,Lake Forest,15890.0,0.7826429591685957,-0.21735704083140422
2005,Women,Tennis,Lake Forest,22953.0,1.1305225828695267,0.4444933920704846
2006,Women,Tennis,Lake Forest,19988.0,0.984485051470226,-0.1291770138979654
2007,Women,Tennis,Lake Forest,22025.0,1.0848150519627642,0.10191114668801281
2008,Women,Tennis,Lake Forest,21880.0,1.0776732502585824,-0.006583427922814983
2009,Women,Tennis,Lake Forest,22126.0,1.089789686253263,0.011243144424131627
2010,Women,Tennis,Lake Forest,32128.0,1.5824262424272275,0.45204736509084337
2011,Women,Tennis,Lake Forest,36228.0,1.7843668423385706,0.12761454183266932
2012,Women,Tennis,Lake Forest,39066.0,1.9241491405211053,0.07833719774759854
2013,Women,Tennis,Lake Forest,42052.0,2.0712210018223907,0.07643475144627042
2014,Women,Tennis,Lake Forest,42044.0,2.070826971383539,-0.00019024065442785123
2015,Women,Tennis,Lake Forest,48410.0,2.384376693099542,0.15141280563219484
2016,Women,Tennis,Lake Forest,42024.0,2.069841895286411,-0.13191489361702127
2017,Women,Tennis,Lake Forest,45691.0,2.250455597694922,0.0872596611460118
2018,Women,Tennis,Lake Forest,43176.0,2.1265822784810124,-0.05504366286577225
2019,Women,Tennis,Lake Forest,48324.0,2.3801408658818892,0.11923290717065037
2020,Women,Tennis,Lake Forest,32936.0,1.622223316751219,-0.3184339044781061
2021,Women,Tennis,Lake Forest,44492.0,2.191400285672068,0.3508622783580277
2022,Women,Tennis,Lake Forest,57252.0,2.8198788356400533,0.2867931313494561
2017,Men,Track and Fields,Lake Forest,41828.0,1.0,
2018,Men,Track and Fields,Lake Forest,33901.0,0.810485798986325,-0.18951420101367505
2019,Men,Track and Fields,Lake Forest,24356.0,0.5822893755379172,-0.2815551163682487
2020,Men,Track and Fields,Lake Forest,33658.0,0.8046762933919862,0.3819182131712925
2021,Men,Track and Fields,Lake Forest,44438.0,1.062398393420675,0.32028046823934875
2022,Men,Track and Fields,Lake Forest,56343.0,1.3470163526824137,0.2679013456951258
2017,Women,Track and Fields,Lake Forest,44335.0,1.0,
2018,Women,Track and Fields,Lake Forest,33901.0,0.7646554640802977,-0.23534453591970228
2019,Women,Track and Fields,Lake Forest,21394.0,0.48255328747039583,-0.36892717028996197
2020,Women,Track and Fields,Lake Forest,37430.0,0.8442539754144581,0.7495559502664298
2021,Women,Track and Fields,Lake Forest,37356.0,0.8425848652306305,-0.0019770237777184075
2022,Women,Track and Fields,Lake Forest,58602.0,1.321799932333371,0.5687439768711854
2003,Women,Volleyball,Lake Forest,40868.0,1.0,0.0
2004,Women,Volleyball,Lake Forest,64324.0,1.5739453851424097,0.5739453851424097
2005,Women,Volleyball,Lake Forest,43103.0,1.0546882646569442,-0.32990796592251725
2006,Women,Volleyball,Lake Forest,44577.0,1.090755603406088,0.03419715565041877
2007,Women,Volleyball,Lake Forest,51722.0,1.2655867671527845,0.1602844516230343
2008,Women,Volleyball,Lake Forest,49010.0,1.1992267788979152,-0.052434167278914194
2009,Women,Volleyball,Lake Forest,43883.0,1.0737741019868845,-0.10461130381554785
2010,Women,Volleyball,Lake Forest,45764.0,1.119800332778702,0.04286397921746462
2011,Women,Volleyball,Lake Forest,72167.0,1.7658559263971811,0.5769382047023861
2012,Women,Volleyball,Lake Forest,71442.0,1.7481158852892238,-0.010046142973935456
2013,Women,Volleyball,Lake Forest,72901.0,1.7838161887050994,0.020422160633800847
2014,Women,Volleyball,Lake Forest,78836.0,1.9290398355681706,0.08141177761621926
2015,Women,Volleyball,Lake Forest,77997.0,1.908510325927376,-0.010642346136282916
2016,Women,Volleyball,Lake Forest,80591.0,1.9719829695605364,0.03325768939831019
2017,Women,Volleyball,Lake Forest,70398.0,1.7225702260937652,-0.1264781427206512
2018,Women,Volleyball,Lake Forest,58796.0,1.4386806303220123,-0.16480581834711214
2019,Women,Volleyball,Lake Forest,73192.0,1.7909366741705002,0.24484658820327915
2020,Women,Volleyball,Lake Forest,46306.0,1.1330625428207888,-0.3673352278937589
2021,Women,Volleyball,Lake Forest,83190.0,2.035577958304786,0.7965274478469313
2022,Women,Volleyball,Lake Forest,83477.0,2.0426005676813155,0.0034499338862844092
2003,Men,Baseball,Lawrence,65315.0,1.0,0.0
2004,Men,Baseball,Lawrence,70278.0,1.0759856082063843,0.07598560820638445
2005,Men,Baseball,Lawrence,61659.0,0.9440251090867335,-0.12264150943396226
2006,Men,Baseball,Lawrence,48005.0,0.7349766516114216,-0.22144374706044534
2007,Men,Baseball,Lawrence,65014.0,0.9953915639592743,0.35431725861889385
2008,Men,Baseball,Lawrence,91386.0,1.3991579269693026,0.40563570923185777
2009,Men,Baseball,Lawrence,84231.0,1.2896118808849422,-0.07829426826866259
2010,Men,Baseball,Lawrence,86457.0,1.3236928730000765,0.02642732485664423
2011,Men,Baseball,Lawrence,94249.0,1.4429916558217868,0.09012572724013093
2012,Men,Baseball,Lawrence,95868.0,1.46777922376177,0.017177901091788773
2013,Men,Baseball,Lawrence,119318.0,1.826808543213657,0.24460716818959402
2014,Men,Baseball,Lawrence,123861.0,1.8963637755492613,0.038074724685294756
2015,Men,Baseball,Lawrence,97195.0,1.488096149429687,-0.2152897199279838
2016,Men,Baseball,Lawrence,105993.0,1.6227972135037894,0.09051905962240855
2017,Men,Baseball,Lawrence,131737.0,2.0169486335451277,0.24288396403536083
2018,Men,Baseball,Lawrence,123866.0,1.896440327642961,-0.059747830905516296
2019,Men,Baseball,Lawrence,119294.0,1.8264410931638981,-0.03691085527909192
2020,Men,Baseball,Lawrence,159327.0,2.439363086580418,0.3355826780894261
2021,Men,Baseball,Lawrence,140362.0,2.149000995177218,-0.11903192804734916
2022,Men,Baseball,Lawrence,209033.0,3.2003827604684987,0.48924210256337186
2003,Men,Basketball,Lawrence,76467.0,1.0,0.0
2004,Men,Basketball,Lawrence,89645.0,1.1723357788326991,0.17233577883269907
2005,Men,Basketball,Lawrence,117336.0,1.5344658480128683,0.3088962016844219
2006,Men,Basketball,Lawrence,72230.0,0.944590476937764,-0.38441739960455446
2007,Men,Basketball,Lawrence,105353.0,1.3777577255548146,0.45857676865568325
2008,Men,Basketball,Lawrence,111158.0,1.4536728261864595,0.05510047174736363
2009,Men,Basketball,Lawrence,94404.0,1.2345717760602613,-0.150722395149247
2010,Men,Basketball,Lawrence,98327.0,1.2858749525939295,0.041555442565992966
2011,Men,Basketball,Lawrence,109000.0,1.4254515019550917,0.10854597414748747
2012,Men,Basketball,Lawrence,110231.0,1.4415499496514836,0.011293577981651376
2013,Men,Basketball,Lawrence,121117.0,1.5839120143329803,0.09875624824232748
2014,Men,Basketball,Lawrence,120447.0,1.5751500647338068,-0.005531841112312887
2015,Men,Basketball,Lawrence,108867.0,1.4237121895719722,-0.09614187152855613
2016,Men,Basketball,Lawrence,119625.0,1.5644003295539253,0.0988178235829039
2017,Men,Basketball,Lawrence,156544.0,2.0472099075418155,0.30862277951933126
2018,Men,Basketball,Lawrence,163831.0,2.1425059175853636,0.046549213000817664
2019,Men,Basketball,Lawrence,165703.0,2.1669870663161888,0.011426408921388504
2020,Men,Basketball,Lawrence,134836.0,1.763322740528594,-0.18627906555705087
2021,Men,Basketball,Lawrence,137941.0,1.8039284920292413,0.02302797472485093
2022,Men,Basketball,Lawrence,167829.0,2.1947899093726706,0.21667234542304317
2003,Women,Basketball,Lawrence,86140.0,1.0,0.0
2004,Women,Basketball,Lawrence,105729.0,1.2274088692825633,0.22740886928256326
2005,Women,Basketball,Lawrence,116009.0,1.3467494775946134,0.09722970991875456
2006,Women,Basketball,Lawrence,61416.0,0.712978871604365,-0.47059279883457317
2007,Women,Basketball,Lawrence,90112.0,1.0461109821221268,0.46723980721636055
2008,Women,Basketball,Lawrence,94463.0,1.096621778500116,0.048284357244318184
2009,Women,Basketball,Lawrence,92113.0,1.0693406083120502,-0.024877465250944815
2010,Women,Basketball,Lawrence,80018.0,0.9289296494079405,-0.1313061131436388
2011,Women,Basketball,Lawrence,97988.0,1.137543533782215,0.22457447074408257
2012,Women,Basketball,Lawrence,100551.0,1.167297422800093,0.02615626403233049
2013,Women,Basketball,Lawrence,98141.0,1.139319712096587,-0.023967936668954064
2014,Women,Basketball,Lawrence,107938.0,1.2530531692593452,0.09982576089503876
2015,Women,Basketball,Lawrence,89143.0,1.034861852797771,-0.17412773999888825
2016,Women,Basketball,Lawrence,95359.0,1.107023450197353,0.0697306574829207
2017,Women,Basketball,Lawrence,113715.0,1.3201184118876248,0.19249362933755598
2018,Women,Basketball,Lawrence,118351.0,1.373937775713954,0.04076858813700919
2019,Women,Basketball,Lawrence,126132.0,1.464267471557929,0.06574511410972446
2020,Women,Basketball,Lawrence,99496.0,1.1550499187369399,-0.21117559382234485
2021,Women,Basketball,Lawrence,112975.0,1.3115277455305316,0.13547278282544023
2022,Women,Basketball,Lawrence,179837.0,2.0877292779196654,0.591830050896216
2003,Men,Cross Country,Lawrence,8447.0,1.0,0.0
2005,Men,Cross Country,Lawrence,10303.0,1.219722978572274,0.21972297857227419
2003,Women,Cross Country,Lawrence,9507.0,1.0,0.0
2005,Women,Cross Country,Lawrence,16223.0,1.7064268433785632,0.7064268433785632
2003,Men,Football,Lawrence,102837.0,1.0,0.0
2004,Men,Football,Lawrence,192046.0,1.8674796036446026,0.8674796036446026
2005,Men,Football,Lawrence,175019.0,1.7019069012125987,-0.08866104995678119
2006,Men,Football,Lawrence,130807.0,1.2719838190534536,-0.2526125734920209
2007,Men,Football,Lawrence,237483.0,2.309314740803407,0.8155221050861192
2008,Men,Football,Lawrence,272639.0,2.651176133103844,0.148035859408884
2009,Men,Football,Lawrence,236244.0,2.297266548032323,-0.13349154009514413
2010,Men,Football,Lawrence,242313.0,2.3562822719449223,0.02568954132168436
2011,Men,Football,Lawrence,257037.0,2.4994603109775664,0.060764383256366766
2012,Men,Football,Lawrence,206581.0,2.0088197827630134,-0.19629858736290884
2013,Men,Football,Lawrence,251490.0,2.4455205811138017,0.21739172527967238
2014,Men,Football,Lawrence,284054.0,2.762177037447611,0.12948427372857768
2015,Men,Football,Lawrence,330191.0,3.21081906317765,0.1624233420405979
2016,Men,Football,Lawrence,378198.0,3.6776452055194144,0.14539160667613593
2017,Men,Football,Lawrence,366616.0,3.565020372045081,-0.030624170408093114
2018,Men,Football,Lawrence,357084.0,3.4723299979579334,-0.02599995635760578
2019,Men,Football,Lawrence,365225.0,3.551494112041386,0.022798557202226927
2021,Men,Football,Lawrence,380226.0,3.6973657341229322,0.04107331097268807
2022,Men,Football,Lawrence,424495.0,4.127843091494307,0.11642812432605872
2003,Men,Golf,Lawrence,23591.0,1.0,0.0
2004,Men,Golf,Lawrence,19000.0,0.8053918867364673,-0.1946081132635327
2005,Men,Golf,Lawrence,12344.0,0.5232503920986817,-0.3503157894736842
2006,Men,Golf,Lawrence,20789.0,0.8812258912297063,0.6841380427738173
2007,Men,Golf,Lawrence,14925.0,0.6326565215548302,-0.2820722497474626
2008,Men,Golf,Lawrence,11643.0,0.4935356703827731,-0.21989949748743717
2009,Men,Golf,Lawrence,9964.0,0.4223644610232716,-0.1442068195482264
2010,Men,Golf,Lawrence,9656.0,0.40930863464880674,-0.03091128061019671
2011,Men,Golf,Lawrence,10762.0,0.4561909202662032,0.11454018227009113
2012,Men,Golf,Lawrence,12582.0,0.5333389852062227,0.16911354766771974
2013,Men,Golf,Lawrence,25667.0,1.0879996608876266,1.0399777459863297
2014,Men,Golf,Lawrence,25437.0,1.0782501801534483,-0.008960922585420968
2015,Men,Golf,Lawrence,22363.0,0.947946250688822,-0.12084758422769981
2003,Men,Soccer,Lawrence,58570.0,1.0,0.0
2004,Men,Soccer,Lawrence,57165.0,0.9760116100392693,-0.02398838996073075
2005,Men,Soccer,Lawrence,48501.0,0.8280860508792898,-0.15156127000787195
2006,Men,Soccer,Lawrence,33816.0,0.5773604234249616,-0.30277726232448815
2007,Men,Soccer,Lawrence,53188.0,0.9081099539013147,0.572864916016087
2008,Men,Soccer,Lawrence,56917.0,0.971777360423425,0.0701097992028277
2009,Men,Soccer,Lawrence,49323.0,0.8421205395253543,-0.13342235184567
2010,Men,Soccer,Lawrence,48070.0,0.8207273348130443,-0.025403969750420696
2011,Men,Soccer,Lawrence,85999.0,1.4683114222298106,0.7890368213022675
2012,Men,Soccer,Lawrence,83151.0,1.4196858459962438,-0.03311666414725753
2013,Men,Soccer,Lawrence,100101.0,1.7090831483694724,0.20384601508099723
2014,Men,Soccer,Lawrence,100116.0,1.7093392521768824,0.0001498486528606108
2015,Men,Soccer,Lawrence,84286.0,1.4390643674235957,-0.15811658476167645
2016,Men,Soccer,Lawrence,86084.0,1.4697626771384669,0.02133213107752177
2017,Men,Soccer,Lawrence,83792.0,1.4306300153662284,-0.026625156823567676
2018,Men,Soccer,Lawrence,94666.0,1.616288202151272,0.12977372541531412
2019,Men,Soccer,Lawrence,95604.0,1.6323032269079734,0.00990852048253861
2020,Men,Soccer,Lawrence,81407.0,1.3899095099880485,-0.148497970796201
2021,Men,Soccer,Lawrence,97151.0,1.6587160662455183,0.19339860208581572
2022,Men,Soccer,Lawrence,120687.0,2.0605600136588698,0.24226204568146495
2003,Women,Soccer,Lawrence,47441.0,1.0,0.0
2004,Women,Soccer,Lawrence,43599.0,0.9190151978246665,-0.08098480217533358
2005,Women,Soccer,Lawrence,53149.0,1.1203178685103603,0.21904172114039314
2006,Women,Soccer,Lawrence,31717.0,0.6685567336270315,-0.40324371107640783
2007,Women,Soccer,Lawrence,53725.0,1.132459265192555,0.6938865592584419
2008,Women,Soccer,Lawrence,77795.0,1.6398263105752409,0.44802233597021873
2009,Women,Soccer,Lawrence,65671.0,1.3842667734659893,-0.15584549135548556
2010,Women,Soccer,Lawrence,57533.0,1.2127273877026201,-0.12392075649830214
2011,Women,Soccer,Lawrence,63286.0,1.3339938028287768,0.09999478560130708
2012,Women,Soccer,Lawrence,73067.0,1.5401656794755592,0.15455234965079165
2013,Women,Soccer,Lawrence,85425.0,1.8006576589869523,0.16913244008923317
2014,Women,Soccer,Lawrence,93719.0,1.9754853396850824,0.09709101551068189
2015,Women,Soccer,Lawrence,78422.0,1.6530427267553383,-0.16322197206542963
2016,Women,Soccer,Lawrence,87577.0,1.8460192660357075,0.11674020045395425
2017,Women,Soccer,Lawrence,91352.0,1.9255917876941886,0.043104924809025204
2018,Women,Soccer,Lawrence,85245.0,1.7968634725237664,-0.06685130046413872
2019,Women,Soccer,Lawrence,99465.0,2.0966042031154486,0.16681330283301074
2020,Women,Soccer,Lawrence,72220.0,1.5223119242849013,-0.2739154476449002
2021,Women,Soccer,Lawrence,91435.0,1.927341329229991,0.26606203267792855
2022,Women,Soccer,Lawrence,120769.0,2.5456672498471784,0.3208180674796303
2003,Women,Softball,Lawrence,47384.0,1.0,0.0
2004,Women,Softball,Lawrence,68653.0,1.4488645956440993,0.44886459564409925
2005,Women,Softball,Lawrence,105597.0,2.2285370589228433,0.5381265203268611
2006,Women,Softball,Lawrence,54719.0,1.154799088299848,-0.48181293029158023
2007,Women,Softball,Lawrence,111270.0,2.3482610163768363,1.0334801440084798
2008,Women,Softball,Lawrence,76331.0,1.6109024143170692,-0.3140019771726431
2009,Women,Softball,Lawrence,68043.0,1.435991051831842,-0.10857973824527388
2010,Women,Softball,Lawrence,76452.0,1.6134560189093365,0.12358361624267007
2011,Women,Softball,Lawrence,86695.0,1.829626034104339,0.13397949039920473
2012,Women,Softball,Lawrence,94536.0,1.9951038325173054,0.09044350885287503
2013,Women,Softball,Lawrence,112882.0,2.38228093871349,0.19406363713294406
2014,Women,Softball,Lawrence,112664.0,2.3776802296133717,-0.0019312202122570472
2015,Women,Softball,Lawrence,103292.0,2.1798919466486577,-0.08318540083788965
2016,Women,Softball,Lawrence,117659.0,2.483095559682593,0.13909112031909537
2017,Women,Softball,Lawrence,111523.0,2.3536003714333953,-0.05215070670326962
2018,Women,Softball,Lawrence,110063.0,2.322788282964714,-0.013091469921002843
2019,Women,Softball,Lawrence,96416.0,2.0347796724632787,-0.12399262240716681
2020,Women,Softball,Lawrence,93229.0,1.9675206820867803,-0.0330546797212081
2021,Women,Softball,Lawrence,112173.0,2.3673180820530138,0.20319857555052612
2022,Women,Softball,Lawrence,151219.0,3.1913515110585853,0.3480873293929912
2003,Men,Swimming and Diving,Lawrence,42429.0,1.0,0.0
2004,Men,Swimming and Diving,Lawrence,35615.0,0.8394022955997077,-0.16059770440029225
2005,Men,Swimming and Diving,Lawrence,30890.0,0.7280397841099249,-0.13266881931770322
2006,Men,Swimming and Diving,Lawrence,24350.0,0.573899926936765,-0.21171900291356427
2007,Men,Swimming and Diving,Lawrence,36421.0,0.8583987367130972,0.4957289527720739
2008,Men,Swimming and Diving,Lawrence,39447.0,0.9297178816375592,0.08308393509239176
2009,Men,Swimming and Diving,Lawrence,34571.0,0.8147964835372034,-0.12360889294496413
2010,Men,Swimming and Diving,Lawrence,37907.0,0.8934219519668152,0.09649706401319025
2011,Men,Swimming and Diving,Lawrence,41365.0,0.9749228122274859,0.09122325691824729
2012,Men,Swimming and Diving,Lawrence,39104.0,0.9216337882108935,-0.054659736492203556
2021,Men,Swimming and Diving,Lawrence,54316.0,1.2801621532442433,0.3890139116202946
2022,Men,Swimming and Diving,Lawrence,80506.0,1.8974286455018974,0.4821783636497533
2003,Women,Swimming and Diving,Lawrence,44958.0,1.0,0.0
2004,Women,Swimming and Diving,Lawrence,32906.0,0.7319275768495039,-0.268072423150496
2005,Women,Swimming and Diving,Lawrence,29150.0,0.6483829351839495,-0.11414331732814684
2006,Women,Swimming and Diving,Lawrence,22384.0,0.49788691667778817,-0.2321097770154374
2007,Women,Swimming and Diving,Lawrence,36003.0,0.8008140931536101,0.6084256611865618
2008,Women,Swimming and Diving,Lawrence,38780.0,0.8625828551092131,0.07713246118379025
2009,Women,Swimming and Diving,Lawrence,39503.0,0.8786645313403622,0.018643630737493554
2010,Women,Swimming and Diving,Lawrence,38430.0,0.8547978112905379,-0.027162493987798395
2011,Women,Swimming and Diving,Lawrence,41412.0,0.9211263846256507,0.07759562841530054
2012,Women,Swimming and Diving,Lawrence,47303.0,1.052159793585124,0.1422534531053801
2018,Women,Swimming and Diving,Lawrence,71783.0,1.596668001245607,0.5175147453649874
2019,Women,Swimming and Diving,Lawrence,57662.0,1.282574847635571,-0.19671788585041025
2020,Women,Swimming and Diving,Lawrence,51587.0,1.1474487299257083,-0.1053553466754535
2021,Women,Swimming and Diving,Lawrence,67198.0,1.4946839272209618,0.30261499990307633
2022,Women,Swimming and Diving,Lawrence,86172.0,1.9167222741225143,0.2823595940355368
2003,Men,Tennis,Lawrence,7975.0,1.0,0.0
2004,Men,Tennis,Lawrence,13380.0,1.677742946708464,0.6777429467084639
2005,Men,Tennis,Lawrence,12097.0,1.5168652037617554,-0.09588938714499252
2006,Men,Tennis,Lawrence,19343.0,2.4254545454545453,0.5989914854922708
2007,Men,Tennis,Lawrence,27810.0,3.4871473354231974,0.4377294111564907
2008,Men,Tennis,Lawrence,36409.0,4.565391849529781,0.30920532182668103
2009,Men,Tennis,Lawrence,25309.0,3.1735423197492163,-0.3048696750803373
2010,Men,Tennis,Lawrence,31733.0,3.9790595611285267,0.25382275080011063
2011,Men,Tennis,Lawrence,31661.0,3.9700313479623826,-0.0022689313963381967
2012,Men,Tennis,Lawrence,37327.0,4.680501567398119,0.1789583399134582
2013,Men,Tennis,Lawrence,34502.0,4.326269592476489,-0.07568248184959948
2014,Men,Tennis,Lawrence,35926.0,4.504827586206897,0.04127296968291693
2015,Men,Tennis,Lawrence,39740.0,4.983072100313479,0.10616266770583978
2016,Men,Tennis,Lawrence,54779.0,6.868840125391849,0.3784348263714142
2017,Men,Tennis,Lawrence,34800.0,4.363636363636363,-0.3647200569561328
2018,Men,Tennis,Lawrence,43242.0,5.422194357366771,0.24258620689655172
2019,Men,Tennis,Lawrence,39321.0,4.9305329153605015,-0.0906757319272929
2021,Men,Tennis,Lawrence,11115.0,1.393730407523511,-0.7173266193636988
2022,Men,Tennis,Lawrence,65874.0,8.260062695924764,4.9265856950067475
2003,Women,Tennis,Lawrence,6415.0,1.0,0.0
2004,Women,Tennis,Lawrence,8419.0,1.3123928293063134,0.31239282930631335
2005,Women,Tennis,Lawrence,18839.0,2.9367108339828527,1.2376766836916497
2006,Women,Tennis,Lawrence,17397.0,2.711925175370226,-0.07654334094166357
2007,Women,Tennis,Lawrence,25047.0,3.904442712392829,0.43973098810139677
2008,Women,Tennis,Lawrence,25660.0,4.0,0.02447398890086637
2009,Women,Tennis,Lawrence,25079.0,3.909431021044427,-0.02264224473889322
2010,Women,Tennis,Lawrence,31809.0,4.958534684333594,0.26835200765580763
2011,Women,Tennis,Lawrence,39540.0,6.163678877630553,0.2430444213901726
2012,Women,Tennis,Lawrence,31207.0,4.86469212782541,-0.21074860900354073
2013,Women,Tennis,Lawrence,32204.0,5.020109119251754,0.03194796039350146
2014,Women,Tennis,Lawrence,34459.0,5.371628994544038,0.0700223574711216
2015,Women,Tennis,Lawrence,30839.0,4.8073265783320345,-0.1050523810905714
2016,Women,Tennis,Lawrence,42231.0,6.583164458300858,0.36940238010311616
2017,Women,Tennis,Lawrence,33563.0,5.2319563522992985,-0.20525206601785417
2018,Women,Tennis,Lawrence,35933.0,5.601402961808262,0.07061347316985966
2019,Women,Tennis,Lawrence,36169.0,5.638191738113796,0.006567778921882392
2020,Women,Tennis,Lawrence,33292.0,5.18971161340608,-0.0795432552738533
2021,Women,Tennis,Lawrence,13036.0,2.032112236944661,-0.6084344587288237
2022,Women,Tennis,Lawrence,43807.0,6.82883865939205,2.3604633323105246
2003,Men,Track and Fields,Lawrence,46206.0,1.0,0.0
2005,Men,Track and Fields,Lawrence,35486.0,0.7679954984201186,-0.2320045015798814
2003,Women,Track and Fields,Lawrence,46206.0,1.0,0.0
2005,Women,Track and Fields,Lawrence,25950.0,0.5616153746266719,-0.4383846253733281
2003,Women,Volleyball,Lawrence,40956.0,1.0,0.0
2004,Women,Volleyball,Lawrence,32709.0,0.7986375622619396,-0.20136243773806037
2005,Women,Volleyball,Lawrence,35910.0,0.8767946088485203,0.09786297349353389
2006,Women,Volleyball,Lawrence,41337.0,1.0093026662760036,0.1511278195488722
2007,Women,Volleyball,Lawrence,70757.0,1.7276345346225217,0.7117110578900259
2008,Women,Volleyball,Lawrence,78341.0,1.912808868053521,0.1071837415379397
2009,Women,Volleyball,Lawrence,77874.0,1.901406387342514,-0.005961118699020947
2010,Women,Volleyball,Lawrence,78738.0,1.9225021974802228,0.011094845519685646
2011,Women,Volleyball,Lawrence,89649.0,2.1889100498095515,0.13857349691381543
2012,Women,Volleyball,Lawrence,90417.0,2.207661881043071,0.008566743633504
2013,Women,Volleyball,Lawrence,103404.0,2.5247582771755055,0.14363449351338797
2014,Women,Volleyball,Lawrence,107193.0,2.617272194550249,0.036642683068353256
2015,Women,Volleyball,Lawrence,93788.0,2.2899697236058207,-0.12505480768333754
2016,Women,Volleyball,Lawrence,107164.0,2.616564117589608,0.1426195248859129
2017,Women,Volleyball,Lawrence,99493.0,2.429265553276687,-0.07158187451009668
2018,Women,Volleyball,Lawrence,126350.0,3.08501806817072,0.26993858864442727
2019,Women,Volleyball,Lawrence,111542.0,2.7234593221994334,-0.117198258804907
2020,Women,Volleyball,Lawrence,74916.0,1.8291825373571637,-0.32836061752523715
2021,Women,Volleyball,Lawrence,107898.0,2.6344857896278935,0.44025308345346786
2022,Women,Volleyball,Lawrence,100333.0,2.4497753686883486,-0.07011251367031826
2003,Men,Baseball,Macalester College,93332.0,1.0,0.0
2004,Men,Baseball,Macalester College,109809.0,1.1765418077401106,0.17654180774011058
2005,Men,Baseball,Macalester College,133511.0,1.4304954356490807,0.21584751705233632
2006,Men,Baseball,Macalester College,139848.0,1.4983928341833455,0.04746425388170263
2007,Men,Baseball,Macalester College,135883.0,1.4559100844297777,-0.028352210971912362
2008,Men,Baseball,Macalester College,151196.0,1.619980285432649,0.1126925369619452
2009,Men,Baseball,Macalester College,141939.0,1.5207967256675095,-0.061225164686896476
2010,Men,Baseball,Macalester College,146204.0,1.5664938070543866,0.03004811926250009
2011,Men,Baseball,Macalester College,146356.0,1.5681224017485964,0.0010396432382150968
2012,Men,Baseball,Macalester College,161911.0,1.7347854969356704,0.10628194266036241
2013,Men,Baseball,Macalester College,157561.0,1.6881776882526893,-0.026866611904070754
2014,Men,Baseball,Macalester College,157755.0,1.6902562893755626,0.0012312691592462602
2015,Men,Baseball,Macalester College,168917.0,1.8098508550122145,0.07075528509397483
2016,Men,Baseball,Macalester College,188592.0,2.0206574379633997,0.11647732318239135
2017,Men,Baseball,Macalester College,187736.0,2.011485878369691,-0.004538898786799016
2018,Men,Baseball,Macalester College,222993.0,2.389244846354948,0.18780095453189585
2019,Men,Baseball,Macalester College,181150.0,1.9409205845797797,-0.1876426614288341
2020,Men,Baseball,Macalester College,187301.0,2.006825097501393,0.03395528567485509
2021,Men,Baseball,Macalester College,241324.0,2.585651223588908,0.28842878575127734
2022,Men,Baseball,Macalester College,247300.0,2.6496807097244246,0.024763388639339644
2003,Men,Basketball,Macalester College,99610.0,1.0,0.0
2004,Men,Basketball,Macalester College,119687.0,1.2015560686678044,0.20155606866780443
2005,Men,Basketball,Macalester College,137033.0,1.3756952113241643,0.14492802058703116
2006,Men,Basketball,Macalester College,135736.0,1.3626744302780844,-0.009464873424649536
2007,Men,Basketball,Macalester College,126730.0,1.272261821102299,-0.06634938409854424
2008,Men,Basketball,Macalester College,163039.0,1.6367734163236622,0.2865067466266867
2009,Men,Basketball,Macalester College,166449.0,1.6710069270153598,0.020915241138623274
2010,Men,Basketball,Macalester College,163871.0,1.6451259913663288,-0.015488227625278614
2011,Men,Basketball,Macalester College,154857.0,1.5546330689689791,-0.055006682085298804
2012,Men,Basketball,Macalester College,177731.0,1.7842686477261318,0.14771046836759075
2013,Men,Basketball,Macalester College,165981.0,1.6663086035538601,-0.06611114549515841
2014,Men,Basketball,Macalester College,172625.0,1.733008734062845,0.04002867798121472
2015,Men,Basketball,Macalester College,187322.0,1.8805541612287924,0.0851383055756698
