Year,Gender,Sport,School,Expense,Accumulative Growth,Yearly Change
2010,Men,Golf,St Norbert College,16158.0,0.7682944225191384,-0.5033045402846515
2011,Men,Golf,St Norbert College,20377.0,0.9689030478816985,0.26110904814952346
2012,Men,Golf,St Norbert College,25409.0,1.2081688935381103,0.24694508514501645
2013,Men,Golf,St Norbert College,23446.0,1.1148304883267557,-0.07725609036168286
2014,Men,Golf,St Norbert College,23283.0,1.1070800247254053,-0.006952145355284483
2015,Men,Golf,St Norbert College,18637.0,0.8861680376586943,-0.1995447322080488
2016,Men,Golf,St Norbert College,27142.0,1.2905710617659645,0.4563502709663572
2017,Men,Golf,St Norbert College,21315.0,1.0135038752318006,-0.21468572691769214
2018,Men,Golf,St Norbert College,32927.0,1.5656411963292283,0.5447806708890452
2019,Men,Golf,St Norbert College,33604.0,1.59783177214588,0.02056063413004525
2020,Men,Golf,St Norbert College,18467.0,0.878084732062194,-0.4504523271039162
2021,Men,Golf,St Norbert College,51351.0,2.4416813275640723,1.7806898792440569
2022,Men,Golf,St Norbert College,38469.0,1.8291569587751415,-0.25086171642227023
2003,Women,Golf,St Norbert College,19982.0,1.0,0.0
2004,Women,Golf,St Norbert College,21242.0,1.0630567510759683,0.06305675107596836
2005,Women,Golf,St Norbert College,19702.0,0.9859873886497849,-0.0724978815554091
2006,Women,Golf,St Norbert College,24298.0,1.21599439495546,0.23327580956248098
2007,Women,Golf,St Norbert College,29295.0,1.4660694625162647,0.20565478640217302
2008,Women,Golf,St Norbert College,30151.0,1.5089080172154938,0.029220003413551802
2009,Women,Golf,St Norbert College,33868.0,1.6949254328896006,0.12327949321747206
2010,Women,Golf,St Norbert College,11664.0,0.5837253528175358,-0.6556041100744066
2011,Women,Golf,St Norbert College,14187.0,0.709988990091082,0.21630658436213993
2012,Women,Golf,St Norbert College,16235.0,0.8124812331097988,0.1443575103968422
2013,Women,Golf,St Norbert College,12606.0,0.6308677810029026,-0.2235294117647059
2014,Women,Golf,St Norbert College,13135.0,0.657341607446702,0.041964144058384896
2015,Women,Golf,St Norbert College,18023.0,0.9019617655890301,0.3721355157974876
2016,Women,Golf,St Norbert College,22422.0,1.1221098989090181,0.2440770127059868
2017,Women,Golf,St Norbert College,18256.0,0.9136222600340306,-0.1857996610471858
2018,Women,Golf,St Norbert College,18359.0,0.9187768992092884,0.005641980718667835
2019,Women,Golf,St Norbert College,29740.0,1.4883395055549995,0.6199139386676834
2020,Women,Golf,St Norbert College,44738.0,2.238915023521169,0.5043039677202421
2021,Women,Golf,St Norbert College,38294.0,1.9164247823040736,-0.1440386248826501
2022,Women,Golf,St Norbert College,34438.0,1.7234511059953959,-0.10069462578994098
2003,Men,Soccer,St Norbert College,28813.0,1.0,0.0
2004,Men,Soccer,St Norbert College,32256.0,1.1194946725436434,0.11949467254364349
2005,Men,Soccer,St Norbert College,25760.0,0.8940408843230486,-0.2013888888888889
2006,Men,Soccer,St Norbert College,31879.0,1.106410300905841,0.2375388198757764
2007,Men,Soccer,St Norbert College,35563.0,1.234269253461979,0.11556196869412466
2008,Men,Soccer,St Norbert College,43499.0,1.5097004824211293,0.22315327728256895
2009,Men,Soccer,St Norbert College,39981.0,1.3876028181723528,-0.08087542242350398
2010,Men,Soccer,St Norbert College,45756.0,1.5880331794676015,0.14444361071508965
2011,Men,Soccer,St Norbert College,37040.0,1.2855308367750669,-0.1904886790803392
2012,Men,Soccer,St Norbert College,40264.0,1.3974247735397216,0.08704103671706263
2013,Men,Soccer,St Norbert College,39821.0,1.3820497692014022,-0.011002384263858534
2014,Men,Soccer,St Norbert College,44346.0,1.5390969354110993,0.11363350995705783
2015,Men,Soccer,St Norbert College,48099.0,1.6693506403359595,0.0846299553511027
2016,Men,Soccer,St Norbert College,57813.0,2.0064901259847985,0.2019584606748581
2017,Men,Soccer,St Norbert College,46630.0,1.6183667094714191,-0.19343400273294933
2018,Men,Soccer,St Norbert College,115179.0,3.9974664214070037,1.4700621917220673
2019,Men,Soccer,St Norbert College,60287.0,2.0923541456981223,-0.476579932105679
2021,Men,Soccer,St Norbert College,141596.0,4.9143095130670185,1.348698724434787
2022,Men,Soccer,St Norbert College,74228.0,2.576198243848263,-0.4757761518686969
2003,Women,Soccer,St Norbert College,24421.0,1.0,0.0
2004,Women,Soccer,St Norbert College,22146.0,0.9068424716432578,-0.09315752835674215
2005,Women,Soccer,St Norbert College,17755.0,0.7270382048237173,-0.1982750835365303
2006,Women,Soccer,St Norbert College,25643.0,1.0500389009459072,0.44426921993804563
2007,Women,Soccer,St Norbert College,23490.0,0.9618770730109332,-0.083960535038802
2008,Women,Soccer,St Norbert College,33914.0,1.3887228205233202,0.4437633035334185
2009,Women,Soccer,St Norbert College,36225.0,1.483354489988125,0.068142949814236
2010,Women,Soccer,St Norbert College,29183.0,1.1949961099054094,-0.1943961352657005
2011,Women,Soccer,St Norbert College,31341.0,1.2833626796609476,0.07394716101840113
2012,Women,Soccer,St Norbert College,39613.0,1.6220875476024732,0.2639354200567946
2013,Women,Soccer,St Norbert College,42378.0,1.7353097743745138,0.06980031807739884
2014,Women,Soccer,St Norbert College,40946.0,1.6766717169649072,-0.033791118032941624
2015,Women,Soccer,St Norbert College,39967.0,1.6365832684984234,-0.023909539393347334
2016,Women,Soccer,St Norbert College,43638.0,1.7869047131567093,0.09185077689093502
2017,Women,Soccer,St Norbert College,39452.0,1.615494860980304,-0.095925569457812
2018,Women,Soccer,St Norbert College,47951.0,1.9635150075754473,0.21542634086991788
2019,Women,Soccer,St Norbert College,55766.0,2.2835264731173988,0.1629788742674814
2021,Women,Soccer,St Norbert College,59158.0,2.4224233241881987,0.06082559265502278
2022,Women,Soccer,St Norbert College,99114.0,4.0585561606813805,0.6754116095878833
2003,Women,Softball,St Norbert College,45621.0,1.0,0.0
2004,Women,Softball,St Norbert College,46462.0,1.0184344928870477,0.01843449288704763
2005,Women,Softball,St Norbert College,52417.0,1.1489664847329082,0.12816925659678877
2006,Women,Softball,St Norbert College,50193.0,1.1002170053264944,-0.04242898296354236
2007,Women,Softball,St Norbert College,70636.0,1.5483220446724095,0.4072878688263304
2008,Women,Softball,St Norbert College,57003.0,1.2494903662786874,-0.1930035675859335
2009,Women,Softball,St Norbert College,64783.0,1.4200258652813398,0.13648404469940179
2010,Women,Softball,St Norbert College,57706.0,1.264899936432783,-0.10924162203047096
2011,Women,Softball,St Norbert College,66463.0,1.456851011595537,0.15175198419575087
2012,Women,Softball,St Norbert College,69012.0,1.5127244032353522,0.03835216586672284
2013,Women,Softball,St Norbert College,72271.0,1.5841608031389054,0.04722367124558048
2014,Women,Softball,St Norbert College,89967.0,1.972052344315118,0.24485616637378754
2015,Women,Softball,St Norbert College,87596.0,1.920080664606212,-0.026354107617237433
2016,Women,Softball,St Norbert College,92392.0,2.0252076894412663,0.05475135850952098
2017,Women,Softball,St Norbert College,88678.0,1.9437978124109512,-0.04019828556584986
2018,Women,Softball,St Norbert College,108008.0,2.3675061923237104,0.21797965673560524
2019,Women,Softball,St Norbert College,63529.0,1.3925385239253851,-0.41181208799348196
2020,Women,Softball,St Norbert College,30970.0,0.6788540365182701,-0.5125060995765713
2021,Women,Softball,St Norbert College,88230.0,1.9339777733938317,1.8488860187278011
2022,Women,Softball,St Norbert College,164584.0,3.607636833914206,0.8653972571687635
2018,Men,Swimming and Diving,St Norbert College,133681.0,1.0,
2019,Men,Swimming and Diving,St Norbert College,81595.0,0.610370957727725,-0.389629042272275
2021,Men,Swimming and Diving,St Norbert College,129914.0,0.9718209768029862,0.5921808934370979
2022,Men,Swimming and Diving,St Norbert College,116714.0,0.8730784479469783,-0.10160567760210601
2018,Women,Swimming and Diving,St Norbert College,116255.0,1.0,
2019,Women,Swimming and Diving,St Norbert College,81595.0,0.701862285493097,-0.2981377145069029
2021,Women,Swimming and Diving,St Norbert College,125296.0,1.077768698120511,0.5355842882529567
2022,Women,Swimming and Diving,St Norbert College,91686.0,0.7886628532106146,-0.2682447963223088
2003,Men,Tennis,St Norbert College,9502.0,1.0,0.0
2004,Men,Tennis,St Norbert College,10749.0,1.1312355293622396,0.13123552936223953
2005,Men,Tennis,St Norbert College,20398.0,2.1467059566407074,0.8976648990603777
2006,Men,Tennis,St Norbert College,28684.0,3.018732898337192,0.4062162957152662
2007,Men,Tennis,St Norbert College,26675.0,2.807303725531467,-0.07003904615813694
2008,Men,Tennis,St Norbert College,28114.0,2.9587455272574195,0.0539456419868791
2009,Men,Tennis,St Norbert College,30827.0,3.2442643653967584,0.09649996443053283
2010,Men,Tennis,St Norbert College,19348.0,2.036202904651652,-0.37236837836961106
2011,Men,Tennis,St Norbert College,28172.0,2.964849505367291,0.4560678106264213
2012,Men,Tennis,St Norbert College,26657.0,2.805409387497369,-0.053776799659236124
2013,Men,Tennis,St Norbert College,22865.0,2.406335508314039,-0.14225156619274487
2014,Men,Tennis,St Norbert College,24343.0,2.561881709113871,0.06464027990378307
2015,Men,Tennis,St Norbert College,23100.0,2.4310671437592086,-0.05106190691369182
2016,Men,Tennis,St Norbert College,28174.0,2.9650599873710797,0.21965367965367966
2017,Men,Tennis,St Norbert College,23254.0,2.447274258050937,-0.17462909065095478
2018,Men,Tennis,St Norbert College,29714.0,3.1271311302883604,0.2778016685301454
2019,Men,Tennis,St Norbert College,20304.0,2.1368133024626395,-0.31668573736285927
2020,Men,Tennis,St Norbert College,13621.0,1.4334876868027784,-0.32914696611505123
2021,Men,Tennis,St Norbert College,28274.0,2.9755840875605135,1.0757653623082006
2022,Men,Tennis,St Norbert College,22429.0,2.3604504314881076,-0.2067270283652826
2003,Women,Tennis,St Norbert College,7561.0,1.0,0.0
2004,Women,Tennis,St Norbert College,11158.0,1.4757307234492791,0.4757307234492792
2005,Women,Tennis,St Norbert College,13448.0,1.7786007141912445,0.20523391288761428
2006,Women,Tennis,St Norbert College,22362.0,2.9575452982409733,0.6628494943486021
2007,Women,Tennis,St Norbert College,17235.0,2.2794603888374554,-0.22927287362489937
2008,Women,Tennis,St Norbert College,17988.0,2.3790503901600317,0.043690165361183635
2009,Women,Tennis,St Norbert College,23432.0,3.099060970771062,0.3026462085835001
2010,Women,Tennis,St Norbert College,22223.0,2.9391614865758497,-0.051596107886650734
2011,Women,Tennis,St Norbert College,24457.0,3.2346250495966142,0.10052648157314494
2012,Women,Tennis,St Norbert College,33517.0,4.432879248776617,0.3704460890542585
2013,Women,Tennis,St Norbert College,42753.0,5.654410792223251,0.27556165527941046
2014,Women,Tennis,St Norbert College,60842.0,8.04681920380902,0.4231048113582673
2015,Women,Tennis,St Norbert College,38680.0,5.115725433143764,-0.3642549554584004
2016,Women,Tennis,St Norbert College,62648.0,8.285676497817748,0.6196483971044467
2017,Women,Tennis,St Norbert College,42631.0,5.638275360402063,-0.31951538756225256
2018,Women,Tennis,St Norbert College,33099.0,4.377595556143367,-0.22359315990710985
2019,Women,Tennis,St Norbert College,33252.0,4.397830974738791,0.004622496147919877
2020,Women,Tennis,St Norbert College,12640.0,1.671736542785346,-0.6198724888728497
2021,Women,Tennis,St Norbert College,16149.0,2.1358285941013095,0.27761075949367087
2022,Women,Tennis,St Norbert College,27988.0,3.7016267689459066,0.7331104093132702
2020,Men,Track and Fields,St Norbert College,59645.0,1.0,
2020,Women,Track and Fields,St Norbert College,52631.0,1.0,
2019,Men,Volleyball,St Norbert College,82711.0,1.0,
2021,Men,Volleyball,St Norbert College,66795.0,0.8075709397782641,-0.19242906022173592
2022,Men,Volleyball,St Norbert College,174116.0,2.1051129837627403,1.6067220600344336
2003,Women,Volleyball,St Norbert College,67866.0,1.0,0.0
2004,Women,Volleyball,St Norbert College,68916.0,1.0154716647511273,0.01547166475112722
2005,Women,Volleyball,St Norbert College,74316.0,1.095040226328353,0.07835625979453248
2006,Women,Volleyball,St Norbert College,57660.0,0.8496154186190434,-0.22412401098013887
2007,Women,Volleyball,St Norbert College,64200.0,0.9459817876403501,0.11342351716961499
2008,Women,Volleyball,St Norbert College,39104.0,0.5761942651695989,-0.39090342679127726
2009,Women,Volleyball,St Norbert College,38462.0,0.5667344472931954,-0.016417757774140753
2010,Women,Volleyball,St Norbert College,37007.0,0.5452951404237762,-0.03782954604544746
2011,Women,Volleyball,St Norbert College,39748.0,0.5856835528836236,0.0740670683924663
2012,Women,Volleyball,St Norbert College,45446.0,0.6696431202664074,0.14335312468551878
2013,Women,Volleyball,St Norbert College,36360.0,0.5357616479533198,-0.19992958676231132
2014,Women,Volleyball,St Norbert College,44232.0,0.6517549288303421,0.2165016501650165
2015,Women,Volleyball,St Norbert College,43237.0,0.6370936846137978,-0.022495026225357206
2016,Women,Volleyball,St Norbert College,53716.0,0.7915008988300475,0.24236186599440293
2017,Women,Volleyball,St Norbert College,43982.0,0.6480711991276928,-0.181212301735051
2018,Women,Volleyball,St Norbert College,94703.0,1.3954410161200013,1.1532217725433132
2019,Women,Volleyball,St Norbert College,77739.0,1.1454778534170276,-0.1791284331013801
2021,Women,Volleyball,St Norbert College,97186.0,1.4320278195267144,0.25015757856416987
2022,Women,Volleyball,St Norbert College,128836.0,1.8983879998821207,0.32566419031547755
2003,Men,Baseball,University of Chicago,119123.0,1.0,0.0
2004,Men,Baseball,University of Chicago,123131.0,1.0336458954190206,0.033645895419020674
2005,Men,Baseball,University of Chicago,120237.0,1.009351678517163,-0.023503423183438777
2006,Men,Baseball,University of Chicago,158478.0,1.3303728079380137,0.3180468574565234
2007,Men,Baseball,University of Chicago,205715.0,1.7269125189929737,0.2980666086144449
2008,Men,Baseball,University of Chicago,204743.0,1.718752885672792,-0.004724983593806966
2009,Men,Baseball,University of Chicago,205083.0,1.7216070783979585,0.00166061843384145
2010,Men,Baseball,University of Chicago,136712.0,1.1476541054204479,-0.33338209407898267
2011,Men,Baseball,University of Chicago,163396.0,1.3716578662390975,0.19518403651471708
2012,Men,Baseball,University of Chicago,233460.0,1.9598230400510397,0.42879874660334405
2013,Men,Baseball,University of Chicago,177404.0,1.489250606515954,-0.2401096547588452
2014,Men,Baseball,University of Chicago,158078.0,1.3270149341437003,-0.10893779170706411
2015,Men,Baseball,University of Chicago,206090.0,1.7300605256751425,0.303723478282873
2016,Men,Baseball,University of Chicago,205692.0,1.7267194412498006,-0.0019311951089329904
2017,Men,Baseball,University of Chicago,226344.0,1.9000864652502036,0.10040254360889096
2018,Men,Baseball,University of Chicago,221504.0,1.859456192339011,-0.021383381048315837
2019,Men,Baseball,University of Chicago,193673.0,1.6258237284151675,-0.12564558653568333
2020,Men,Baseball,University of Chicago,188955.0,1.5862176070112406,-0.024360649135398326
2021,Men,Baseball,University of Chicago,227680.0,1.9113017637232104,0.20494297584080864
2022,Men,Baseball,University of Chicago,323618.0,2.7166710039203177,0.4213721011946592
2003,Men,Basketball,University of Chicago,176613.0,1.0,0.0
2004,Men,Basketball,University of Chicago,172828.0,0.9785689615147243,-0.021431038485275715
2005,Men,Basketball,University of Chicago,168985.0,0.9568095213829106,-0.02223598028097299
2006,Men,Basketball,University of Chicago,253467.0,1.435154830052148,0.49993786430748294
2007,Men,Basketball,University of Chicago,215085.0,1.2178322094070086,-0.1514279965439288
2008,Men,Basketball,University of Chicago,218465.0,1.236970098463873,0.015714717437292233
2009,Men,Basketball,University of Chicago,205508.0,1.1636063030467745,-0.05930927150802188
2010,Men,Basketball,University of Chicago,167178.0,0.9465781114640485,-0.18651342040212546
2011,Men,Basketball,University of Chicago,209624.0,1.186911495756258,0.25389704386940865
2012,Men,Basketball,University of Chicago,303796.0,1.7201225277867427,0.44924245315421896
2013,Men,Basketball,University of Chicago,223205.0,1.263808439922316,-0.26527999051995416
2014,Men,Basketball,University of Chicago,237075.0,1.3423417302237095,0.06214018503169732
2015,Men,Basketball,University of Chicago,379241.0,2.147299462666961,0.5996667721185279
2016,Men,Basketball,University of Chicago,286607.0,1.622796736367085,-0.24426156454602746
2017,Men,Basketball,University of Chicago,273725.0,1.5498575982515443,-0.04494656445934677
2018,Men,Basketball,University of Chicago,308141.0,1.7447243407903155,0.12573203032240388
2019,Men,Basketball,University of Chicago,306342.0,1.7345382276502863,-0.0058382363917816845
2021,Men,Basketball,University of Chicago,462220.0,2.617134639012983,0.5088365291079904
2022,Men,Basketball,University of Chicago,608480.0,3.445272998023928,0.31642940591060537
2003,Women,Basketball,University of Chicago,159779.0,1.0,0.0
2004,Women,Basketball,University of Chicago,156052.0,0.9766740310053261,-0.023325968994673894
2005,Women,Basketball,University of Chicago,161096.0,1.0082426351397868,0.032322559146951015
2006,Women,Basketball,University of Chicago,185714.0,1.1623179516707451,0.1528157123702637
2007,Women,Basketball,University of Chicago,184292.0,1.1534181588318866,-0.007656934856822856
2008,Women,Basketball,University of Chicago,196505.0,1.2298549872010716,0.06626983265687061
2009,Women,Basketball,University of Chicago,197909.0,1.238642124434375,0.00714485636497799
2010,Women,Basketball,University of Chicago,167817.0,1.0503069865251378,-0.1520496793981072
2011,Women,Basketball,University of Chicago,196326.0,1.228734689790273,0.16988147803857773
2012,Women,Basketball,University of Chicago,222921.0,1.395183346998041,0.13546346383056754
2013,Women,Basketball,University of Chicago,195133.0,1.2212681265998662,-0.124654025417076
2014,Women,Basketball,University of Chicago,208135.0,1.3026430256792194,0.06663147699261529
2015,Women,Basketball,University of Chicago,323810.0,2.0266117574900333,0.5557690921757513
2016,Women,Basketball,University of Chicago,245398.0,1.535858905112687,-0.24215434977301503
2017,Women,Basketball,University of Chicago,270396.0,1.6923125066498101,0.10186717088158828
2018,Women,Basketball,University of Chicago,278428.0,1.7425819413064294,0.02970458142871936
2019,Women,Basketball,University of Chicago,261241.0,1.6350146139354984,-0.06172870544629132
2021,Women,Basketball,University of Chicago,346716.0,2.1699722742037437,0.3271883050516573
2022,Women,Basketball,University of Chicago,345501.0,2.1623680208287697,-0.003504309002180459
