Category,Value,Gender,Sport,Year
OverallPCT,0.909,Women,Tennis,1991
Conf,1-Aug,Women,Tennis,1991
ConfPCT,0.889,Women,Tennis,1991
Streak,W4,Women,Tennis,1991
Home,Apr-00,Women,Tennis,1991
Away,1-Apr,Women,Tennis,1991
Neutral,Feb-00,Women,Tennis,1991
Overall,3-Sep,Women,Tennis,1992
OverallPCT,0.75,Women,Tennis,1992
Conf,2-Apr,Women,Tennis,1992
ConfPCT,0.667,Women,Tennis,1992
Streak,L1,Women,Tennis,1992
Home,1-May,Women,Tennis,1992
Away,2-Apr,Women,Tennis,1992
Neutral,0-0,Women,Tennis,1992
Overall,3-Apr,Women,Tennis,1993
OverallPCT,0.571,Women,Tennis,1993
Conf,3-Mar,Women,Tennis,1993
ConfPCT,0.5,Women,Tennis,1993
Streak,L2,Women,Tennis,1993
Home,1-Mar,Women,Tennis,1993
Away,2-Jan,Women,Tennis,1993
Neutral,0-0,Women,Tennis,1993
Overall,5-Jun,Women,Tennis,1994
OverallPCT,0.545,Women,Tennis,1994
Conf,4-Feb,Women,Tennis,1994
ConfPCT,0.333,Women,Tennis,1994
Streak,W2,Women,Tennis,1994
Home,3-Mar,Women,Tennis,1994
Away,2-Mar,Women,Tennis,1994
Neutral,0-0,Women,Tennis,1994
Overall,11-Jan,Women,Tennis,1995
OverallPCT,0.083,Women,Tennis,1995
Conf,7-Jan,Women,Tennis,1995
ConfPCT,0.125,Women,Tennis,1995
Streak,L2,Women,Tennis,1995
Home,6-Jan,Women,Tennis,1995
Away,0-5,Women,Tennis,1995
Neutral,0-0,Women,Tennis,1995
Overall,5-Sep,Women,Tennis,1996
OverallPCT,0.643,Women,Tennis,1996
Conf,3-Jun,Women,Tennis,1996
ConfPCT,0.667,Women,Tennis,1996
Streak,W3,Women,Tennis,1996
Home,1-Apr,Women,Tennis,1996
Away,4-Mar,Women,Tennis,1996
Neutral,Feb-00,Women,Tennis,1996
Overall,5-Sep,Women,Tennis,1997
OverallPCT,0.643,Women,Tennis,1997
Conf,4-Apr,Women,Tennis,1997
ConfPCT,0.5,Women,Tennis,1997
Streak,W4,Women,Tennis,1997
Home,2-Jun,Women,Tennis,1997
Away,2-Mar,Women,Tennis,1997
Neutral,0-1,Women,Tennis,1997
Overall,1-Dec,Women,Tennis,1998
OverallPCT,0.923,Women,Tennis,1998
Conf,Jun-00,Women,Tennis,1998
ConfPCT,1,Women,Tennis,1998
Streak,W4,Women,Tennis,1998
Home,Apr-00,Women,Tennis,1998
Away,1-Jun,Women,Tennis,1998
Neutral,Feb-00,Women,Tennis,1998
Overall,Sep-00,Women,Tennis,1999
PCT,1,Women,Tennis,1999
Conf,Jun-00,Women,Tennis,1999
PCT,1,Women,Tennis,1999
Streak,W9,Women,Tennis,1999
Home,Mar-00,Women,Tennis,1999
Away,May-00,Women,Tennis,1999
Neutral,Jan-00,Women,Tennis,1999
Overall,9-Mar,Women,Tennis,2000
OverallPCT,0.25,Women,Tennis,2000
Conf,1-Feb,Women,Tennis,2000
ConfPCT,0.667,Women,Tennis,2000
Streak,L5,Women,Tennis,2000
Home,2-Feb,Women,Tennis,2000
Away,4-Jan,Women,Tennis,2000
Neutral,0-3,Women,Tennis,2000
Overall,7-Mar,Women,Tennis,2001
OverallPCT,0.3,Women,Tennis,2001
Conf,1-Feb,Women,Tennis,2001
ConfPCT,0.667,Women,Tennis,2001
Streak,L3,Women,Tennis,2001
Home,3-Jan,Women,Tennis,2001
Away,1-Feb,Women,Tennis,2001
Neutral,0-3,Women,Tennis,2001
Overall,8-May,Women,Tennis,2002
OverallPCT,0.385,Women,Tennis,2002
Conf,1-Mar,Women,Tennis,2002
ConfPCT,0.75,Women,Tennis,2002
Streak,L5,Women,Tennis,2002
Home,1-Mar,Women,Tennis,2002
Away,5-Jan,Women,Tennis,2002
Neutral,2-Jan,Women,Tennis,2002
Overall,5-Jul,Women,Tennis,2003
OverallPCT,0.583,Women,Tennis,2003
Conf,Apr-00,Women,Tennis,2003
ConfPCT,1,Women,Tennis,2003
Streak,L1,Women,Tennis,2003
Home,4-Feb,Women,Tennis,2003
Away,Mar-00,Women,Tennis,2003
Neutral,1-Feb,Women,Tennis,2003
Overall,1-Nov,Women,Tennis,2004
OverallPCT,0.917,Women,Tennis,2004
Conf,Apr-00,Women,Tennis,2004
ConfPCT,1,Women,Tennis,2004
Streak,W10,Women,Tennis,2004
Home,Apr-00,Women,Tennis,2004
Away,1-Mar,Women,Tennis,2004
Neutral,Apr-00,Women,Tennis,2004
Overall,3-Dec,Women,Tennis,2005
OverallPCT,0.8,Women,Tennis,2005
Conf,Apr-00,Women,Tennis,2005
ConfPCT,1,Women,Tennis,2005
Streak,W1,Women,Tennis,2005
Home,1-Mar,Women,Tennis,2005
Away,1-Jun,Women,Tennis,2005
Neutral,1-Mar,Women,Tennis,2005
Overall,8-Dec,Women,Tennis,2006
OverallPCT,0.6,Women,Tennis,2006
Conf,Apr-00,Women,Tennis,2006
ConfPCT,1,Women,Tennis,2006
Streak,L4,Women,Tennis,2006
Home,1-Apr,Women,Tennis,2006
Away,5-May,Women,Tennis,2006
Neutral,2-Mar,Women,Tennis,2006
Overall,18-5,Women,Tennis,2007
OverallPCT,0.783,Women,Tennis,2007
Conf,Apr-00,Women,Tennis,2007
ConfPCT,1,Women,Tennis,2007
Streak,L1,Women,Tennis,2007
Home,1-Apr,Women,Tennis,2007
Away,1-Jul,Women,Tennis,2007
Neutral,3-Jul,Women,Tennis,2007
Overall,20-7,Women,Tennis,2008
OverallPCT,0.741,Women,Tennis,2008
Conf,Apr-00,Women,Tennis,2008
ConfPCT,1,Women,Tennis,2008
Streak,L1,Women,Tennis,2008
Home,Jun-00,Women,Tennis,2008
Away,4-Apr,Women,Tennis,2008
Neutral,3-Oct,Women,Tennis,2008
Overall,19-7,Women,Tennis,2009
OverallPCT,0.731,Women,Tennis,2009
Conf,Apr-00,Women,Tennis,2009
ConfPCT,1,Women,Tennis,2009
Streak,L1,Women,Tennis,2009
Home,2-Jul,Women,Tennis,2009
Away,1-Jun,Women,Tennis,2009
Neutral,4-Jun,Women,Tennis,2009
Overall,18-7,Women,Tennis,2010
OverallPCT,0.72,Women,Tennis,2010
Conf,Apr-00,Women,Tennis,2010
ConfPCT,1,Women,Tennis,2010
Streak,L3,Women,Tennis,2010
Home,1-Jun,Women,Tennis,2010
Away,2-Mar,Women,Tennis,2010
Neutral,4-Sep,Women,Tennis,2010
Overall,19-4,Women,Tennis,2011
OverallPCT,0.826,Women,Tennis,2011
Conf,Mar-00,Women,Tennis,2011
ConfPCT,1,Women,Tennis,2011
Streak,L1,Women,Tennis,2011
Home,2-Apr,Women,Tennis,2011
Away,1-May,Women,Tennis,2011
Neutral,1-Oct,Women,Tennis,2011
Overall,14-9,Women,Tennis,2012
OverallPCT,0.609,Women,Tennis,2012
Conf,1-Apr,Women,Tennis,2012
ConfPCT,0.8,Women,Tennis,2012
Streak,L1,Women,Tennis,2012
Home,Jun-00,Women,Tennis,2012
Away,3-Feb,Women,Tennis,2012
Neutral,6-Jun,Women,Tennis,2012
Overall,17-8,Women,Tennis,2013
OverallPCT,0.68,Women,Tennis,2013
Conf,1-Apr,Women,Tennis,2013
ConfPCT,0.8,Women,Tennis,2013
Streak,L1,Women,Tennis,2013
Home,2-Mar,Women,Tennis,2013
Away,2-Mar,Women,Tennis,2013
Neutral,4-Nov,Women,Tennis,2013
Overall,14-9,Women,Tennis,2014
OverallPCT,0.609,Women,Tennis,2014
Conf,2-Aug,Women,Tennis,2014
ConfPCT,0.8,Women,Tennis,2014
Streak,L1,Women,Tennis,2014
Home,2-Apr,Women,Tennis,2014
Away,4-May,Women,Tennis,2014
Neutral,3-May,Women,Tennis,2014
Overall,15-9,Women,Tennis,2015
OverallPCT,0.625,Women,Tennis,2015
Conf,1-Sep,Women,Tennis,2015
ConfPCT,0.9,Women,Tennis,2015
Streak,L1,Women,Tennis,2015
Home,1-Aug,Women,Tennis,2015
Away,2-Apr,Women,Tennis,2015
Neutral,6-Mar,Women,Tennis,2015
Overall,15-7,Women,Tennis,2016
OverallPCT,0.682,Women,Tennis,2016
Conf,Sep-00,Women,Tennis,2016
ConfPCT,1,Women,Tennis,2016
Streak,L1,Women,Tennis,2016
Home,1-Jun,Women,Tennis,2016
Away,1-Jul,Women,Tennis,2016
Neutral,5-Feb,Women,Tennis,2016
Overall,20-5,Women,Tennis,2017
OverallPCT,0.8,Women,Tennis,2017
Conf,Sep-00,Women,Tennis,2017
ConfPCT,1,Women,Tennis,2017
Streak,L1,Women,Tennis,2017
Home,Aug-00,Women,Tennis,2017
Away,1-May,Women,Tennis,2017
Neutral,4-Jul,Women,Tennis,2017
Overall,16-9,Women,Tennis,2018
OverallPCT,0.64,Women,Tennis,2018
Conf,1-Aug,Women,Tennis,2018
ConfPCT,0.889,Women,Tennis,2018
Streak,L1,Women,Tennis,2018
Home,3-Jun,Women,Tennis,2018
Away,2-Jun,Women,Tennis,2018
Neutral,4-Apr,Women,Tennis,2018
Overall,Dec-00,Women,Tennis,2019
OverallPCT,1,Women,Tennis,2019
Conf,Sep-00,Women,Tennis,2019
ConfPCT,1,Women,Tennis,2019
Streak,W12,Women,Tennis,2019
Home,Sep-00,Women,Tennis,2019
Away,Mar-00,Women,Tennis,2019
Neutral,0-0,Women,Tennis,2019
Overall,1-Jul,Women,Tennis,2020
OverallPCT,0.875,Women,Tennis,2020
Conf,May-00,Women,Tennis,2020
ConfPCT,1,Women,Tennis,2020
Streak,L1,Women,Tennis,2020
Home,Mar-00,Women,Tennis,2020
Away,Feb-00,Women,Tennis,2020
Neutral,1-Feb,Women,Tennis,2020
Overall,21-7,Women,Tennis,2021
OverallPCT,0.75,Women,Tennis,2021
Conf,Jun-00,Women,Tennis,2021
ConfPCT,1,Women,Tennis,2021
Streak,L1,Women,Tennis,2021
Home,May-00,Women,Tennis,2021
Away,3-Jun,Women,Tennis,2021
Neutral,4-Oct,Women,Tennis,2021
Overall,16-8,Women,Tennis,2022
OverallPCT,0.667,Women,Tennis,2022
Conf,Jun-00,Women,Tennis,2022
ConfPCT,1,Women,Tennis,2022
Streak,L1,Women,Tennis,2022
Home,Jun-00,Women,Tennis,2022
Away,6-Apr,Women,Tennis,2022
Neutral,2-Jun,Women,Tennis,2022
Overall,23-5,Women,Tennis,2023
OverallPCT,0.821,Women,Tennis,2023
Conf,Jun-00,Women,Tennis,2023
ConfPCT,1,Women,Tennis,2023
Streak,L1,Women,Tennis,2023
Home,Jul-00,Women,Tennis,2023
Away,3-Apr,Women,Tennis,2023
Neutral,2-Dec,Women,Tennis,2023
Overall,Sep-00,Women,Tennis,2024
OverallPCT,1,Women,Tennis,2024
Conf,Jun-00,Women,Tennis,2024
ConfPCT,1,Women,Tennis,2024
Streak,W9,Women,Tennis,2024
Home,Mar-00,Women,Tennis,2024
Away,May-00,Women,Tennis,2024
Neutral,Jan-00,Women,Tennis,2024
Overall,14-Apr,Women,Volleyball,1974
OverallPCT,0.222,Women,Volleyball,1974
Conf,0-0,Women,Volleyball,1974
ConfPCT,0,Women,Volleyball,1974
Streak,W3,Women,Volleyball,1974
Home,2-Feb,Women,Volleyball,1974
Away,7-Jan,Women,Volleyball,1974
Neutral,5-Jan,Women,Volleyball,1974
Overall,1/11/2001,Women,Volleyball,1975
OverallPCT,0.115,Women,Volleyball,1975
Conf,0-0,Women,Volleyball,1975
ConfPCT,0,Women,Volleyball,1975
Streak,L6,Women,Volleyball,1975
Home,3-Jan,Women,Volleyball,1975
Away,0-6,Women,Volleyball,1975
Neutral,0-2-1,Women,Volleyball,1975
Overall,11-Dec,Women,Volleyball,1976
OverallPCT,0.522,Women,Volleyball,1976
Conf,0-0,Women,Volleyball,1976
ConfPCT,0,Women,Volleyball,1976
Streak,L7,Women,Volleyball,1976
Home,1-Apr,Women,Volleyball,1976
Away,2-Mar,Women,Volleyball,1976
Neutral,8-May,Women,Volleyball,1976
Overall,14-9-2,Women,Volleyball,1977
OverallPCT,0.6,Women,Volleyball,1977
Conf,0-0,Women,Volleyball,1977
ConfPCT,0,Women,Volleyball,1977
Streak,W1,Women,Volleyball,1977
Home,1-Jul,Women,Volleyball,1977
Away,5-Apr,Women,Volleyball,1977
Neutral,3/3/2002,Women,Volleyball,1977
Overall,17-Feb,Women,Volleyball,1978
OverallPCT,0.105,Women,Volleyball,1978
Conf,0-0,Women,Volleyball,1978
ConfPCT,0,Women,Volleyball,1978
Streak,L2,Women,Volleyball,1978
Home,0-7,Women,Volleyball,1978
Away,5-Feb,Women,Volleyball,1978
Neutral,0-5,Women,Volleyball,1978
Overall,25-Feb,Women,Volleyball,1979
OverallPCT,0.074,Women,Volleyball,1979
Conf,0-0,Women,Volleyball,1979
ConfPCT,0,Women,Volleyball,1979
Streak,L20,Women,Volleyball,1979
Home,9-Feb,Women,Volleyball,1979
Away,0-6,Women,Volleyball,1979
Neutral,0-10,Women,Volleyball,1979
Overall,18-Jan,Women,Volleyball,1980
OverallPCT,0.053,Women,Volleyball,1980
Conf,0-0,Women,Volleyball,1980
ConfPCT,0,Women,Volleyball,1980
Streak,L12,Women,Volleyball,1980
Home,5-Jan,Women,Volleyball,1980
Away,0-6,Women,Volleyball,1980
Neutral,0-7,Women,Volleyball,1980
Overall,19-Mar,Women,Volleyball,1981
OverallPCT,0.136,Women,Volleyball,1981
Conf,0-0,Women,Volleyball,1981
ConfPCT,0,Women,Volleyball,1981
Streak,L11,Women,Volleyball,1981
Home,5-Jan,Women,Volleyball,1981
Away,5-Jan,Women,Volleyball,1981
Neutral,9-Jan,Women,Volleyball,1981
Overall,22-Feb,Women,Volleyball,1982
OverallPCT,0.083,Women,Volleyball,1982
Conf,0-0,Women,Volleyball,1982
ConfPCT,0,Women,Volleyball,1982
Streak,L8,Women,Volleyball,1982
Home,7-Feb,Women,Volleyball,1982
Away,0-8,Women,Volleyball,1982
Neutral,0-7,Women,Volleyball,1982
Overall,0-24,Women,Volleyball,1983
OverallPCT,0,Women,Volleyball,1983
Conf,0-5,Women,Volleyball,1983
ConfPCT,0,Women,Volleyball,1983
Streak,L24,Women,Volleyball,1983
Home,0-6,Women,Volleyball,1983
Away,0-10,Women,Volleyball,1983
Neutral,0-8,Women,Volleyball,1983
Overall,23-Jun,Women,Volleyball,1984
OverallPCT,0.207,Women,Volleyball,1984
Conf,4-Jan,Women,Volleyball,1984
ConfPCT,0.2,Women,Volleyball,1984
Streak,L2,Women,Volleyball,1984
Home,9-Apr,Women,Volleyball,1984
Away,0-10,Women,Volleyball,1984
Neutral,4-Feb,Women,Volleyball,1984
Overall,25-Jul,Women,Volleyball,1985
OverallPCT,0.219,Women,Volleyball,1985
Conf,0-5,Women,Volleyball,1985
ConfPCT,0,Women,Volleyball,1985
Streak,L7,Women,Volleyball,1985
Home,3-May,Women,Volleyball,1985
Away,9-Feb,Women,Volleyball,1985
Neutral,0-13,Women,Volleyball,1985
Overall,30-Mar,Women,Volleyball,1986
OverallPCT,0.091,Women,Volleyball,1986
Conf,0-5,Women,Volleyball,1986
ConfPCT,0,Women,Volleyball,1986
Streak,L8,Women,Volleyball,1986
Home,9-Feb,Women,Volleyball,1986
Away,0-10,Women,Volleyball,1986
Neutral,11-Jan,Women,Volleyball,1986
Overall,26-Mar,Women,Volleyball,1987
OverallPCT,0.103,Women,Volleyball,1987
Conf,0-5,Women,Volleyball,1987
ConfPCT,0,Women,Volleyball,1987
Streak,L7,Women,Volleyball,1987
Home,0-12,Women,Volleyball,1987
Away,0-8,Women,Volleyball,1987
Neutral,6-Mar,Women,Volleyball,1987
Overall,27-Mar,Women,Volleyball,1988
OverallPCT,0.1,Women,Volleyball,1988
Conf,0-5,Women,Volleyball,1988
ConfPCT,0,Women,Volleyball,1988
Streak,L3,Women,Volleyball,1988
Home,8-Jan,Women,Volleyball,1988
Away,0-10,Women,Volleyball,1988
Neutral,9-Feb,Women,Volleyball,1988
Overall,26-Mar,Women,Volleyball,1989
OverallPCT,0.103,Women,Volleyball,1989
Conf,0-5,Women,Volleyball,1989
ConfPCT,0,Women,Volleyball,1989
Streak,L10,Women,Volleyball,1989
Home,6-Jan,Women,Volleyball,1989
Away,9-Jan,Women,Volleyball,1989
Neutral,11-Jan,Women,Volleyball,1989
Overall,17-Sep,Women,Volleyball,1990
OverallPCT,0.346,Women,Volleyball,1990
Conf,3-Feb,Women,Volleyball,1990
ConfPCT,0.4,Women,Volleyball,1990
Streak,W1,Women,Volleyball,1990
Home,4-Jun,Women,Volleyball,1990
Away,5-Feb,Women,Volleyball,1990
Neutral,8-Jan,Women,Volleyball,1990
Overall,17-Nov,Women,Volleyball,1991
OverallPCT,0.393,Women,Volleyball,1991
Conf,3-Feb,Women,Volleyball,1991
ConfPCT,0.4,Women,Volleyball,1991
Streak,L6,Women,Volleyball,1991
Home,4-May,Women,Volleyball,1991
Away,4-Feb,Women,Volleyball,1991
Neutral,9-Apr,Women,Volleyball,1991
Overall,25-Apr,Women,Volleyball,1992
OverallPCT,0.138,Women,Volleyball,1992
Conf,0-5,Women,Volleyball,1992
ConfPCT,0,Women,Volleyball,1992
Streak,L12,Women,Volleyball,1992
Home,7-Jan,Women,Volleyball,1992
Away,10-Jan,Women,Volleyball,1992
Neutral,8-Feb,Women,Volleyball,1992
Overall,23-Jul,Women,Volleyball,1993
OverallPCT,0.233,Women,Volleyball,1993
Conf,4-Jan,Women,Volleyball,1993
ConfPCT,0.2,Women,Volleyball,1993
Streak,L3,Women,Volleyball,1993
Home,8-Jan,Women,Volleyball,1993
Away,6-Mar,Women,Volleyball,1993
Neutral,9-Mar,Women,Volleyball,1993
Overall,26-Jun,Women,Volleyball,1994
OverallPCT,0.188,Women,Volleyball,1994
Conf,0-5,Women,Volleyball,1994
ConfPCT,0,Women,Volleyball,1994
Streak,L8,Women,Volleyball,1994
Home,5-Jan,Women,Volleyball,1994
Away,9-Jan,Women,Volleyball,1994
Neutral,12-Apr,Women,Volleyball,1994
Overall,13-17,Women,Volleyball,1995
OverallPCT,0.433,Women,Volleyball,1995
Conf,3-Feb,Women,Volleyball,1995
ConfPCT,0.4,Women,Volleyball,1995
Streak,W1,Women,Volleyball,1995
Home,3-Apr,Women,Volleyball,1995
Away,5-Mar,Women,Volleyball,1995
Neutral,9-Jun,Women,Volleyball,1995
Overall,18-Jul,Women,Volleyball,1996
OverallPCT,0.28,Women,Volleyball,1996
Conf,3-Feb,Women,Volleyball,1996
ConfPCT,0.4,Women,Volleyball,1996
Streak,L5,Women,Volleyball,1996
Home,9-Mar,Women,Volleyball,1996
Away,6-Jan,Women,Volleyball,1996
Neutral,3-Mar,Women,Volleyball,1996
Overall,18-12,Women,Volleyball,1997
OverallPCT,0.6,Women,Volleyball,1997
Conf,3-Jan,Women,Volleyball,1997
ConfPCT,0.25,Women,Volleyball,1997
Streak,W2,Women,Volleyball,1997
Home,2-May,Women,Volleyball,1997
Away,5-Apr,Women,Volleyball,1997
Neutral,5-Sep,Women,Volleyball,1997
Overall,23-9,Women,Volleyball,1998
OverallPCT,0.719,Women,Volleyball,1998
Conf,1-Mar,Women,Volleyball,1998
ConfPCT,0.75,Women,Volleyball,1998
Streak,L1,Women,Volleyball,1998
Home,3-Nov,Women,Volleyball,1998
Away,3-Apr,Women,Volleyball,1998
Neutral,3-Aug,Women,Volleyball,1998
Overall,17-8,Women,Volleyball,1999
OverallPCT,0.68,Women,Volleyball,1999
Conf,1-Mar,Women,Volleyball,1999
ConfPCT,0.75,Women,Volleyball,1999
Streak,L2,Women,Volleyball,1999
Home,2-Mar,Women,Volleyball,1999
Away,3-Sep,Women,Volleyball,1999
Neutral,3-May,Women,Volleyball,1999
Overall,23-Oct,Women,Volleyball,2000
OverallPCT,0.303,Women,Volleyball,2000
Conf,2-Feb,Women,Volleyball,2000
ConfPCT,0.5,Women,Volleyball,2000
Streak,L1,Women,Volleyball,2000
Home,5-Jun,Women,Volleyball,2000
Away,7-Jan,Women,Volleyball,2000
Neutral,11-Mar,Women,Volleyball,2000
Overall,17-13,Women,Volleyball,2001
OverallPCT,0.567,Women,Volleyball,2001
Conf,5-Apr,Women,Volleyball,2001
ConfPCT,0.444,Women,Volleyball,2001
Streak,L2,Women,Volleyball,2001
Home,2-Jul,Women,Volleyball,2001
Away,3-Jun,Women,Volleyball,2001
Neutral,8-Apr,Women,Volleyball,2001
Overall,21-13,Women,Volleyball,2002
OverallPCT,0.618,Women,Volleyball,2002
Conf,3-Jun,Women,Volleyball,2002
ConfPCT,0.667,Women,Volleyball,2002
Streak,L2,Women,Volleyball,2002
Home,4-Aug,Women,Volleyball,2002
Away,2-Jun,Women,Volleyball,2002
Neutral,7-Jul,Women,Volleyball,2002
Overall,27-Jul,Women,Volleyball,2003
OverallPCT,0.206,Women,Volleyball,2003
Conf,7-Feb,Women,Volleyball,2003
ConfPCT,0.222,Women,Volleyball,2003
Streak,L2,Women,Volleyball,2003
Home,5-Feb,Women,Volleyball,2003
Away,12-Jan,Women,Volleyball,2003
Neutral,10-Apr,Women,Volleyball,2003
Overall,29-Jun,Women,Volleyball,2004
OverallPCT,0.171,Women,Volleyball,2004
Conf,8-Jan,Women,Volleyball,2004
ConfPCT,0.111,Women,Volleyball,2004
Streak,L2,Women,Volleyball,2004
Home,5-Jan,Women,Volleyball,2004
Away,11-Jan,Women,Volleyball,2004
Neutral,13-Apr,Women,Volleyball,2004
Overall,25-May,Women,Volleyball,2005
OverallPCT,0.167,Women,Volleyball,2005
Conf,7-Feb,Women,Volleyball,2005
ConfPCT,0.222,Women,Volleyball,2005
Streak,L8,Women,Volleyball,2005
Home,8-Feb,Women,Volleyball,2005
Away,8-Jan,Women,Volleyball,2005
Neutral,9-Feb,Women,Volleyball,2005
Overall,25-Mar,Women,Volleyball,2006
OverallPCT,0.107,Women,Volleyball,2006
Conf,0-9,Women,Volleyball,2006
ConfPCT,0,Women,Volleyball,2006
Streak,L8,Women,Volleyball,2006
Home,0-8,Women,Volleyball,2006
Away,5-Jan,Women,Volleyball,2006
Neutral,12-Feb,Women,Volleyball,2006
Overall,24-May,Women,Volleyball,2007
OverallPCT,0.172,Women,Volleyball,2007
Conf,6-Mar,Women,Volleyball,2007
ConfPCT,0.333,Women,Volleyball,2007
Streak,W2,Women,Volleyball,2007
Home,6-Mar,Women,Volleyball,2007
Away,0-10,Women,Volleyball,2007
Neutral,8-Feb,Women,Volleyball,2007
Overall,21-Jul,Women,Volleyball,2008
OverallPCT,0.25,Women,Volleyball,2008
Conf,7-Feb,Women,Volleyball,2008
ConfPCT,0.222,Women,Volleyball,2008
Streak,L6,Women,Volleyball,2008
Home,8-Mar,Women,Volleyball,2008
Away,5-Feb,Women,Volleyball,2008
Neutral,8-Feb,Women,Volleyball,2008
Overall,14-19,Women,Volleyball,2009
OverallPCT,0.424,Women,Volleyball,2009
Conf,4-May,Women,Volleyball,2009
ConfPCT,0.556,Women,Volleyball,2009
Streak,L4,Women,Volleyball,2009
Home,4-Sep,Women,Volleyball,2009
Away,6-Jan,Women,Volleyball,2009
Neutral,9-Apr,Women,Volleyball,2009
Overall,15-Nov,Women,Volleyball,2010
OverallPCT,0.423,Women,Volleyball,2010
Conf,5-Apr,Women,Volleyball,2010
ConfPCT,0.444,Women,Volleyball,2010
Streak,L1,Women,Volleyball,2010
Home,3-Apr,Women,Volleyball,2010
Away,9-Jan,Women,Volleyball,2010
Neutral,3-Jun,Women,Volleyball,2010
Overall,17-Sep,Women,Volleyball,2011
OverallPCT,0.346,Women,Volleyball,2011
Conf,3-Jun,Women,Volleyball,2011
ConfPCT,0.667,Women,Volleyball,2011
Streak,L4,Women,Volleyball,2011
Home,2-Aug,Women,Volleyball,2011
Away,7-Jan,Women,Volleyball,2011
Neutral,0-8,Women,Volleyball,2011
Overall,21-Jul,Women,Volleyball,2012
OverallPCT,0.25,Women,Volleyball,2012
Conf,5-May,Women,Volleyball,2012
ConfPCT,0.5,Women,Volleyball,2012
Streak,W1,Women,Volleyball,2012
Home,7-Feb,Women,Volleyball,2012
Away,6-Mar,Women,Volleyball,2012
Neutral,8-Feb,Women,Volleyball,2012
Overall,25-Mar,Women,Volleyball,2013
OverallPCT,0.107,Women,Volleyball,2013
Conf,7-Mar,Women,Volleyball,2013
ConfPCT,0.3,Women,Volleyball,2013
Streak,L3,Women,Volleyball,2013
Home,11-Jan,Women,Volleyball,2013
Away,6-Feb,Women,Volleyball,2013
Neutral,0-8,Women,Volleyball,2013
Overall,20-Aug,Women,Volleyball,2014
OverallPCT,0.286,Women,Volleyball,2014
Conf,8-Feb,Women,Volleyball,2014
ConfPCT,0.2,Women,Volleyball,2014
Streak,L4,Women,Volleyball,2014
Home,5-Apr,Women,Volleyball,2014
Away,6-Mar,Women,Volleyball,2014
Neutral,9-Jan,Women,Volleyball,2014
Overall,19-Feb,Women,Volleyball,2015
OverallPCT,0.095,Women,Volleyball,2015
Conf,9-Jan,Women,Volleyball,2015
ConfPCT,0.1,Women,Volleyball,2015
Streak,L3,Women,Volleyball,2015
Home,0-7,Women,Volleyball,2015
Away,8-Jan,Women,Volleyball,2015
Neutral,4-Jan,Women,Volleyball,2015
Overall,14-11,Women,Volleyball,2016
OverallPCT,0.56,Women,Volleyball,2016
Conf,3-Jun,Women,Volleyball,2016
ConfPCT,0.667,Women,Volleyball,2016
Streak,L1,Women,Volleyball,2016
Home,3-Jul,Women,Volleyball,2016
Away,3-May,Women,Volleyball,2016
Neutral,5-Feb,Women,Volleyball,2016
Overall,16-9,Women,Volleyball,2017
OverallPCT,0.64,Women,Volleyball,2017
Conf,4-May,Women,Volleyball,2017
ConfPCT,0.556,Women,Volleyball,2017
Streak,L1,Women,Volleyball,2017
Home,3-Feb,Women,Volleyball,2017
Away,4-Jun,Women,Volleyball,2017
Neutral,2-Aug,Women,Volleyball,2017
Overall,17-16,Women,Volleyball,2018
OverallPCT,0.515,Women,Volleyball,2018
Conf,2-Jul,Women,Volleyball,2018
ConfPCT,0.778,Women,Volleyball,2018
Streak,L1,Women,Volleyball,2018
Home,4-Aug,Women,Volleyball,2018
Away,6-Mar,Women,Volleyball,2018
Neutral,6-Jun,Women,Volleyball,2018
Overall,26-5,Women,Volleyball,2019
OverallPCT,0.839,Women,Volleyball,2019
Conf,2-Jul,Women,Volleyball,2019
ConfPCT,0.778,Women,Volleyball,2019
Streak,L1,Women,Volleyball,2019
Home,15-0,Women,Volleyball,2019
Away,3-Apr,Women,Volleyball,2019
Neutral,2-Jul,Women,Volleyball,2019
Overall,0-0,Women,Volleyball,2020
OverallPCT,0,Women,Volleyball,2020
Conf,0-0,Women,Volleyball,2020
ConfPCT,0,Women,Volleyball,2020
Streak,,Women,Volleyball,2020
Home,0-0,Women,Volleyball,2020
Away,0-0,Women,Volleyball,2020
Neutral,0-0,Women,Volleyball,2020
Overall,20-14,Women,Volleyball,2021
OverallPCT,0.588,Women,Volleyball,2021
Conf,1-Jul,Women,Volleyball,2021
ConfPCT,0.875,Women,Volleyball,2021
Streak,L1,Women,Volleyball,2021
Home,5-Oct,Women,Volleyball,2021
Away,5-Jun,Women,Volleyball,2021
Neutral,4-Apr,Women,Volleyball,2021
Overall,17-11,Women,Volleyball,2022
OverallPCT,0.607,Women,Volleyball,2022
Conf,2-Jun,Women,Volleyball,2022
ConfPCT,0.75,Women,Volleyball,2022
Streak,L5,Women,Volleyball,2022
Home,2-Aug,Women,Volleyball,2022
Away,5-Jun,Women,Volleyball,2022
Neutral,4-Mar,Women,Volleyball,2022
Overall,13-17,Women,Volleyball,2023
OverallPCT,0.433,Women,Volleyball,2023
Conf,3-May,Women,Volleyball,2023
ConfPCT,0.625,Women,Volleyball,2023
Streak,L1,Women,Volleyball,2023
Home,5-Jun,Women,Volleyball,2023
