Category,Value,Gender,Sport,Year
Conf,7-May,Men,Baseball,2004
ConfPCT,0.417,Men,Baseball,2004
Streak,L1,Men,Baseball,2004
Home,3-Jul,Men,Baseball,2004
Away,9-Mar,Men,Baseball,2004
Neutral,5-May,Men,Baseball,2004
Overall,13-20,Men,Baseball,2005
OverallPCT,0.394,Men,Baseball,2005
Conf,7-May,Men,Baseball,2005
ConfPCT,0.417,Men,Baseball,2005
Streak,L3,Men,Baseball,2005
Home,6-May,Men,Baseball,2005
Away,7-May,Men,Baseball,2005
Neutral,7-Mar,Men,Baseball,2005
Overall,16-18,Men,Baseball,2006
OverallPCT,0.471,Men,Baseball,2006
Conf,6-Jun,Men,Baseball,2006
ConfPCT,0.5,Men,Baseball,2006
Streak,L1,Men,Baseball,2006
Home,5-May,Men,Baseball,2006
Away,8-May,Men,Baseball,2006
Neutral,5-Jun,Men,Baseball,2006
Overall,13-19,Men,Baseball,2007
OverallPCT,0.406,Men,Baseball,2007
Conf,9-Mar,Men,Baseball,2007
ConfPCT,0.25,Men,Baseball,2007
Streak,W1,Men,Baseball,2007
Home,8-Mar,Men,Baseball,2007
Away,5-Mar,Men,Baseball,2007
Neutral,6-Jul,Men,Baseball,2007
Overall,16-17,Men,Baseball,2008
OverallPCT,0.485,Men,Baseball,2008
Conf,6-Jun,Men,Baseball,2008
ConfPCT,0.5,Men,Baseball,2008
Streak,L2,Men,Baseball,2008
Home,4-Jun,Men,Baseball,2008
Away,7-Apr,Men,Baseball,2008
Neutral,6-Jun,Men,Baseball,2008
Overall,22-14,Men,Baseball,2009
OverallPCT,0.611,Men,Baseball,2009
Conf,4-Aug,Men,Baseball,2009
ConfPCT,0.667,Men,Baseball,2009
Streak,L4,Men,Baseball,2009
Home,3-Jul,Men,Baseball,2009
Away,6-Jul,Men,Baseball,2009
Neutral,5-Aug,Men,Baseball,2009
Overall,23-16,Men,Baseball,2010
OverallPCT,0.59,Men,Baseball,2010
Conf,Dec-00,Men,Baseball,2010
ConfPCT,1,Men,Baseball,2010
Streak,L1,Men,Baseball,2010
Home,5-Aug,Men,Baseball,2010
Away,3-Oct,Men,Baseball,2010
Neutral,8-May,Men,Baseball,2010
Overall,18-18,Men,Baseball,2011
OverallPCT,0.5,Men,Baseball,2011
Conf,1-Nov,Men,Baseball,2011
ConfPCT,0.917,Men,Baseball,2011
Streak,L1,Men,Baseball,2011
Home,3-Jun,Men,Baseball,2011
Away,5-Jul,Men,Baseball,2011
Neutral,10-May,Men,Baseball,2011
Overall,17-20,Men,Baseball,2012
OverallPCT,0.459,Men,Baseball,2012
Conf,4-Aug,Men,Baseball,2012
ConfPCT,0.667,Men,Baseball,2012
Streak,L1,Men,Baseball,2012
Home,4-Oct,Men,Baseball,2012
Away,5-Mar,Men,Baseball,2012
Neutral,11-Apr,Men,Baseball,2012
Overall,13-21,Men,Baseball,2013
OverallPCT,0.382,Men,Baseball,2013
Conf,8-Aug,Men,Baseball,2013
ConfPCT,0.5,Men,Baseball,2013
Streak,L4,Men,Baseball,2013
Home,7-Mar,Men,Baseball,2013
Away,5-Jul,Men,Baseball,2013
Neutral,9-Mar,Men,Baseball,2013
Overall,21-17,Men,Baseball,2014
OverallPCT,0.553,Men,Baseball,2014
Conf,4-Dec,Men,Baseball,2014
ConfPCT,0.75,Men,Baseball,2014
Streak,L1,Men,Baseball,2014
Home,3-May,Men,Baseball,2014
Away,4-Sep,Men,Baseball,2014
Neutral,10-Jul,Men,Baseball,2014
Overall,18-19,Men,Baseball,2015
OverallPCT,0.486,Men,Baseball,2015
Conf,5-Nov,Men,Baseball,2015
ConfPCT,0.688,Men,Baseball,2015
Streak,L2,Men,Baseball,2015
Home,4-Sep,Men,Baseball,2015
Away,7-Jul,Men,Baseball,2015
Neutral,8-Feb,Men,Baseball,2015
Overall,30-8,Men,Baseball,2016
OverallPCT,0.789,Men,Baseball,2016
Conf,14-2,Men,Baseball,2016
ConfPCT,0.875,Men,Baseball,2016
Streak,L1,Men,Baseball,2016
Home,1-Sep,Men,Baseball,2016
Away,3-Dec,Men,Baseball,2016
Neutral,4-Sep,Men,Baseball,2016
Overall,20-16,Men,Baseball,2017
OverallPCT,0.556,Men,Baseball,2017
Conf,13-7,Men,Baseball,2017
ConfPCT,0.65,Men,Baseball,2017
Streak,L4,Men,Baseball,2017
Home,6-Jun,Men,Baseball,2017
Away,3-Aug,Men,Baseball,2017
Neutral,7-Jun,Men,Baseball,2017
Overall,17-22,Men,Baseball,2018
OverallPCT,0.436,Men,Baseball,2018
Conf,13-6,Men,Baseball,2018
ConfPCT,0.684,Men,Baseball,2018
Streak,L1,Men,Baseball,2018
Home,6-Apr,Men,Baseball,2018
Away,5-Aug,Men,Baseball,2018
Neutral,11-May,Men,Baseball,2018
Overall,14-20,Men,Baseball,2019
OverallPCT,0.412,Men,Baseball,2019
Conf,8-Aug,Men,Baseball,2019
ConfPCT,0.5,Men,Baseball,2019
Streak,W1,Men,Baseball,2019
Home,3-Mar,Men,Baseball,2019
Away,10-May,Men,Baseball,2019
Neutral,7-Jun,Men,Baseball,2019
Overall,3-May,Men,Baseball,2020
OverallPCT,0.625,Men,Baseball,2020
Conf,0-0,Men,Baseball,2020
ConfPCT,0,Men,Baseball,2020
Streak,W1,Men,Baseball,2020
Home,0-0,Men,Baseball,2020
Away,0-0,Men,Baseball,2020
Neutral,3-May,Men,Baseball,2020
Overall,16-8,Men,Baseball,2021
OverallPCT,0.667,Men,Baseball,2021
Conf,16-8,Men,Baseball,2021
ConfPCT,0.667,Men,Baseball,2021
Streak,W10,Men,Baseball,2021
Home,3-Jul,Men,Baseball,2021
Away,5-Sep,Men,Baseball,2021
Neutral,0-0,Men,Baseball,2021
Overall,14-21,Men,Baseball,2022
OverallPCT,0.4,Men,Baseball,2022
Conf,13-Nov,Men,Baseball,2022
ConfPCT,0.458,Men,Baseball,2022
Streak,L2,Men,Baseball,2022
Home,7-Sep,Men,Baseball,2022
Away,7-Mar,Men,Baseball,2022
Neutral,7-Feb,Men,Baseball,2022
Overall,18-21,Men,Baseball,2023
OverallPCT,0.462,Men,Baseball,2023
Conf,14-10,Men,Baseball,2023
ConfPCT,0.583,Men,Baseball,2023
Streak,L2,Men,Baseball,2023
Home,7-Aug,Men,Baseball,2023
Away,6-Aug,Men,Baseball,2023
Neutral,8-Feb,Men,Baseball,2023
Overall,16-23,Men,Baseball,2024
OverallPCT,0.41,Men,Baseball,2024
Conf,14-Sep,Men,Baseball,2024
ConfPCT,0.391,Men,Baseball,2024
Streak,L1,Men,Baseball,2024
Home,7-Jun,Men,Baseball,2024
Away,13-Apr,Men,Baseball,2024
Neutral,3-Jun,Men,Baseball,2024
Overall,0-0,Men,Baseball,2025
OverallPCT,0,Men,Baseball,2025
Conf,0-0,Men,Baseball,2025
ConfPCT,0,Men,Baseball,2025
Streak,,Men,Baseball,2025
Home,0-0,Men,Baseball,2025
Away,0-0,Men,Baseball,2025
Neutral,0-0,Men,Baseball,2025
Overall,3-Apr,Men,Basketball,1900
OverallPCT,0.571,Men,Basketball,1900
Conf,0-0,Men,Basketball,1900
ConfPCT,0,Men,Basketball,1900
Streak,L1,Men,Basketball,1900
Home,0-0,Men,Basketball,1900
Away,0-0,Men,Basketball,1900
Neutral,3-Apr,Men,Basketball,1900
Overall,2-Feb,Men,Basketball,1901
OverallPCT,0.5,Men,Basketball,1901
Conf,0-0,Men,Basketball,1901
ConfPCT,0,Men,Basketball,1901
Streak,L1,Men,Basketball,1901
Home,0-1,Men,Basketball,1901
Away,0-0,Men,Basketball,1901
Neutral,1-Feb,Men,Basketball,1901
Overall,5-Jul,Men,Basketball,1902
OverallPCT,0.583,Men,Basketball,1902
Conf,0-0,Men,Basketball,1902
ConfPCT,0,Men,Basketball,1902
Streak,L2,Men,Basketball,1902
Home,Jan-00,Men,Basketball,1902
Away,3-Jan,Men,Basketball,1902
Neutral,2-May,Men,Basketball,1902
Overall,4-Jul,Men,Basketball,1903
OverallPCT,0.636,Men,Basketball,1903
Conf,0-0,Men,Basketball,1903
ConfPCT,0,Men,Basketball,1903
Streak,L2,Men,Basketball,1903
Home,2-Jan,Men,Basketball,1903
Away,0-2,Men,Basketball,1903
Neutral,Jun-00,Men,Basketball,1903
Overall,3-Aug,Men,Basketball,1904
OverallPCT,0.727,Men,Basketball,1904
Conf,0-0,Men,Basketball,1904
ConfPCT,0,Men,Basketball,1904
Streak,L1,Men,Basketball,1904
Home,Feb-00,Men,Basketball,1904
Away,0-1,Men,Basketball,1904
Neutral,2-Jun,Men,Basketball,1904
Overall,4-Aug,Men,Basketball,1905
OverallPCT,0.667,Men,Basketball,1905
Conf,0-0,Men,Basketball,1905
ConfPCT,0,Men,Basketball,1905
Streak,L1,Men,Basketball,1905
Home,Jan-00,Men,Basketball,1905
Away,0-2,Men,Basketball,1905
Neutral,2-Jul,Men,Basketball,1905
Overall,2-Sep,Men,Basketball,1906
OverallPCT,0.818,Men,Basketball,1906
Conf,0-0,Men,Basketball,1906
ConfPCT,0,Men,Basketball,1906
Streak,W5,Men,Basketball,1906
Home,Feb-00,Men,Basketball,1906
Away,Jan-00,Men,Basketball,1906
Neutral,2-Jun,Men,Basketball,1906
Overall,14-3,Men,Basketball,1907
OverallPCT,0.824,Men,Basketball,1907
Conf,0-0,Men,Basketball,1907
ConfPCT,0,Men,Basketball,1907
Streak,W7,Men,Basketball,1907
Home,Apr-00,Men,Basketball,1907
Away,0-1,Men,Basketball,1907
Neutral,2-Oct,Men,Basketball,1907
Overall,1-Dec,Men,Basketball,1908
OverallPCT,0.923,Men,Basketball,1908
Conf,0-0,Men,Basketball,1908
ConfPCT,0,Men,Basketball,1908
Streak,L1,Men,Basketball,1908
Home,Mar-00,Men,Basketball,1908
Away,Mar-00,Men,Basketball,1908
Neutral,1-Jun,Men,Basketball,1908
Overall,1-Dec,Men,Basketball,1909
OverallPCT,0.923,Men,Basketball,1909
Conf,0-0,Men,Basketball,1909
ConfPCT,0,Men,Basketball,1909
Streak,W8,Men,Basketball,1909
Home,Mar-00,Men,Basketball,1909
Away,1-Apr,Men,Basketball,1909
Neutral,May-00,Men,Basketball,1909
Overall,13-1,Men,Basketball,1910
OverallPCT,0.929,Men,Basketball,1910
Conf,0-0,Men,Basketball,1910
ConfPCT,0,Men,Basketball,1910
Streak,L1,Men,Basketball,1910
Home,1-Apr,Men,Basketball,1910
Away,Feb-00,Men,Basketball,1910
Neutral,Jul-00,Men,Basketball,1910
Overall,4-Sep,Men,Basketball,1911
OverallPCT,0.692,Men,Basketball,1911
Conf,0-0,Men,Basketball,1911
ConfPCT,0,Men,Basketball,1911
Streak,L2,Men,Basketball,1911
Home,Feb-00,Men,Basketball,1911
Away,1-Feb,Men,Basketball,1911
Neutral,3-May,Men,Basketball,1911
Overall,Nov-00,Men,Basketball,1912
OverallPCT,1,Men,Basketball,1912
Conf,0-0,Men,Basketball,1912
ConfPCT,0,Men,Basketball,1912
Streak,W11,Men,Basketball,1912
Home,Mar-00,Men,Basketball,1912
Away,Mar-00,Men,Basketball,1912
Neutral,May-00,Men,Basketball,1912
Overall,1-Oct,Men,Basketball,1913
OverallPCT,0.909,Men,Basketball,1913
Conf,0-0,Men,Basketball,1913
ConfPCT,0,Men,Basketball,1913
Streak,W1,Men,Basketball,1913
Home,1-Feb,Men,Basketball,1913
Away,Feb-00,Men,Basketball,1913
Neutral,Jun-00,Men,Basketball,1913
Overall,4-Oct,Men,Basketball,1914
OverallPCT,0.714,Men,Basketball,1914
Conf,0-0,Men,Basketball,1914
ConfPCT,0,Men,Basketball,1914
Streak,W2,Men,Basketball,1914
Home,0-1,Men,Basketball,1914
Away,2-Feb,Men,Basketball,1914
Neutral,1-Aug,Men,Basketball,1914
Overall,6-Jun,Men,Basketball,1915
OverallPCT,0.5,Men,Basketball,1915
Conf,0-0,Men,Basketball,1915
ConfPCT,0,Men,Basketball,1915
Streak,W1,Men,Basketball,1915
Home,1-Feb,Men,Basketball,1915
Away,2-Jan,Men,Basketball,1915
Neutral,3-Mar,Men,Basketball,1915
Overall,5-Sep,Men,Basketball,1916
OverallPCT,0.643,Men,Basketball,1916
Conf,0-0,Men,Basketball,1916
ConfPCT,0,Men,Basketball,1916
Streak,L1,Men,Basketball,1916
Home,2-Jan,Men,Basketball,1916
Away,3-Jan,Men,Basketball,1916
Neutral,Jul-00,Men,Basketball,1916
Overall,4-Jul,Men,Basketball,1917
OverallPCT,0.636,Men,Basketball,1917
Conf,0-0,Men,Basketball,1917
ConfPCT,0,Men,Basketball,1917
Streak,W3,Men,Basketball,1917
Home,2-Apr,Men,Basketball,1917
Away,2-Mar,Men,Basketball,1917
Neutral,0-0,Men,Basketball,1917
Overall,5-Jun,Men,Basketball,1918
OverallPCT,0.545,Men,Basketball,1918
Conf,3-May,Men,Basketball,1918
ConfPCT,0.625,Men,Basketball,1918
Streak,W1,Men,Basketball,1918
Home,2-Apr,Men,Basketball,1918
Away,3-Feb,Men,Basketball,1918
Neutral,0-0,Men,Basketball,1918
Overall,10-Apr,Men,Basketball,1919
OverallPCT,0.286,Men,Basketball,1919
Conf,9-Jan,Men,Basketball,1919
ConfPCT,0.1,Men,Basketball,1919
Streak,L3,Men,Basketball,1919
Home,4-Apr,Men,Basketball,1919
Away,0-6,Men,Basketball,1919
Neutral,0-0,Men,Basketball,1919
Overall,12-Jun,Men,Basketball,1920
OverallPCT,0.333,Men,Basketball,1920
Conf,12-Feb,Men,Basketball,1920
ConfPCT,0.143,Men,Basketball,1920
Streak,L2,Men,Basketball,1920
Home,6-Mar,Men,Basketball,1920
Away,6-Mar,Men,Basketball,1920
Neutral,0-0,Men,Basketball,1920
Overall,14-May,Men,Basketball,1921
OverallPCT,0.263,Men,Basketball,1921
Conf,14-Feb,Men,Basketball,1921
ConfPCT,0.125,Men,Basketball,1921
Streak,W1,Men,Basketball,1921
Home,7-Mar,Men,Basketball,1921
Away,7-Jan,Men,Basketball,1921
Neutral,Jan-00,Men,Basketball,1921
Overall,13-Mar,Men,Basketball,1922
OverallPCT,0.188,Men,Basketball,1922
Conf,13-Mar,Men,Basketball,1922
ConfPCT,0.188,Men,Basketball,1922
Streak,L4,Men,Basketball,1922
Home,7-Jan,Men,Basketball,1922
Away,6-Feb,Men,Basketball,1922
Neutral,0-0,Men,Basketball,1922
Overall,14-Apr,Men,Basketball,1923
OverallPCT,0.222,Men,Basketball,1923
Conf,12-Apr,Men,Basketball,1923
ConfPCT,0.25,Men,Basketball,1923
Streak,L5,Men,Basketball,1923
Home,5-Mar,Men,Basketball,1923
Away,9-Jan,Men,Basketball,1923
Neutral,0-0,Men,Basketball,1923
Overall,13-Apr,Men,Basketball,1924
OverallPCT,0.235,Men,Basketball,1924
Conf,12-Apr,Men,Basketball,1924
ConfPCT,0.25,Men,Basketball,1924
Streak,L6,Men,Basketball,1924
Home,5-Mar,Men,Basketball,1924
Away,8-Jan,Men,Basketball,1924
Neutral,0-0,Men,Basketball,1924
Overall,14-Jan,Men,Basketball,1925
OverallPCT,0.067,Men,Basketball,1925
Conf,13-Jan,Men,Basketball,1925
ConfPCT,0.071,Men,Basketball,1925
Streak,L6,Men,Basketball,1925
Home,0-7,Men,Basketball,1925
Away,7-Jan,Men,Basketball,1925
Neutral,0-0,Men,Basketball,1925
Overall,15-Feb,Men,Basketball,1926
OverallPCT,0.118,Men,Basketball,1926
Conf,13-Feb,Men,Basketball,1926
ConfPCT,0.133,Men,Basketball,1926
Streak,L8,Men,Basketball,1926
Home,5-Feb,Men,Basketball,1926
Away,0-10,Men,Basketball,1926
Neutral,0-0,Men,Basketball,1926
Overall,13-Jun,Men,Basketball,1927
OverallPCT,0.316,Men,Basketball,1927
Conf,12-Jun,Men,Basketball,1927
ConfPCT,0.333,Men,Basketball,1927
Streak,L2,Men,Basketball,1927
Home,5-Apr,Men,Basketball,1927
Away,8-Feb,Men,Basketball,1927
Neutral,0-0,Men,Basketball,1927
Overall,11-Jun,Men,Basketball,1928
OverallPCT,0.353,Men,Basketball,1928
Conf,0-5,Men,Basketball,1928
ConfPCT,0,Men,Basketball,1928
Streak,L1,Men,Basketball,1928
Home,4-Apr,Men,Basketball,1928
Away,7-Feb,Men,Basketball,1928
Neutral,0-0,Men,Basketball,1928
Overall,9-Jun,Men,Basketball,1929
OverallPCT,0.4,Men,Basketball,1929
Conf,4-Apr,Men,Basketball,1929
ConfPCT,0.5,Men,Basketball,1929
Streak,L1,Men,Basketball,1929
Home,3-Apr,Men,Basketball,1929
Away,6-Feb,Men,Basketball,1929
Neutral,0-0,Men,Basketball,1929
Overall,8-Jul,Men,Basketball,1930
OverallPCT,0.467,Men,Basketball,1930
Conf,5-Mar,Men,Basketball,1930
ConfPCT,0.375,Men,Basketball,1930
Streak,L1,Men,Basketball,1930
Home,2-May,Men,Basketball,1930
Away,6-Feb,Men,Basketball,1930
Neutral,0-0,Men,Basketball,1930
Overall,8-Aug,Men,Basketball,1931
OverallPCT,0.5,Men,Basketball,1931
Conf,3-May,Men,Basketball,1931
ConfPCT,0.625,Men,Basketball,1931
Streak,L2,Men,Basketball,1931
Home,4-Mar,Men,Basketball,1931
Away,4-May,Men,Basketball,1931
Neutral,0-0,Men,Basketball,1931
Overall,11-May,Men,Basketball,1932
OverallPCT,0.312,Men,Basketball,1932
Conf,7-Mar,Men,Basketball,1932
ConfPCT,0.3,Men,Basketball,1932
Streak,W1,Men,Basketball,1932
Home,4-May,Men,Basketball,1932
Away,0-7,Men,Basketball,1932
Neutral,0-0,Men,Basketball,1932
Overall,7-Aug,Men,Basketball,1933
OverallPCT,0.533,Men,Basketball,1933
Conf,5-May,Men,Basketball,1933
ConfPCT,0.5,Men,Basketball,1933
Streak,W1,Men,Basketball,1933
Home,3-Apr,Men,Basketball,1933
Away,4-Apr,Men,Basketball,1933
Neutral,0-0,Men,Basketball,1933
Overall,8-Nov,Men,Basketball,1934
OverallPCT,0.579,Men,Basketball,1934
Conf,5-Jul,Men,Basketball,1934
ConfPCT,0.583,Men,Basketball,1934
Streak,L2,Men,Basketball,1934
Home,1-Jun,Men,Basketball,1934
Away,7-May,Men,Basketball,1934
Neutral,0-0,Men,Basketball,1934
Overall,11-Jul,Men,Basketball,1935
OverallPCT,0.389,Men,Basketball,1935
Conf,8-Apr,Men,Basketball,1935
ConfPCT,0.333,Men,Basketball,1935
Streak,L1,Men,Basketball,1935
Home,5-Mar,Men,Basketball,1935
Away,6-Apr,Men,Basketball,1935
Neutral,0-0,Men,Basketball,1935
Overall,10-Aug,Men,Basketball,1936
OverallPCT,0.444,Men,Basketball,1936
Conf,5-Jul,Men,Basketball,1936
ConfPCT,0.583,Men,Basketball,1936
Streak,W1,Men,Basketball,1936
Home,4-May,Men,Basketball,1936
Away,6-Mar,Men,Basketball,1936
Neutral,0-0,Men,Basketball,1936
Overall,9-Oct,Men,Basketball,1937
OverallPCT,0.526,Men,Basketball,1937
Conf,7-Jul,Men,Basketball,1937
ConfPCT,0.5,Men,Basketball,1937
Streak,L1,Men,Basketball,1937
Home,3-Jul,Men,Basketball,1937
Away,6-Mar,Men,Basketball,1937
Neutral,0-0,Men,Basketball,1937
Overall,14-7,Men,Basketball,1938
OverallPCT,0.667,Men,Basketball,1938
Conf,6-Aug,Men,Basketball,1938
ConfPCT,0.571,Men,Basketball,1938
Streak,L1,Men,Basketball,1938
Home,3-Jun,Men,Basketball,1938
Away,4-Jun,Men,Basketball,1938
Neutral,Feb-00,Men,Basketball,1938
Overall,12-Aug,Men,Basketball,1939
OverallPCT,0.4,Men,Basketball,1939
Conf,5-Jul,Men,Basketball,1939
ConfPCT,0.583,Men,Basketball,1939
Streak,L4,Men,Basketball,1939
Home,5-Apr,Men,Basketball,1939
Away,6-Mar,Men,Basketball,1939
Neutral,1-Jan,Men,Basketball,1939
Overall,6-Nov,Men,Basketball,1940
OverallPCT,0.647,Men,Basketball,1940
Conf,2-Oct,Men,Basketball,1940
ConfPCT,0.833,Men,Basketball,1940
Streak,L2,Men,Basketball,1940
Home,1-Jul,Men,Basketball,1940
Away,5-Apr,Men,Basketball,1940
Neutral,0-0,Men,Basketball,1940
Overall,9-Sep,Men,Basketball,1941
OverallPCT,0.5,Men,Basketball,1941
Conf,6-Jun,Men,Basketball,1941
ConfPCT,0.5,Men,Basketball,1941
Streak,W1,Men,Basketball,1941
Home,2-Jul,Men,Basketball,1941
Away,7-Jan,Men,Basketball,1941
Neutral,Jan-00,Men,Basketball,1941
Overall,11-May,Men,Basketball,1942
OverallPCT,0.312,Men,Basketball,1942
Conf,3-Apr,Men,Basketball,1942
ConfPCT,0.571,Men,Basketball,1942
Streak,L1,Men,Basketball,1942
Home,6-Apr,Men,Basketball,1942
Away,5-Jan,Men,Basketball,1942
Neutral,0-0,Men,Basketball,1942
Overall,10-May,Men,Basketball,1945
OverallPCT,0.333,Men,Basketball,1945
Conf,7-Mar,Men,Basketball,1945
ConfPCT,0.3,Men,Basketball,1945
Streak,L1,Men,Basketball,1945
Home,4-Jan,Men,Basketball,1945
Away,6-Apr,Men,Basketball,1945
Neutral,0-0,Men,Basketball,1945
Overall,12-Aug,Men,Basketball,1946
OverallPCT,0.4,Men,Basketball,1946
Conf,8-May,Men,Basketball,1946
ConfPCT,0.385,Men,Basketball,1946
Streak,W1,Men,Basketball,1946
Home,3-Aug,Men,Basketball,1946
Away,0-9,Men,Basketball,1946
Neutral,0-0,Men,Basketball,1946
Overall,9-Sep,Men,Basketball,1947
OverallPCT,0.5,Men,Basketball,1947
Conf,8-May,Men,Basketball,1947
ConfPCT,0.385,Men,Basketball,1947
Streak,L2,Men,Basketball,1947
Home,3-May,Men,Basketball,1947
Away,6-Apr,Men,Basketball,1947
Neutral,0-0,Men,Basketball,1947
Overall,5-Dec,Men,Basketball,1948
OverallPCT,0.706,Men,Basketball,1948
Conf,4-Sep,Men,Basketball,1948
ConfPCT,0.692,Men,Basketball,1948
Streak,L1,Men,Basketball,1948
Home,1-Jul,Men,Basketball,1948
Away,3-Apr,Men,Basketball,1948
Neutral,1-Jan,Men,Basketball,1948
Overall,7-Nov,Men,Basketball,1949
OverallPCT,0.611,Men,Basketball,1949
Conf,4-Sep,Men,Basketball,1949
ConfPCT,0.692,Men,Basketball,1949
Streak,L1,Men,Basketball,1949
Home,1-Jun,Men,Basketball,1949
Away,4-Apr,Men,Basketball,1949
Neutral,2-Jan,Men,Basketball,1949
Overall,10-Aug,Men,Basketball,1950
OverallPCT,0.444,Men,Basketball,1950
Conf,7-Jun,Men,Basketball,1950
ConfPCT,0.462,Men,Basketball,1950
Streak,L2,Men,Basketball,1950
Home,3-May,Men,Basketball,1950
Away,7-Jan,Men,Basketball,1950
Neutral,Feb-00,Men,Basketball,1950
Overall,13-May,Men,Basketball,1951
OverallPCT,0.278,Men,Basketball,1951
Conf,10-Mar,Men,Basketball,1951
ConfPCT,0.231,Men,Basketball,1951
Streak,W1,Men,Basketball,1951
Home,8-Feb,Men,Basketball,1951
Away,5-Mar,Men,Basketball,1951
Neutral,0-0,Men,Basketball,1951
Overall,8-Oct,Men,Basketball,1952
OverallPCT,0.556,Men,Basketball,1952
Conf,5-Jul,Men,Basketball,1952
ConfPCT,0.583,Men,Basketball,1952
Streak,L2,Men,Basketball,1952
Home,Aug-00,Men,Basketball,1952
Away,8-Feb,Men,Basketball,1952
Neutral,0-0,Men,Basketball,1952
Overall,8-Oct,Men,Basketball,1953
OverallPCT,0.556,Men,Basketball,1953
Conf,4-Aug,Men,Basketball,1953
ConfPCT,0.667,Men,Basketball,1953
Streak,W1,Men,Basketball,1953
Home,3-Jul,Men,Basketball,1953
Away,5-Mar,Men,Basketball,1953
Neutral,0-0,Men,Basketball,1953
Overall,13-8,Men,Basketball,1954
OverallPCT,0.619,Men,Basketball,1954
Conf,6-Jun,Men,Basketball,1954
ConfPCT,0.5,Men,Basketball,1954
Streak,L1,Men,Basketball,1954
Home,1-Aug,Men,Basketball,1954
Away,6-Mar,Men,Basketball,1954
Neutral,1-Feb,Men,Basketball,1954
Overall,9-Nov,Men,Basketball,1955
OverallPCT,0.55,Men,Basketball,1955
Conf,7-Sep,Men,Basketball,1955
ConfPCT,0.562,Men,Basketball,1955
Streak,L1,Men,Basketball,1955
Home,3-Jul,Men,Basketball,1955
Away,6-Apr,Men,Basketball,1955
Neutral,0-0,Men,Basketball,1955
Overall,11-Sep,Men,Basketball,1956
OverallPCT,0.45,Men,Basketball,1956
Conf,8-Aug,Men,Basketball,1956
ConfPCT,0.5,Men,Basketball,1956
Streak,L1,Men,Basketball,1956
Home,3-Jul,Men,Basketball,1956
Away,8-Feb,Men,Basketball,1956
Neutral,0-0,Men,Basketball,1956
Overall,13-Aug,Men,Basketball,1957
OverallPCT,0.381,Men,Basketball,1957
Conf,10-Jun,Men,Basketball,1957
ConfPCT,0.375,Men,Basketball,1957
Streak,L4,Men,Basketball,1957
Home,4-Jun,Men,Basketball,1957
Away,8-Jan,Men,Basketball,1957
Neutral,1-Jan,Men,Basketball,1957
Overall,13-8,Men,Basketball,1958
OverallPCT,0.619,Men,Basketball,1958
Conf,4-Dec,Men,Basketball,1958
ConfPCT,0.75,Men,Basketball,1958
Streak,L2,Men,Basketball,1958
Home,4-Jul,Men,Basketball,1958
Away,4-Jun,Men,Basketball,1958
Neutral,0-0,Men,Basketball,1958
Overall,13-Sep,Men,Basketball,1959
OverallPCT,0.409,Men,Basketball,1959
Conf,10-Aug,Men,Basketball,1959
ConfPCT,0.444,Men,Basketball,1959
Streak,W1,Men,Basketball,1959
Home,3-Jun,Men,Basketball,1959
Away,8-Mar,Men,Basketball,1959
Neutral,0-2,Men,Basketball,1959
Overall,10-Nov,Men,Basketball,1960
OverallPCT,0.524,Men,Basketball,1960
Conf,9-Sep,Men,Basketball,1960
ConfPCT,0.5,Men,Basketball,1960
Streak,W3,Men,Basketball,1960
Home,2-Sep,Men,Basketball,1960
Away,8-Feb,Men,Basketball,1960
Neutral,0-0,Men,Basketball,1960
Overall,18-4,Men,Basketball,1961
OverallPCT,0.818,Men,Basketball,1961
Conf,16-2,Men,Basketball,1961
ConfPCT,0.889,Men,Basketball,1961
Streak,L2,Men,Basketball,1961
Home,Sep-00,Men,Basketball,1961
Away,3-Aug,Men,Basketball,1961
Neutral,1-Jan,Men,Basketball,1961
Overall,8-Dec,Men,Basketball,1962
OverallPCT,0.6,Men,Basketball,1962
Conf,7-Nov,Men,Basketball,1962
ConfPCT,0.611,Men,Basketball,1962
Streak,W2,Men,Basketball,1962
Home,3-Aug,Men,Basketball,1962
Away,5-Apr,Men,Basketball,1962
Neutral,0-0,Men,Basketball,1962
Overall,10-Dec,Men,Basketball,1963
OverallPCT,0.545,Men,Basketball,1963
Conf,9-Sep,Men,Basketball,1963
ConfPCT,0.5,Men,Basketball,1963
Streak,W1,Men,Basketball,1963
Home,4-May,Men,Basketball,1963
Away,6-May,Men,Basketball,1963
Neutral,Feb-00,Men,Basketball,1963
Overall,15-Jul,Men,Basketball,1964
OverallPCT,0.318,Men,Basketball,1964
Conf,13-May,Men,Basketball,1964
ConfPCT,0.278,Men,Basketball,1964
Streak,L4,Men,Basketball,1964
Home,5-May,Men,Basketball,1964
Away,9-Feb,Men,Basketball,1964
Neutral,0-1,Men,Basketball,1964
Overall,19-Mar,Men,Basketball,1965
OverallPCT,0.136,Men,Basketball,1965
Conf,17-Jan,Men,Basketball,1965
ConfPCT,0.056,Men,Basketball,1965
Streak,L9,Men,Basketball,1965
Home,8-Feb,Men,Basketball,1965
Away,10-Jan,Men,Basketball,1965
Neutral,0-1,Men,Basketball,1965
Overall,20-Feb,Men,Basketball,1966
OverallPCT,0.091,Men,Basketball,1966
Conf,16-Feb,Men,Basketball,1966
ConfPCT,0.111,Men,Basketball,1966
