Year,Gender,Scores,Rank,School,Sport
2023,Men,2,8,Cornell College,Basketball
2023,Men,7,3,Cornell College,Track & Field (Indoor)
2023,Men,5,3,Cornell College,Tennis
2023,Men,4,6,Cornell College,Track & Field (Outdoor)
2023,Men,6,3,Cornell College,Baseball
2023,Men,47,4,Cornell College,Total
2023,Men,3,7,Grinnell College,Football
2023,Men,6,4,Grinnell College,Soccer
2023,Men,9,1,Grinnell College,Cross Country
2023,Men,8,2,Grinnell College,Basketball
2023,Men,9,1,Grinnell College,Swimming & Diving
2023,Men,6,4,Grinnell College,Track & Field (Indoor)
2023,Men,7,1,Grinnell College,Tennis
2023,Men,7,3,Grinnell College,Track & Field (Outdoor)
2023,Men,3,6,Grinnell College,Baseball
2023,Men,58,1,Grinnell College,Total
2023,Men,9.5,1,Illinois College,Football
2023,Men,9,1,Illinois College,Soccer
2023,Men,5,5,Illinois College,Cross Country
2023,Men,9,1,Illinois College,Basketball
2023,Men,5,4,Illinois College,Swimming & Diving
2023,Men,5,5,Illinois College,Track & Field (Indoor)
2023,Men,3,5,Illinois College,Tennis
2023,Men,8,2,Illinois College,Track & Field (Outdoor)
2023,Men,2,7,Illinois College,Baseball
2023,Men,55.5,2,Illinois College,Total
2023,Men,4,6,Knox College,Football
2023,Men,4,6,Knox College,Soccer
2023,Men,4,6,Knox College,Cross Country
2023,Men,3,7,Knox College,Basketball
2023,Men,1,8,Knox College,Swimming & Diving
2023,Men,1,9,Knox College,Track & Field (Indoor)
2023,Men,2,8,Knox College,Track & Field (Outdoor)
2023,Men,1,8,Knox College,Baseball
2023,Men,20,9,Knox College,Total
2023,Men,7,3,Lake Forest College,Football
2023,Men,7,3,Lake Forest College,Soccer
2023,Men,2,8,Lake Forest College,Cross Country
2023,Men,4,6,Lake Forest College,Basketball
2023,Men,7,2,Lake Forest College,Swimming & Diving
2023,Men,2,8,Lake Forest College,Track & Field (Indoor)
2023,Men,6,2,Lake Forest College,Tennis
2023,Men,1,9,Lake Forest College,Track & Field (Outdoor)
2023,Men,36,6,Lake Forest College,Total
2023,Men,1,9,Lawrence University,Football
2023,Men,1,9,Lawrence University,Soccer
2023,Men,6,4,Lawrence University,Cross Country
2023,Men,1,9,Lawrence University,Basketball
2023,Men,6,3,Lawrence University,Swimming & Diving
2023,Men,4,6,Lawrence University,Track & Field (Indoor)
2023,Men,4,4,Lawrence University,Tennis
2023,Men,3,7,Lawrence University,Track & Field (Outdoor)
2023,Men,9,1,Lawrence University,Baseball
2023,Men,35,7,Lawrence University,Total
2023,Men,9.5,1,Monmouth College,Football
2023,Men,3,7,Monmouth College,Soccer
2023,Men,3,7,Monmouth College,Cross Country
2023,Men,5,5,Monmouth College,Basketball
2023,Men,4,5,Monmouth College,Swimming & Diving
2023,Men,8,2,Monmouth College,Track & Field (Indoor)
2023,Men,1,7,Monmouth College,Tennis
2023,Men,6,4,Monmouth College,Track & Field (Outdoor)
2023,Men,4,5,Monmouth College,Baseball
2023,Men,43.5,5,Monmouth College,Total
2023,Men,5,5,Ripon College,Football
2023,Men,2,8,Ripon College,Soccer
2023,Men,7,3,Ripon College,Cross Country
2023,Men,6,4,Ripon College,Basketball
2023,Men,3,6,Ripon College,Swimming & Diving
2023,Men,9,1,Ripon College,Track & Field (Indoor)
2023,Men,2,6,Ripon College,Tennis
2023,Men,9,1,Ripon College,Track & Field (Outdoor)
2023,Men,5,4,Ripon College,Baseball
2023,Men,48,3,Ripon College,Total
2023,Women,1,9,Beloit College,Volleyball
2023,Women,6,4,Beloit College,Soccer
2023,Women,4,6,Beloit College,Cross Country
2023,Women,4,6,Beloit College,Basketball
2023,Women,3,6,Beloit College,Swimming & Diving
2023,Women,3,7,Beloit College,Track & Field (Indoor)
2023,Women,4,6,Beloit College,Track & Field (Outdoor)
2023,Women,2,8,Beloit College,Softball
2023,Women,27,8,Beloit College,Total
2023,Women,9,1,Cornell College,Volleyball
2023,Women,2,8,Cornell College,Soccer
2023,Women,6,4,Cornell College,Cross Country
2023,Women,5,3,Cornell College,Tennis
2023,Women,3,7,Cornell College,Basketball
2023,Women,5,5,Cornell College,Track & Field (Indoor)
2023,Women,6,4,Cornell College,Track & Field (Outdoor)
2023,Women,6,4,Cornell College,Softball
2023,Women,42,7,Cornell College,Total
2023,Women,6,4,Grinnell College,Volleyball
2023,Women,8,2,Grinnell College,Soccer
2023,Women,9,1,Grinnell College,Cross Country
2023,Women,7,1,Grinnell College,Tennis
2023,Women,5.5,4,Grinnell College,Basketball
2023,Women,9,1,Grinnell College,Swimming & Diving
2023,Women,7,3,Grinnell College,Track & Field (Indoor)
2023,Women,7,3,Grinnell College,Track & Field (Outdoor)
2023,Women,8,2,Grinnell College,Softball
2023,Women,66.5,1,Grinnell College,Total
2023,Women,8,2,Illinois College,Volleyball
2023,Women,4,6,Illinois College,Soccer
2023,Women,4,4,Illinois College,Tennis
2023,Women,7,3,Illinois College,Basketball
2023,Women,2,7,Illinois College,Swimming & Diving
2023,Women,6,4,Illinois College,Track & Field (Indoor)
2023,Women,5,5,Illinois College,Track & Field (Outdoor)
2023,Women,7,3,Illinois College,Softball
2023,Women,43,4,Illinois College,Total
2023,Women,2,8,Knox College,Volleyball
2023,Women,1,9,Knox College,Soccer
2023,Women,1,8,Knox College,Cross Country
2023,Women,8,2,Knox College,Basketball
2023,Women,1,8,Knox College,Swimming & Diving
2023,Women,2,8,Knox College,Track & Field (Indoor)
2023,Women,2,8,Knox College,Track & Field (Outdoor)
2023,Women,1,9,Knox College,Softball
2023,Women,18,9,Knox College,Total
2023,Women,7,3,Lake Forest College,Volleyball
2023,Women,9,1,Lake Forest College,Soccer
2023,Women,5,5,Lake Forest College,Cross Country
2023,Women,6,2,Lake Forest College,Tennis
2023,Women,2,8,Lake Forest College,Basketball
2023,Women,7,2,Lake Forest College,Swimming & Diving
2023,Women,1,9,Lake Forest College,Track & Field (Indoor)
2023,Women,1,9,Lake Forest College,Track & Field (Outdoor)
2023,Women,9,1,Lake Forest College,Softball
2023,Women,47,3,Lake Forest College,Total
2023,Women,3,7,Lawrence University,Volleyball
2023,Women,7,3,Lawrence University,Soccer
2023,Women,8,2,Lawrence University,Cross Country
2023,Women,2,6,Lawrence University,Tennis
2023,Women,5.5,4,Lawrence University,Basketball
2023,Women,6,3,Lawrence University,Swimming & Diving
2023,Women,4,6,Lawrence University,Track & Field (Indoor)
2023,Women,3,7,Lawrence University,Track & Field (Outdoor)
2023,Women,4,6,Lawrence University,Softball
2023,Women,42.5,5,Lawrence University,Total
2023,Women,5,5,Monmouth College,Volleyball
2023,Women,5,5,Monmouth College,Soccer
2023,Women,3,7,Monmouth College,Cross Country
2023,Women,3,5,Monmouth College,Tennis
2023,Women,1,9,Monmouth College,Basketball
2023,Women,4.5,4,Monmouth College,Swimming & Diving
2023,Women,8,2,Monmouth College,Track & Field (Indoor)
2023,Women,8,2,Monmouth College,Track & Field (Outdoor)
2023,Women,5,5,Monmouth College,Softball
2023,Women,42.5,5,Monmouth College,Total
2023,Women,4,6,Ripon College,Volleyball
2023,Women,3,7,Ripon College,Soccer
2023,Women,7,3,Ripon College,Cross Country
2023,Women,1,7,Ripon College,Tennis
2023,Women,9,1,Ripon College,Basketball
2023,Women,4.5,4,Ripon College,Swimming & Diving
2023,Women,9,1,Ripon College,Track & Field (Indoor)
2023,Women,9,1,Ripon College,Track & Field (Outdoor)
2023,Women,3,7,Ripon College,Softball
2023,Women,49.5,2,Ripon College,Total
2024,Men,1.5,8,Beloit College,Football
2024,Men,1,9,Beloit College,Soccer
2024,Men,1,9,Beloit College,Cross Country
2024,Men,2.5,7,Beloit College,Basketball
2024,Men,2,6,Beloit College,Swimming & Diving
2024,Men,5,5,Beloit College,Track & Field (Indoor)
2024,Men,13,9,Beloit College,Total
2024,Men,6,4,Cornell College,Football
2024,Men,4,6,Cornell College,Soccer
2024,Men,9,1,Cornell College,Cross Country
2024,Men,4,6,Cornell College,Basketball
2024,Men,9,1,Cornell College,Track & Field (Indoor)
2024,Men,32,5,Cornell College,Total
2024,Men,3.5,6,Grinnell College,Football
2024,Men,6.5,3,Grinnell College,Soccer
2024,Men,7,3,Grinnell College,Cross Country
2024,Men,8,2,Grinnell College,Basketball
2024,Men,8,1,Grinnell College,Swimming & Diving
2024,Men,4,6,Grinnell College,Track & Field (Indoor)
2024,Men,37,1,Grinnell College,Total
2024,Men,8,3,Illinois College,Football
2024,Men,8,2,Illinois College,Soccer
2024,Men,3,7,Illinois College,Cross Country
2024,Men,6.5,3,Illinois College,Basketball
2024,Men,5,3,Illinois College,Swimming & Diving
2024,Men,6,4,Illinois College,Track & Field (Indoor)
2024,Men,36.5,2,Illinois College,Total
2024,Men,3.5,6,Knox College,Football
2024,Men,6.5,3,Knox College,Soccer
2024,Men,5,5,Knox College,Cross Country
2024,Men,1,9,Knox College,Basketball
2024,Men,2,8,Knox College,Track & Field (Indoor)
2024,Men,18,8,Knox College,Total
2024,Men,10,1,Lake Forest College,Football
2024,Men,9,1,Lake Forest College,Soccer
2024,Men,2,8,Lake Forest College,Cross Country
2024,Men,6.5,3,Lake Forest College,Basketball
2024,Men,6,2,Lake Forest College,Swimming & Diving
2024,Men,1,9,Lake Forest College,Track & Field (Indoor)
2024,Men,34.5,4,Lake Forest College,Total
2024,Men,1.5,8,Lawrence University,Football
2024,Men,3,7,Lawrence University,Soccer
2024,Men,8,2,Lawrence University,Cross Country
2024,Men,2.5,7,Lawrence University,Basketball
2024,Men,4,4,Lawrence University,Swimming & Diving
2024,Men,3,7,Lawrence University,Track & Field (Indoor)
2024,Men,22,7,Lawrence University,Total
2024,Men,9,2,Monmouth College,Football
2024,Men,2,8,Monmouth College,Soccer
2024,Men,4,6,Monmouth College,Cross Country
2024,Men,9,1,Monmouth College,Basketball
2024,Men,3,5,Monmouth College,Swimming & Diving
2024,Men,8,2,Monmouth College,Track & Field (Indoor)
2024,Men,35,3,Monmouth College,Total
2024,Men,5,5,Ripon College,Football
2024,Men,5,5,Ripon College,Soccer
2024,Men,6,4,Ripon College,Cross Country
2024,Men,5,5,Ripon College,Basketball
2024,Men,1,7,Ripon College,Swimming & Diving
2024,Men,7,3,Ripon College,Track & Field (Indoor)
2024,Men,29,6,Ripon College,Total
2024,Women,1,9,Beloit College,Volleyball
2024,Women,6,4,Beloit College,Soccer
2024,Women,2,8,Beloit College,Cross Country
2024,Women,2,7,Beloit College,Basketball
2024,Women,5,3,Beloit College,Swimming & Diving
2024,Women,3,7,Beloit College,Track & Field (Indoor)
2024,Women,19,8,Beloit College,Total
2024,Women,9,1,Cornell College,Volleyball
2024,Women,2,8,Cornell College,Soccer
2024,Women,6,4,Cornell College,Cross Country
2024,Women,5,3,Cornell College,Tennis
2024,Women,5.5,4,Cornell College,Basketball
2024,Women,5,5,Cornell College,Track & Field (Indoor)
2024,Women,32.5,4,Cornell College,Total
2024,Women,8,2,Grinnell College,Volleyball
2024,Women,7,3,Grinnell College,Soccer
2024,Women,8,2,Grinnell College,Cross Country
2024,Women,7,1,Grinnell College,Tennis
2024,Women,7.5,2,Grinnell College,Basketball
2024,Women,8,1,Grinnell College,Swimming & Diving
2024,Women,7,3,Grinnell College,Track & Field (Indoor)
2024,Women,52.5,1,Grinnell College,Total
2024,Women,6,4,Illinois College,Volleyball
2024,Women,4,6,Illinois College,Soccer
2024,Women,1,9,Illinois College,Cross Country
2024,Women,4,4,Illinois College,Tennis
2024,Women,4,6,Illinois College,Basketball
2024,Women,1,7,Illinois College,Swimming & Diving
2024,Women,9,1,Illinois College,Track & Field (Indoor)
2024,Women,29,7,Illinois College,Total
2024,Women,3,7,Knox College,Volleyball
2024,Women,1,9,Knox College,Soccer
2024,Women,3,7,Knox College,Cross Country
2024,Women,5.5,4,Knox College,Basketball
2024,Women,1,9,Knox College,Track & Field (Indoor)
2024,Women,13.5,9,Knox College,Total
2024,Women,4,6,Lake Forest College,Volleyball
2024,Women,8.5,1,Lake Forest College,Soccer
2024,Women,5,5,Lake Forest College,Cross Country
2024,Women,6,2,Lake Forest College,Tennis
2024,Women,2,7,Lake Forest College,Basketball
2024,Women,6,2,Lake Forest College,Swimming & Diving
2024,Women,2,8,Lake Forest College,Track & Field (Indoor)
2024,Women,33.5,3,Lake Forest College,Total
2024,Women,5,5,Lawrence University,Volleyball
2024,Women,8.5,1,Lawrence University,Soccer
2024,Women,9,1,Lawrence University,Cross Country
2024,Women,3,5,Lawrence University,Tennis
2024,Women,7.5,2,Lawrence University,Basketball
2024,Women,4,4,Lawrence University,Swimming & Diving
2024,Women,4,6,Lawrence University,Track & Field (Indoor)
2024,Women,41,2,Lawrence University,Total
2024,Women,7,3,Monmouth College,Volleyball
2024,Women,5,5,Monmouth College,Soccer
2024,Women,4,6,Monmouth College,Cross Country
2024,Women,2,6,Monmouth College,Tennis
2024,Women,2,7,Monmouth College,Basketball
2024,Women,3,5,Monmouth College,Swimming & Diving
2024,Women,8,2,Monmouth College,Track & Field (Indoor)
2024,Women,31,5,Monmouth College,Total
2024,Women,2,8,Ripon College,Volleyball
2024,Women,3,7,Ripon College,Soccer
2024,Women,7,3,Ripon College,Cross Country
2024,Women,1,7,Ripon College,Tennis
2024,Women,9,1,Ripon College,Basketball
2024,Women,2,6,Ripon College,Swimming & Diving
2024,Women,6,4,Ripon College,Track & Field (Indoor)
2024,Women,30,6,Ripon College,Total
