Year,Gender,Scores,Rank,School,Sport
2012,Women,3,9,Beloit College,Track & Field (Outdoor)
2012,Women,2.5,9,Beloit College,Softball
2012,Women,33,10,Beloit College,Total
2012,Women,7,5,Carroll University,Volleyball
2012,Women,7.5,4,Carroll University,Soccer
2012,Women,6,6,Carroll University,Cross Country
2012,Women,8.5,3,Carroll University,Tennis
2012,Women,8,4,Carroll University,Swimming & Diving
2012,Women,8,4,Carroll University,Track & Field (Indoor)
2012,Women,8,4,Carroll University,Track & Field (Outdoor)
2012,Women,6.5,5,Carroll University,Softball
2012,Women,79,3,Carroll University,Total
2012,Women,11,1,Cornell College,Volleyball
2012,Women,2,10,Cornell College,Soccer
2012,Women,8,4,Cornell College,Cross Country
2012,Women,7,5,Cornell College,Tennis
2012,Women,6,6,Cornell College,Track & Field (Indoor)
2012,Women,4,8,Cornell College,Track & Field (Outdoor)
2012,Women,11,1,Cornell College,Softball
2012,Women,60,5,Cornell College,Total
2012,Women,5.5,6,Grinnell College,Volleyball
2012,Women,7.5,4,Grinnell College,Soccer
2012,Women,9,3,Grinnell College,Cross Country
2012,Women,11,1,Grinnell College,Tennis
2012,Women,11,1,Grinnell College,Swimming & Diving
2012,Women,5,7,Grinnell College,Track & Field (Indoor)
2012,Women,6,6,Grinnell College,Track & Field (Outdoor)
2012,Women,1,11,Grinnell College,Softball
2012,Women,71.5,4,Grinnell College,Total
2012,Women,5.5,6,Illinois College,Volleyball
2012,Women,5,7,Illinois College,Soccer
2012,Women,2,10,Illinois College,Cross Country
2012,Women,2,10,Illinois College,Tennis
2012,Women,6,6,Illinois College,Swimming & Diving
2012,Women,9,3,Illinois College,Track & Field (Indoor)
2012,Women,10,2,Illinois College,Track & Field (Outdoor)
2012,Women,6.5,5,Illinois College,Softball
2012,Women,57,6,Illinois College,Total
2012,Women,1,11,Knox College,Volleyball
2012,Women,1,11,Knox College,Soccer
2012,Women,3,9,Knox College,Cross Country
2012,Women,4,8,Knox College,Tennis
2012,Women,3,9,Knox College,Swimming & Diving
2012,Women,2,10,Knox College,Track & Field (Indoor)
2012,Women,2,10,Knox College,Track & Field (Outdoor)
2012,Women,2.5,9,Knox College,Softball
2012,Women,28.5,11,Knox College,Total
2012,Women,8.5,3,Lake Forest College,Volleyball
2012,Women,11,1,Lake Forest College,Soccer
2012,Women,1,11,Lake Forest College,Cross Country
2012,Women,10,2,Lake Forest College,Tennis
2012,Women,10,2,Lake Forest College,Swimming & Diving
2012,Women,8,4,Lake Forest College,Softball
2012,Women,55.5,7,Lake Forest College,Total
2012,Women,3,9,Lawrence University,Volleyball
2012,Women,3.5,8,Lawrence University,Soccer
2012,Women,4,8,Lawrence University,Cross Country
2012,Women,5,7,Lawrence University,Tennis
2012,Women,7,5,Lawrence University,Swimming & Diving
2012,Women,3,9,Lawrence University,Track & Field (Indoor)
2012,Women,5,7,Lawrence University,Track & Field (Outdoor)
2012,Women,10,2,Lawrence University,Softball
2012,Women,41.5,9,Lawrence University,Total
2012,Women,8.5,3,Monmouth College,Volleyball
2012,Women,9,3,Monmouth College,Soccer
2012,Women,11,1,Monmouth College,Cross Country
2012,Women,3,9,Monmouth College,Tennis
2012,Women,9,3,Monmouth College,Swimming & Diving
2012,Women,11,1,Monmouth College,Track & Field (Indoor)
2012,Women,11,1,Monmouth College,Track & Field (Outdoor)
2012,Women,4.5,7,Monmouth College,Softball
2012,Women,86,1,Monmouth College,Total
2012,Women,4,8,Ripon College,Volleyball
2012,Women,6,6,Ripon College,Soccer
2012,Women,7,5,Ripon College,Cross Country
2012,Women,1,11,Ripon College,Tennis
2012,Women,4,8,Ripon College,Swimming & Diving
2012,Women,7,5,Ripon College,Track & Field (Indoor)
2012,Women,7,5,Ripon College,Track & Field (Outdoor)
2012,Women,4.5,7,Ripon College,Softball
2012,Women,51,8,Ripon College,Total
2012,Women,10,2,St. Norbert College,Volleyball
2012,Women,10,2,St. Norbert College,Soccer
2012,Women,10,2,St. Norbert College,Cross Country
2012,Women,8.5,3,St. Norbert College,Tennis
2012,Women,10,2,St. Norbert College,Track & Field (Indoor)
2012,Women,9,3,St. Norbert College,Track & Field (Outdoor)
2012,Women,9,3,St. Norbert College,Softball
2012,Women,82,2,St. Norbert College,Total
2013,Men,2,9,Beloit College,Football
2013,Men,2,10,Beloit College,Soccer
2013,Men,4,8,Beloit College,Cross Country
2013,Men,4.5,7,Beloit College,Basketball
2013,Men,5,7,Beloit College,Swimming & Diving
2013,Men,3,9,Beloit College,Track & Field (Indoor)
2013,Men,3,9,Beloit College,Track & Field (Outdoor)
2013,Men,4.5,7,Beloit College,Baseball
2013,Men,28,11,Beloit College,Total
2013,Men,5.5,6,Carroll University,Football
2013,Men,10.5,1,Carroll University,Soccer
2013,Men,8,4,Carroll University,Cross Country
2013,Men,8.5,3,Carroll University,Basketball
2013,Men,8,4,Carroll University,Swimming & Diving
2013,Men,8,4,Carroll University,Track & Field (Indoor)
2013,Men,9,3,Carroll University,Tennis
2013,Men,9,3,Carroll University,Track & Field (Outdoor)
2013,Men,6.5,5,Carroll University,Baseball
2013,Men,83,3,Carroll University,Total
2013,Men,9,2,Cornell College,Football
2013,Men,1,11,Cornell College,Soccer
2013,Men,7,5,Cornell College,Cross Country
2013,Men,3,9,Cornell College,Basketball
2013,Men,5,7,Cornell College,Track & Field (Indoor)
2013,Men,5,7,Cornell College,Tennis
2013,Men,6,6,Cornell College,Track & Field (Outdoor)
2013,Men,8,4,Cornell College,Baseball
2013,Men,44,9,Cornell College,Total
2013,Men,4,8,Grinnell College,Football
2013,Men,5.5,6,Grinnell College,Soccer
2013,Men,11,1,Grinnell College,Cross Country
2013,Men,10,2,Grinnell College,Basketball
2013,Men,10,2,Grinnell College,Swimming & Diving
2013,Men,9,3,Grinnell College,Track & Field (Indoor)
2013,Men,11,1,Grinnell College,Tennis
2013,Men,8,4,Grinnell College,Track & Field (Outdoor)
2013,Men,10,2,Grinnell College,Baseball
2013,Men,85.5,2,Grinnell College,Total
2013,Men,9,2,Illinois College,Football
2013,Men,7,5,Illinois College,Soccer
2013,Men,3,9,Illinois College,Cross Country
2013,Men,6,6,Illinois College,Basketball
2013,Men,4,8,Illinois College,Swimming & Diving
2013,Men,7,5,Illinois College,Track & Field (Indoor)
2013,Men,2,10,Illinois College,Tennis
2013,Men,4,8,Illinois College,Track & Field (Outdoor)
2013,Men,6.5,5,Illinois College,Baseball
2013,Men,54.5,5,Illinois College,Total
2013,Men,2,9,Knox College,Football
2013,Men,8,4,Knox College,Soccer
2013,Men,6,6,Knox College,Cross Country
2013,Men,1,11,Knox College,Basketball
2013,Men,3,9,Knox College,Swimming & Diving
2013,Men,2,10,Knox College,Track & Field (Indoor)
2013,Men,6,6,Knox College,Tennis
2013,Men,2,10,Knox College,Track & Field (Outdoor)
2013,Men,2.5,9,Knox College,Baseball
2013,Men,37.5,10,Knox College,Total
2013,Men,9,2,Lake Forest College,Football
2013,Men,10.5,1,Lake Forest College,Soccer
2013,Men,5,7,Lake Forest College,Cross Country
2013,Men,4.5,7,Lake Forest College,Basketball
2013,Men,11,1,Lake Forest College,Swimming & Diving
2013,Men,7,5,Lake Forest College,Tennis
2013,Men,47,8,Lake Forest College,Total
2013,Men,2,9,Lawrence University,Football
2013,Men,5.5,6,Lawrence University,Soccer
2013,Men,10,2,Lawrence University,Cross Country
2013,Men,7,5,Lawrence University,Basketball
2013,Men,6,6,Lawrence University,Swimming & Diving
2013,Men,4,8,Lawrence University,Track & Field (Indoor)
2013,Men,4,8,Lawrence University,Tennis
2013,Men,5,7,Lawrence University,Track & Field (Outdoor)
2013,Men,2.5,9,Lawrence University,Baseball
2013,Men,54,6,Lawrence University,Total
2013,Men,5.5,6,Monmouth College,Football
2013,Men,3.5,8,Monmouth College,Soccer
2013,Men,1,11,Monmouth College,Cross Country
2013,Men,2,10,Monmouth College,Basketball
2013,Men,9,3,Monmouth College,Swimming & Diving
2013,Men,11,1,Monmouth College,Track & Field (Indoor)
2013,Men,10,2,Monmouth College,Tennis
2013,Men,11,1,Monmouth College,Track & Field (Outdoor)
2013,Men,4.5,7,Monmouth College,Baseball
2013,Men,68.5,4,Monmouth College,Total
2013,Men,7,5,Ripon College,Football
2013,Men,3.5,8,Ripon College,Soccer
2013,Men,2,10,Ripon College,Cross Country
2013,Men,8.5,3,Ripon College,Basketball
2013,Men,7,5,Ripon College,Swimming & Diving
2013,Men,6,6,Ripon College,Track & Field (Indoor)
2013,Men,3,9,Ripon College,Tennis
2013,Men,7,5,Ripon College,Track & Field (Outdoor)
2013,Men,9,3,Ripon College,Baseball
2013,Men,53,7,Ripon College,Total
2013,Men,11,1,St. Norbert College,Football
2013,Men,9,3,St. Norbert College,Soccer
2013,Men,9,3,St. Norbert College,Cross Country
2013,Men,11,1,St. Norbert College,Basketball
2013,Men,10,2,St. Norbert College,Track & Field (Indoor)
2013,Men,8,4,St. Norbert College,Tennis
2013,Men,10,2,St. Norbert College,Track & Field (Outdoor)
2013,Men,11,1,St. Norbert College,Baseball
2013,Men,88,1,St. Norbert College,Total
2013,Women,2,9,Beloit College,Volleyball
2013,Women,2,10,Beloit College,Soccer
2013,Women,6,6,Beloit College,Cross Country
2013,Women,7,5,Beloit College,Tennis
2013,Women,6,6,Beloit College,Swimming & Diving
2013,Women,5,7,Beloit College,Track & Field (Indoor)
2013,Women,4,8,Beloit College,Track & Field (Outdoor)
2013,Women,2.5,9,Beloit College,Softball
2013,Women,39,10,Beloit College,Total
2013,Women,9.5,2,Carroll University,Volleyball
2013,Women,7.5,4,Carroll University,Soccer
2013,Women,4,8,Carroll University,Cross Country
2013,Women,8,4,Carroll University,Tennis
2013,Women,9,3,Carroll University,Swimming & Diving
2013,Women,9,3,Carroll University,Track & Field (Indoor)
2013,Women,8,4,Carroll University,Track & Field (Outdoor)
2013,Women,6.5,5,Carroll University,Softball
2013,Women,76.5,2,Carroll University,Total
2013,Women,11,1,Cornell College,Volleyball
2013,Women,5,7,Cornell College,Soccer
2013,Women,10,2,Cornell College,Cross Country
2013,Women,5,7,Cornell College,Tennis
2013,Women,7,5,Cornell College,Track & Field (Indoor)
2013,Women,7,5,Cornell College,Track & Field (Outdoor)
2013,Women,6.5,5,Cornell College,Softball
2013,Women,62,5,Cornell College,Total
2013,Women,4,8,Grinnell College,Volleyball
2013,Women,7.5,4,Grinnell College,Soccer
2013,Women,11,1,Grinnell College,Cross Country
2013,Women,11,1,Grinnell College,Tennis
2013,Women,11,1,Grinnell College,Swimming & Diving
2013,Women,8,4,Grinnell College,Track & Field (Indoor)
2013,Women,10,2,Grinnell College,Track & Field (Outdoor)
2013,Women,1,11,Grinnell College,Softball
2013,Women,76.5,2,Grinnell College,Total
2013,Women,2,9,Illinois College,Volleyball
2013,Women,3.5,8,Illinois College,Soccer
2013,Women,3,9,Illinois College,Cross Country
2013,Women,2,10,Illinois College,Tennis
2013,Women,3,9,Illinois College,Swimming & Diving
2013,Women,6,6,Illinois College,Track & Field (Indoor)
2013,Women,6,6,Illinois College,Track & Field (Outdoor)
2013,Women,2.5,9,Illinois College,Softball
2013,Women,44.5,9,Illinois College,Total
2013,Women,2,9,Knox College,Volleyball
2013,Women,1,11,Knox College,Soccer
2013,Women,1,11,Knox College,Cross Country
2013,Women,4,8,Knox College,Tennis
2013,Women,4,8,Knox College,Swimming & Diving
2013,Women,2,10,Knox College,Track & Field (Indoor)
2013,Women,2,10,Knox College,Track & Field (Outdoor)
2013,Women,4.5,7,Knox College,Softball
2013,Women,29,11,Knox College,Total
2013,Women,7,5,Lake Forest College,Volleyball
2013,Women,9,3,Lake Forest College,Soccer
2013,Women,7,5,Lake Forest College,Cross Country
2013,Women,10,2,Lake Forest College,Tennis
2013,Women,10,2,Lake Forest College,Swimming & Diving
2013,Women,11,1,Lake Forest College,Softball
2013,Women,58.5,6,Lake Forest College,Total
2013,Women,5.5,6,Lawrence University,Volleyball
2013,Women,3.5,8,Lawrence University,Soccer
2013,Women,9,3,Lawrence University,Cross Country
2013,Women,6,6,Lawrence University,Tennis
2013,Women,8,4,Lawrence University,Swimming & Diving
2013,Women,3,9,Lawrence University,Track & Field (Indoor)
2013,Women,3,9,Lawrence University,Track & Field (Outdoor)
2013,Women,8,4,Lawrence University,Softball
2013,Women,47,8,Lawrence University,Total
2013,Women,5.5,6,Monmouth College,Volleyball
2013,Women,10,2,Monmouth College,Soccer
2013,Women,5,7,Monmouth College,Cross Country
2013,Women,1,11,Monmouth College,Tennis
2013,Women,7,5,Monmouth College,Swimming & Diving
2013,Women,11,1,Monmouth College,Track & Field (Indoor)
2013,Women,11,1,Monmouth College,Track & Field (Outdoor)
2013,Women,9,3,Monmouth College,Softball
2013,Women,76.5,2,Monmouth College,Total
2013,Women,8,4,Ripon College,Volleyball
2013,Women,6,6,Ripon College,Soccer
2013,Women,2,10,Ripon College,Cross Country
2013,Women,3,9,Ripon College,Tennis
2013,Women,5,7,Ripon College,Swimming & Diving
2013,Women,4,8,Ripon College,Track & Field (Indoor)
2013,Women,5,7,Ripon College,Track & Field (Outdoor)
2013,Women,4.5,7,Ripon College,Softball
2013,Women,49.5,7,Ripon College,Total
2013,Women,9.5,2,St. Norbert College,Volleyball
2013,Women,11,1,St. Norbert College,Soccer
2013,Women,8,4,St. Norbert College,Cross Country
2013,Women,9,3,St. Norbert College,Tennis
2013,Women,10,2,St. Norbert College,Track & Field (Indoor)
2013,Women,9,3,St. Norbert College,Track & Field (Outdoor)
2013,Women,10,2,St. Norbert College,Softball
2013,Women,86,1,St. Norbert College,Total
2014,Men,2,10,Beloit College,Football
2014,Men,3,9,Beloit College,Soccer
2014,Men,5,7,Beloit College,Cross Country
2014,Men,4.5,7,Beloit College,Basketball
2014,Men,7,5,Beloit College,Swimming & Diving
2014,Men,4,8,Beloit College,Track & Field (Indoor)
2014,Men,4,8,Beloit College,Track & Field (Outdoor)
2014,Men,6.5,5,Beloit College,Baseball
2014,Men,36,10,Beloit College,Total
2014,Men,9,3,Carroll University,Football
2014,Men,8,3,Carroll University,Soccer
2014,Men,10,2,Carroll University,Cross Country
2014,Men,3,9,Carroll University,Basketball
2014,Men,9,3,Carroll University,Swimming & Diving
2014,Men,9,3,Carroll University,Track & Field (Indoor)
2014,Men,8.5,3,Carroll University,Tennis
2014,Men,9,3,Carroll University,Track & Field (Outdoor)
2014,Men,4.5,7,Carroll University,Baseball
2014,Men,80,1,Carroll University,Total
2014,Men,7,5,Cornell College,Football
2014,Men,2,10,Cornell College,Soccer
2014,Men,7,5,Cornell College,Cross Country
2014,Men,4.5,7,Cornell College,Basketball
2014,Men,5,7,Cornell College,Track & Field (Indoor)
2014,Men,6,5,Cornell College,Tennis
2014,Men,6,6,Cornell College,Track & Field (Outdoor)
2014,Men,10,2,Cornell College,Baseball
2014,Men,47.5,9,Cornell College,Total
2014,Men,4,8,Grinnell College,Football
2014,Men,5.5,6,Grinnell College,Soccer
2014,Men,11,1,Grinnell College,Cross Country
2014,Men,8.5,3,Grinnell College,Basketball
2014,Men,10,2,Grinnell College,Swimming & Diving
2014,Men,7,5,Grinnell College,Track & Field (Indoor)
2014,Men,11,1,Grinnell College,Tennis
2014,Men,7,5,Grinnell College,Track & Field (Outdoor)
2014,Men,8,4,Grinnell College,Baseball
2014,Men,80,1,Grinnell College,Total
2014,Men,11,1,Illinois College,Football
2014,Men,8,3,Illinois College,Soccer
2014,Men,2,10,Illinois College,Cross Country
2014,Men,1,11,Illinois College,Basketball
2014,Men,5,7,Illinois College,Swimming & Diving
2014,Men,3,9,Illinois College,Track & Field (Indoor)
2014,Men,2,10,Illinois College,Tennis
2014,Men,5,7,Illinois College,Track & Field (Outdoor)
2014,Men,6.5,5,Illinois College,Baseball
2014,Men,49.5,7,Illinois College,Total
2014,Men,1,11,Knox College,Football
2014,Men,11,1,Knox College,Soccer
2014,Men,3,9,Knox College,Cross Country
2014,Men,2,10,Knox College,Basketball
2014,Men,3,9,Knox College,Swimming & Diving
2014,Men,2,10,Knox College,Track & Field (Indoor)
2014,Men,4,8,Knox College,Tennis
2014,Men,2,10,Knox College,Track & Field (Outdoor)
2014,Men,2.5,9,Knox College,Baseball
2014,Men,30.5,11,Knox College,Total
2014,Men,6,6,Lake Forest College,Football
2014,Men,10,2,Lake Forest College,Soccer
2014,Men,9,3,Lake Forest College,Cross Country
2014,Men,7,5,Lake Forest College,Basketball
2014,Men,11,1,Lake Forest College,Swimming & Diving
2014,Men,10,2,Lake Forest College,Tennis
2014,Men,58,5,Lake Forest College,Total
2014,Men,3,9,Lawrence University,Football
2014,Men,4,8,Lawrence University,Soccer
2014,Men,8,4,Lawrence University,Cross Country
2014,Men,6,6,Lawrence University,Basketball
2014,Men,4,8,Lawrence University,Swimming & Diving
2014,Men,6,6,Lawrence University,Track & Field (Indoor)
2014,Men,6,5,Lawrence University,Tennis
2014,Men,3,9,Lawrence University,Track & Field (Outdoor)
2014,Men,2.5,9,Lawrence University,Baseball
2014,Men,49.5,7,Lawrence University,Total
2014,Men,10,2,Monmouth College,Football
2014,Men,8,3,Monmouth College,Soccer
2014,Men,10,2,Monmouth College,Basketball
2014,Men,8,4,Monmouth College,Swimming & Diving
2014,Men,11,1,Monmouth College,Track & Field (Indoor)
2014,Men,8.5,3,Monmouth College,Tennis
2014,Men,10,2,Monmouth College,Track & Field (Outdoor)
2014,Men,4.5,7,Monmouth College,Baseball
2014,Men,79,3,Monmouth College,Total
2014,Men,5,7,Ripon College,Football
2014,Men,1,11,Ripon College,Soccer
2014,Men,4,8,Ripon College,Cross Country
2014,Men,8.5,3,Ripon College,Basketball
2014,Men,6,6,Ripon College,Swimming & Diving
2014,Men,8,4,Ripon College,Track & Field (Indoor)
2014,Men,3,9,Ripon College,Tennis
2014,Men,8,4,Ripon College,Track & Field (Outdoor)
2014,Men,11,1,Ripon College,Baseball
2014,Men,54.5,6,Ripon College,Total
2014,Men,8,4,St. Norbert College,Football
2014,Men,5.5,6,St. Norbert College,Soccer
2014,Men,6,6,St. Norbert College,Cross Country
2014,Men,11,1,St. Norbert College,Basketball
2014,Men,10,2,St. Norbert College,Track & Field (Indoor)
2014,Men,6,5,St. Norbert College,Tennis
2014,Men,11,1,St. Norbert College,Track & Field (Outdoor)
2014,Men,9,3,St. Norbert College,Baseball
2014,Men,77.5,4,St. Norbert College,Total
2014,Women,1,11,Beloit College,Volleyball
2014,Women,2,10,Beloit College,Soccer
2014,Women,6,6,Beloit College,Cross Country
2014,Women,4,8,Beloit College,Tennis
2014,Women,3,9,Beloit College,Basketball
2014,Women,4,8,Beloit College,Swimming & Diving
2014,Women,5,7,Beloit College,Track & Field (Indoor)
2014,Women,5,7,Beloit College,Track & Field (Outdoor)
2014,Women,4.5,7,Beloit College,Softball
2014,Women,34.5,10,Beloit College,Total
2014,Women,8.5,3,Carroll University,Volleyball
2014,Women,9,3,Carroll University,Soccer
2014,Women,4,8,Carroll University,Cross Country
2014,Women,6,6,Carroll University,Tennis
2014,Women,10,2,Carroll University,Basketball
2014,Women,9,3,Carroll University,Swimming & Diving
2014,Women,10,2,Carroll University,Track & Field (Indoor)
2014,Women,10,2,Carroll University,Track & Field (Outdoor)
2014,Women,9,3,Carroll University,Softball
2014,Women,83.5,1,Carroll University,Total
2014,Women,11,1,Cornell College,Volleyball
2014,Women,5,7,Cornell College,Soccer
2014,Women,8,4,Cornell College,Cross Country
2014,Women,10,2,Cornell College,Tennis
2014,Women,9,3,Cornell College,Basketball
2014,Women,9,3,Cornell College,Track & Field (Indoor)
2014,Women,9,3,Cornell College,Track & Field (Outdoor)
2014,Women,8,4,Cornell College,Softball
2014,Women,69,5,Cornell College,Total
2014,Women,2.5,9,Grinnell College,Volleyball
2014,Women,8,4,Grinnell College,Soccer
2014,Women,11,1,Grinnell College,Cross Country
2014,Women,9,3,Grinnell College,Tennis
2014,Women,4,8,Grinnell College,Basketball
2014,Women,11,1,Grinnell College,Swimming & Diving
2014,Women,6,6,Grinnell College,Track & Field (Indoor)
2014,Women,7,5,Grinnell College,Track & Field (Outdoor)
2014,Women,2.5,9,Grinnell College,Softball
2014,Women,72,3,Grinnell College,Total
2014,Women,5,7,Illinois College,Volleyball
2014,Women,7,5,Illinois College,Soccer
2014,Women,2,10,Illinois College,Cross Country
2014,Women,2,10,Illinois College,Tennis
2014,Women,7.5,4,Illinois College,Basketball
2014,Women,3,9,Illinois College,Swimming & Diving
2014,Women,4,8,Illinois College,Track & Field (Indoor)
2014,Women,4,8,Illinois College,Track & Field (Outdoor)
2014,Women,6.5,5,Illinois College,Softball
2014,Women,50,8,Illinois College,Total
2014,Women,4,8,Knox College,Volleyball
2014,Women,1,11,Knox College,Soccer
2014,Women,3,9,Knox College,Cross Country
2014,Women,1,11,Knox College,Tennis
2014,Women,5.5,6,Knox College,Basketball
2014,Women,5,7,Knox College,Swimming & Diving
2014,Women,2,10,Knox College,Track & Field (Indoor)
2014,Women,2,10,Knox College,Track & Field (Outdoor)
2014,Women,1,11,Knox College,Softball
2014,Women,24.5,11,Knox College,Total
2014,Women,8.5,3,Lake Forest College,Volleyball
2014,Women,11,1,Lake Forest College,Soccer
2014,Women,7,5,Lake Forest College,Cross Country
2014,Women,8,4,Lake Forest College,Tennis
2014,Women,7.5,4,Lake Forest College,Basketball
2014,Women,10,2,Lake Forest College,Swimming & Diving
2014,Women,11,1,Lake Forest College,Softball
2014,Women,70,4,Lake Forest College,Total
2014,Women,6,6,Lawrence University,Volleyball
2014,Women,4,8,Lawrence University,Soccer
2014,Women,9,3,Lawrence University,Cross Country
2014,Women,7,5,Lawrence University,Tennis
2014,Women,1,11,Lawrence University,Basketball
2014,Women,8,4,Lawrence University,Swimming & Diving
2014,Women,3,9,Lawrence University,Track & Field (Indoor)
2014,Women,3,9,Lawrence University,Track & Field (Outdoor)
2014,Women,10,2,Lawrence University,Softball
2014,Women,51,7,Lawrence University,Total
2014,Women,2.5,9,Monmouth College,Volleyball
2014,Women,3,9,Monmouth College,Soccer
2014,Women,5,7,Monmouth College,Cross Country
2014,Women,5,7,Monmouth College,Tennis
2014,Women,5.5,6,Monmouth College,Basketball
2014,Women,7,5,Monmouth College,Swimming & Diving
2014,Women,8,4,Monmouth College,Track & Field (Indoor)
2014,Women,8,4,Monmouth College,Track & Field (Outdoor)
2014,Women,4.5,7,Monmouth College,Softball
2014,Women,58.5,6,Monmouth College,Total
2014,Women,7,5,Ripon College,Volleyball
2014,Women,10,2,Ripon College,Soccer
2014,Women,1,11,Ripon College,Cross Country
2014,Women,3,9,Ripon College,Tennis
2014,Women,2,10,Ripon College,Basketball
2014,Women,6,6,Ripon College,Swimming & Diving
2014,Women,7,5,Ripon College,Track & Field (Indoor)
2014,Women,6,6,Ripon College,Track & Field (Outdoor)
2014,Women,2.5,9,Ripon College,Softball
2014,Women,44.5,9,Ripon College,Total
2014,Women,10,2,St. Norbert College,Volleyball
2014,Women,6,6,St. Norbert College,Soccer
2014,Women,10,2,St. Norbert College,Cross Country
2014,Women,11,1,St. Norbert College,Tennis
2014,Women,11,1,St. Norbert College,Basketball
2014,Women,11,1,St. Norbert College,Track & Field (Indoor)
2014,Women,11,1,St. Norbert College,Track & Field (Outdoor)
2014,Women,6.5,5,St. Norbert College,Softball
2014,Women,82.5,2,St. Norbert College,Total
2015,Men,4,8,Beloit College,Football
2015,Men,6,6,Beloit College,Soccer
2015,Men,8,4,Beloit College,Cross Country
2015,Men,6.5,5,Beloit College,Basketball
2015,Men,5,7,Beloit College,Swimming & Diving
2015,Men,5,7,Beloit College,Track & Field (Indoor)
2015,Men,4,8,Beloit College,Track & Field (Outdoor)
2015,Men,11,1,Beloit College,Baseball
2015,Men,49.5,7,Beloit College,Total
2015,Men,9,4,Carroll University,Football
2015,Men,9.5,2,Carroll University,Soccer
2015,Men,4,8,Carroll University,Cross Country
2015,Men,10,2,Carroll University,Basketball
2015,Men,9,3,Carroll University,Swimming & Diving
2015,Men,8.5,3,Carroll University,Track & Field (Indoor)
2015,Men,6,5,Carroll University,Tennis
2015,Men,7,5,Carroll University,Track & Field (Outdoor)
2015,Men,4.5,7,Carroll University,Baseball
2015,Men,78.5,3,Carroll University,Total
2015,Men,6,7,Cornell College,Football
2015,Men,1,11,Cornell College,Soccer
2015,Men,7,5,Cornell College,Cross Country
2015,Men,3.5,8,Cornell College,Basketball
2015,Men,6,6,Cornell College,Track & Field (Indoor)
2015,Men,6,5,Cornell College,Tennis
2015,Men,8,4,Cornell College,Track & Field (Outdoor)
2015,Men,8,4,Cornell College,Baseball
2015,Men,45.5,9,Cornell College,Total
2015,Men,2,10,Grinnell College,Football
2015,Men,7.5,4,Grinnell College,Soccer
2015,Men,11,1,Grinnell College,Cross Country
2015,Men,3.5,8,Grinnell College,Basketball
2015,Men,11,1,Grinnell College,Swimming & Diving
2015,Men,7,5,Grinnell College,Track & Field (Indoor)
2015,Men,11,1,Grinnell College,Tennis
2015,Men,6,6,Grinnell College,Track & Field (Outdoor)
2015,Men,10,2,Grinnell College,Baseball
2015,Men,76,4,Grinnell College,Total
2015,Men,10,3,Illinois College,Football
2015,Men,5,7,Illinois College,Soccer
2015,Men,1,11,Illinois College,Cross Country
2015,Men,2,10,Illinois College,Basketball
2015,Men,8,4,Illinois College,Swimming & Diving
2015,Men,3,9,Illinois College,Track & Field (Indoor)
2015,Men,3,9,Illinois College,Tennis
2015,Men,5,7,Illinois College,Track & Field (Outdoor)
2015,Men,2.5,9,Illinois College,Baseball
2015,Men,45.5,9,Illinois College,Total
2015,Men,3,9,Knox College,Football
2015,Men,9.5,2,Knox College,Soccer
2015,Men,3,9,Knox College,Cross Country
2015,Men,1,11,Knox College,Basketball
2015,Men,3,9,Knox College,Swimming & Diving
2015,Men,2,10,Knox College,Track & Field (Indoor)
2015,Men,4,8,Knox College,Tennis
2015,Men,2,10,Knox College,Track & Field (Outdoor)
2015,Men,4.5,7,Knox College,Baseball
2015,Men,36,11,Knox College,Total
2015,Men,7,6,Lake Forest College,Football
2015,Men,7.5,4,Lake Forest College,Soccer
2015,Men,9,3,Lake Forest College,Cross Country
2015,Men,8,4,Lake Forest College,Basketball
2015,Men,10,2,Lake Forest College,Swimming & Diving
2015,Men,10,2,Lake Forest College,Tennis
2015,Men,61,5,Lake Forest College,Total
2015,Men,1,11,Lawrence University,Football
2015,Men,3,9,Lawrence University,Soccer
2015,Men,10,2,Lawrence University,Cross Country
2015,Men,5,7,Lawrence University,Basketball
2015,Men,4,8,Lawrence University,Swimming & Diving
2015,Men,4,8,Lawrence University,Track & Field (Indoor)
2015,Men,8.5,3,Lawrence University,Tennis
2015,Men,3,9,Lawrence University,Track & Field (Outdoor)
2015,Men,2.5,9,Lawrence University,Baseball
2015,Men,46,8,Lawrence University,Total
2015,Men,11,2,Monmouth College,Football
2015,Men,4,8,Monmouth College,Soccer
2015,Men,5,7,Monmouth College,Cross Country
2015,Men,6.5,5,Monmouth College,Basketball
2015,Men,6,6,Monmouth College,Swimming & Diving
2015,Men,11,1,Monmouth College,Track & Field (Indoor)
2015,Men,8.5,3,Monmouth College,Tennis
2015,Men,11,1,Monmouth College,Track & Field (Outdoor)
2015,Men,6.5,5,Monmouth College,Baseball
2015,Men,79,2,Monmouth College,Total
2015,Men,8,5,Ripon College,Football
2015,Men,2,10,Ripon College,Soccer
2015,Men,2,10,Ripon College,Cross Country
2015,Men,9,3,Ripon College,Basketball
2015,Men,7,5,Ripon College,Swimming & Diving
2015,Men,8.5,3,Ripon College,Track & Field (Indoor)
2015,Men,2,10,Ripon College,Tennis
2015,Men,9,3,Ripon College,Track & Field (Outdoor)
2015,Men,6.5,5,Ripon College,Baseball
2015,Men,54,6,Ripon College,Total
2015,Men,12,1,St. Norbert College,Football
2015,Men,11,1,St. Norbert College,Soccer
