Year,Sport,Gender,Scores,Rank,School
2012,Total,Women,41.5,9,Lawrence University
2012,Volleyball,Women,8.5,3,Monmouth College
2012,Soccer,Women,9,3,Monmouth College
2012,Cross Country,Women,11,1,Monmouth College
2012,Tennis,Women,3,9,Monmouth College
2012,Swimming,Women,9,3,Monmouth College
2012,Indoor Track & Field,Women,11,1,Monmouth College
2012,Outdoor Track & Field,Women,11,1,Monmouth College
2012,Softball,Women,4.5,7,Monmouth College
2012,Total,Women,86,1,Monmouth College
2012,Volleyball,Women,4,8,Ripon College
2012,Soccer,Women,6,6,Ripon College
2012,Cross Country,Women,7,5,Ripon College
2012,Tennis,Women,1,11,Ripon College
2012,Swimming,Women,4,8,Ripon College
2012,Indoor Track & Field,Women,7,5,Ripon College
2012,Outdoor Track & Field,Women,7,5,Ripon College
2012,Softball,Women,4.5,7,Ripon College
2012,Total,Women,51,8,Ripon College
2012,Volleyball,Women,10,2,St. Norbert College
2012,Soccer,Women,10,2,St. Norbert College
2012,Cross Country,Women,10,2,St. Norbert College
2012,Tennis,Women,8.5,3,St. Norbert College
2012,Indoor Track & Field,Women,10,2,St. Norbert College
2012,Outdoor Track & Field,Women,9,3,St. Norbert College
2012,Softball,Women,9,3,St. Norbert College
2012,Total,Women,82,2,St. Norbert College
2013,Football,Men,2,9,Beloit College
2013,Soccer,Men,2,10,Beloit College
2013,Cross Country,Men,4,8,Beloit College
2013,Basketball,Men,4.5,7,Beloit College
2013,Swimming,Men,5,7,Beloit College
2013,Indoor Track & Field,Men,3,9,Beloit College
2013,Outdoor Track & Field,Men,3,9,Beloit College
2013,Baseball,Men,4.5,7,Beloit College
2013,Total,Men,28,11,Beloit College
2013,Football,Men,5.5,6,Carroll University
2013,Soccer,Men,10.5,1,Carroll University
2013,Cross Country,Men,8,4,Carroll University
2013,Basketball,Men,8.5,3,Carroll University
2013,Swimming,Men,8,4,Carroll University
2013,Indoor Track & Field,Men,8,4,Carroll University
2013,Tennis,Men,9,3,Carroll University
2013,Outdoor Track & Field,Men,9,3,Carroll University
2013,Baseball,Men,6.5,5,Carroll University
2013,Total,Men,83,3,Carroll University
2013,Football,Men,9,2,Cornell College
2013,Soccer,Men,1,11,Cornell College
2013,Cross Country,Men,7,5,Cornell College
2013,Basketball,Men,3,9,Cornell College
2013,Indoor Track & Field,Men,5,7,Cornell College
2013,Tennis,Men,5,7,Cornell College
2013,Outdoor Track & Field,Men,6,6,Cornell College
2013,Baseball,Men,8,4,Cornell College
2013,Total,Men,44,9,Cornell College
2013,Football,Men,4,8,Grinnell College
2013,Soccer,Men,5.5,6,Grinnell College
2013,Cross Country,Men,11,1,Grinnell College
2013,Basketball,Men,10,2,Grinnell College
2013,Swimming,Men,10,2,Grinnell College
2013,Indoor Track & Field,Men,9,3,Grinnell College
2013,Tennis,Men,11,1,Grinnell College
2013,Outdoor Track & Field,Men,8,4,Grinnell College
2013,Baseball,Men,10,2,Grinnell College
2013,Total,Men,85.5,2,Grinnell College
2013,Football,Men,9,2,Illinois College
2013,Soccer,Men,7,5,Illinois College
2013,Cross Country,Men,3,9,Illinois College
2013,Basketball,Men,6,6,Illinois College
2013,Swimming,Men,4,8,Illinois College
2013,Indoor Track & Field,Men,7,5,Illinois College
2013,Tennis,Men,2,10,Illinois College
2013,Outdoor Track & Field,Men,4,8,Illinois College
2013,Baseball,Men,6.5,5,Illinois College
2013,Total,Men,54.5,5,Illinois College
2013,Football,Men,2,9,Knox College
2013,Soccer,Men,8,4,Knox College
2013,Cross Country,Men,6,6,Knox College
2013,Basketball,Men,1,11,Knox College
2013,Swimming,Men,3,9,Knox College
2013,Indoor Track & Field,Men,2,10,Knox College
2013,Tennis,Men,6,6,Knox College
2013,Outdoor Track & Field,Men,2,10,Knox College
2013,Baseball,Men,2.5,9,Knox College
2013,Total,Men,37.5,10,Knox College
2013,Football,Men,9,2,Lake Forest College
2013,Soccer,Men,10.5,1,Lake Forest College
2013,Cross Country,Men,5,7,Lake Forest College
2013,Basketball,Men,4.5,7,Lake Forest College
2013,Swimming,Men,11,1,Lake Forest College
2013,Tennis,Men,7,5,Lake Forest College
2013,Total,Men,47,8,Lake Forest College
2013,Football,Men,2,9,Lawrence University
2013,Soccer,Men,5.5,6,Lawrence University
2013,Cross Country,Men,10,2,Lawrence University
2013,Basketball,Men,7,5,Lawrence University
2013,Swimming,Men,6,6,Lawrence University
2013,Indoor Track & Field,Men,4,8,Lawrence University
2013,Tennis,Men,4,8,Lawrence University
2013,Outdoor Track & Field,Men,5,7,Lawrence University
2013,Baseball,Men,2.5,9,Lawrence University
2013,Total,Men,54,6,Lawrence University
2013,Football,Men,5.5,6,Monmouth College
2013,Soccer,Men,3.5,8,Monmouth College
2013,Cross Country,Men,1,11,Monmouth College
2013,Basketball,Men,2,10,Monmouth College
2013,Swimming,Men,9,3,Monmouth College
2013,Indoor Track & Field,Men,11,1,Monmouth College
2013,Tennis,Men,10,2,Monmouth College
2013,Outdoor Track & Field,Men,11,1,Monmouth College
2013,Baseball,Men,4.5,7,Monmouth College
2013,Total,Men,68.5,4,Monmouth College
2013,Football,Men,7,5,Ripon College
2013,Soccer,Men,3.5,8,Ripon College
2013,Cross Country,Men,2,10,Ripon College
2013,Basketball,Men,8.5,3,Ripon College
2013,Swimming,Men,7,5,Ripon College
2013,Indoor Track & Field,Men,6,6,Ripon College
2013,Tennis,Men,3,9,Ripon College
2013,Outdoor Track & Field,Men,7,5,Ripon College
2013,Baseball,Men,9,3,Ripon College
2013,Total,Men,53,7,Ripon College
2013,Football,Men,11,1,St. Norbert College
2013,Soccer,Men,9,3,St. Norbert College
2013,Cross Country,Men,9,3,St. Norbert College
2013,Basketball,Men,11,1,St. Norbert College
2013,Indoor Track & Field,Men,10,2,St. Norbert College
2013,Tennis,Men,8,4,St. Norbert College
2013,Outdoor Track & Field,Men,10,2,St. Norbert College
2013,Baseball,Men,11,1,St. Norbert College
2013,Total,Men,88,1,St. Norbert College
2013,Volleyball,Women,2,9,Beloit College
2013,Soccer,Women,2,10,Beloit College
2013,Cross Country,Women,6,6,Beloit College
2013,Tennis,Women,7,5,Beloit College
2013,Swimming,Women,6,6,Beloit College
2013,Indoor Track & Field,Women,5,7,Beloit College
2013,Outdoor Track & Field,Women,4,8,Beloit College
2013,Softball,Women,2.5,9,Beloit College
2013,Total,Women,39,10,Beloit College
2013,Volleyball,Women,9.5,2,Carroll University
2013,Soccer,Women,7.5,4,Carroll University
2013,Cross Country,Women,4,8,Carroll University
2013,Tennis,Women,8,4,Carroll University
2013,Swimming,Women,9,3,Carroll University
2013,Indoor Track & Field,Women,9,3,Carroll University
2013,Outdoor Track & Field,Women,8,4,Carroll University
2013,Softball,Women,6.5,5,Carroll University
2013,Total,Women,76.5,2,Carroll University
2013,Volleyball,Women,11,1,Cornell College
2013,Soccer,Women,5,7,Cornell College
2013,Cross Country,Women,10,2,Cornell College
2013,Tennis,Women,5,7,Cornell College
2013,Indoor Track & Field,Women,7,5,Cornell College
2013,Outdoor Track & Field,Women,7,5,Cornell College
2013,Softball,Women,6.5,5,Cornell College
2013,Total,Women,62,5,Cornell College
2013,Volleyball,Women,4,8,Grinnell College
2013,Soccer,Women,7.5,4,Grinnell College
2013,Cross Country,Women,11,1,Grinnell College
2013,Tennis,Women,11,1,Grinnell College
2013,Swimming,Women,11,1,Grinnell College
2013,Indoor Track & Field,Women,8,4,Grinnell College
2013,Outdoor Track & Field,Women,10,2,Grinnell College
2013,Softball,Women,1,11,Grinnell College
2013,Total,Women,76.5,2,Grinnell College
2013,Volleyball,Women,2,9,Illinois College
2013,Soccer,Women,3.5,8,Illinois College
2013,Cross Country,Women,3,9,Illinois College
2013,Tennis,Women,2,10,Illinois College
2013,Swimming,Women,3,9,Illinois College
2013,Indoor Track & Field,Women,6,6,Illinois College
2013,Outdoor Track & Field,Women,6,6,Illinois College
2013,Softball,Women,2.5,9,Illinois College
2013,Total,Women,44.5,9,Illinois College
2013,Volleyball,Women,2,9,Knox College
2013,Soccer,Women,1,11,Knox College
2013,Cross Country,Women,1,11,Knox College
2013,Tennis,Women,4,8,Knox College
2013,Swimming,Women,4,8,Knox College
2013,Indoor Track & Field,Women,2,10,Knox College
2013,Outdoor Track & Field,Women,2,10,Knox College
2013,Softball,Women,4.5,7,Knox College
2013,Total,Women,29,11,Knox College
2013,Volleyball,Women,7,5,Lake Forest College
2013,Soccer,Women,9,3,Lake Forest College
2013,Cross Country,Women,7,5,Lake Forest College
2013,Tennis,Women,10,2,Lake Forest College
2013,Swimming,Women,10,2,Lake Forest College
2013,Softball,Women,11,1,Lake Forest College
2013,Total,Women,58.5,6,Lake Forest College
2013,Volleyball,Women,5.5,6,Lawrence University
2013,Soccer,Women,3.5,8,Lawrence University
2013,Cross Country,Women,9,3,Lawrence University
2013,Tennis,Women,6,6,Lawrence University
2013,Swimming,Women,8,4,Lawrence University
2013,Indoor Track & Field,Women,3,9,Lawrence University
2013,Outdoor Track & Field,Women,3,9,Lawrence University
2013,Softball,Women,8,4,Lawrence University
2013,Total,Women,47,8,Lawrence University
2013,Volleyball,Women,5.5,6,Monmouth College
2013,Soccer,Women,10,2,Monmouth College
2013,Cross Country,Women,5,7,Monmouth College
2013,Tennis,Women,1,11,Monmouth College
2013,Swimming,Women,7,5,Monmouth College
2013,Indoor Track & Field,Women,11,1,Monmouth College
2013,Outdoor Track & Field,Women,11,1,Monmouth College
2013,Softball,Women,9,3,Monmouth College
2013,Total,Women,76.5,2,Monmouth College
2013,Volleyball,Women,8,4,Ripon College
2013,Soccer,Women,6,6,Ripon College
2013,Cross Country,Women,2,10,Ripon College
2013,Tennis,Women,3,9,Ripon College
2013,Swimming,Women,5,7,Ripon College
2013,Indoor Track & Field,Women,4,8,Ripon College
2013,Outdoor Track & Field,Women,5,7,Ripon College
2013,Softball,Women,4.5,7,Ripon College
2013,Total,Women,49.5,7,Ripon College
2013,Volleyball,Women,9.5,2,St. Norbert College
2013,Soccer,Women,11,1,St. Norbert College
2013,Cross Country,Women,8,4,St. Norbert College
2013,Tennis,Women,9,3,St. Norbert College
2013,Indoor Track & Field,Women,10,2,St. Norbert College
2013,Outdoor Track & Field,Women,9,3,St. Norbert College
2013,Softball,Women,10,2,St. Norbert College
2013,Total,Women,86,1,St. Norbert College
2014,Football,Men,2,10,Beloit College
2014,Soccer,Men,3,9,Beloit College
2014,Cross Country,Men,5,7,Beloit College
2014,Basketball,Men,4.5,7,Beloit College
2014,Swimming,Men,7,5,Beloit College
2014,Indoor Track & Field,Men,4,8,Beloit College
2014,Outdoor Track & Field,Men,4,8,Beloit College
2014,Baseball,Men,6.5,5,Beloit College
2014,Total,Men,36,10,Beloit College
2014,Football,Men,9,3,Carroll University
2014,Soccer,Men,8,3,Carroll University
2014,Cross Country,Men,10,2,Carroll University
2014,Basketball,Men,3,9,Carroll University
2014,Swimming,Men,9,3,Carroll University
2014,Indoor Track & Field,Men,9,3,Carroll University
2014,Tennis,Men,8.5,3,Carroll University
2014,Outdoor Track & Field,Men,9,3,Carroll University
2014,Baseball,Men,4.5,7,Carroll University
2014,Total,Men,80,1,Carroll University
2014,Football,Men,7,5,Cornell College
2014,Soccer,Men,2,10,Cornell College
2014,Cross Country,Men,7,5,Cornell College
2014,Basketball,Men,4.5,7,Cornell College
2014,Indoor Track & Field,Men,5,7,Cornell College
2014,Tennis,Men,6,5,Cornell College
2014,Outdoor Track & Field,Men,6,6,Cornell College
2014,Baseball,Men,10,2,Cornell College
2014,Total,Men,47.5,9,Cornell College
2014,Football,Men,4,8,Grinnell College
2014,Soccer,Men,5.5,6,Grinnell College
2014,Cross Country,Men,11,1,Grinnell College
2014,Basketball,Men,8.5,3,Grinnell College
2014,Swimming,Men,10,2,Grinnell College
2014,Indoor Track & Field,Men,7,5,Grinnell College
2014,Tennis,Men,11,1,Grinnell College
2014,Outdoor Track & Field,Men,7,5,Grinnell College
2014,Baseball,Men,8,4,Grinnell College
2014,Total,Men,80,1,Grinnell College
2014,Football,Men,11,1,Illinois College
2014,Soccer,Men,8,3,Illinois College
2014,Cross Country,Men,2,10,Illinois College
2014,Basketball,Men,1,11,Illinois College
2014,Swimming,Men,5,7,Illinois College
2014,Indoor Track & Field,Men,3,9,Illinois College
2014,Tennis,Men,2,10,Illinois College
2014,Outdoor Track & Field,Men,5,7,Illinois College
2014,Baseball,Men,6.5,5,Illinois College
2014,Total,Men,49.5,7,Illinois College
2014,Football,Men,1,11,Knox College
2014,Soccer,Men,11,1,Knox College
2014,Cross Country,Men,3,9,Knox College
2014,Basketball,Men,2,10,Knox College
2014,Swimming,Men,3,9,Knox College
2014,Indoor Track & Field,Men,2,10,Knox College
2014,Tennis,Men,4,8,Knox College
2014,Outdoor Track & Field,Men,2,10,Knox College
2014,Baseball,Men,2.5,9,Knox College
2014,Total,Men,30.5,11,Knox College
2014,Football,Men,6,6,Lake Forest College
2014,Soccer,Men,10,2,Lake Forest College
2014,Cross Country,Men,9,3,Lake Forest College
2014,Basketball,Men,7,5,Lake Forest College
2014,Swimming,Men,11,1,Lake Forest College
2014,Tennis,Men,10,2,Lake Forest College
2014,Total,Men,58,5,Lake Forest College
2014,Football,Men,3,9,Lawrence University
2014,Soccer,Men,4,8,Lawrence University
2014,Cross Country,Men,8,4,Lawrence University
2014,Basketball,Men,6,6,Lawrence University
2014,Swimming,Men,4,8,Lawrence University
2014,Indoor Track & Field,Men,6,6,Lawrence University
2014,Tennis,Men,6,5,Lawrence University
2014,Outdoor Track & Field,Men,3,9,Lawrence University
2014,Baseball,Men,2.5,9,Lawrence University
2014,Total,Men,49.5,7,Lawrence University
2014,Football,Men,10,2,Monmouth College
2014,Soccer,Men,8,3,Monmouth College
2014,Basketball,Men,10,2,Monmouth College
2014,Swimming,Men,8,4,Monmouth College
2014,Indoor Track & Field,Men,11,1,Monmouth College
2014,Tennis,Men,8.5,3,Monmouth College
2014,Outdoor Track & Field,Men,10,2,Monmouth College
2014,Baseball,Men,4.5,7,Monmouth College
2014,Total,Men,79,3,Monmouth College
2014,Football,Men,5,7,Ripon College
2014,Soccer,Men,1,11,Ripon College
2014,Cross Country,Men,4,8,Ripon College
2014,Basketball,Men,8.5,3,Ripon College
2014,Swimming,Men,6,6,Ripon College
2014,Indoor Track & Field,Men,8,4,Ripon College
2014,Tennis,Men,3,9,Ripon College
2014,Outdoor Track & Field,Men,8,4,Ripon College
2014,Baseball,Men,11,1,Ripon College
2014,Total,Men,54.5,6,Ripon College
2014,Football,Men,8,4,St. Norbert College
2014,Soccer,Men,5.5,6,St. Norbert College
2014,Cross Country,Men,6,6,St. Norbert College
2014,Basketball,Men,11,1,St. Norbert College
2014,Indoor Track & Field,Men,10,2,St. Norbert College
2014,Tennis,Men,6,5,St. Norbert College
2014,Outdoor Track & Field,Men,11,1,St. Norbert College
2014,Baseball,Men,9,3,St. Norbert College
2014,Total,Men,77.5,4,St. Norbert College
2014,Volleyball,Women,1,11,Beloit College
2014,Soccer,Women,2,10,Beloit College
2014,Cross Country,Women,6,6,Beloit College
2014,Tennis,Women,4,8,Beloit College
2014,Basketball,Women,3,9,Beloit College
2014,Swimming,Women,4,8,Beloit College
2014,Indoor Track & Field,Women,5,7,Beloit College
2014,Outdoor Track & Field,Women,5,7,Beloit College
2014,Softball,Women,4.5,7,Beloit College
2014,Total,Women,34.5,10,Beloit College
2014,Volleyball,Women,8.5,3,Carroll University
2014,Soccer,Women,9,3,Carroll University
2014,Cross Country,Women,4,8,Carroll University
2014,Tennis,Women,6,6,Carroll University
2014,Basketball,Women,10,2,Carroll University
2014,Swimming,Women,9,3,Carroll University
2014,Indoor Track & Field,Women,10,2,Carroll University
2014,Outdoor Track & Field,Women,10,2,Carroll University
2014,Softball,Women,9,3,Carroll University
2014,Total,Women,83.5,1,Carroll University
2014,Volleyball,Women,11,1,Cornell College
2014,Soccer,Women,5,7,Cornell College
2014,Cross Country,Women,8,4,Cornell College
2014,Tennis,Women,10,2,Cornell College
2014,Basketball,Women,9,3,Cornell College
2014,Indoor Track & Field,Women,9,3,Cornell College
2014,Outdoor Track & Field,Women,9,3,Cornell College
2014,Softball,Women,8,4,Cornell College
2014,Total,Women,69,5,Cornell College
2014,Volleyball,Women,2.5,9,Grinnell College
2014,Soccer,Women,8,4,Grinnell College
2014,Cross Country,Women,11,1,Grinnell College
2014,Tennis,Women,9,3,Grinnell College
2014,Basketball,Women,4,8,Grinnell College
2014,Swimming,Women,11,1,Grinnell College
2014,Indoor Track & Field,Women,6,6,Grinnell College
2014,Outdoor Track & Field,Women,7,5,Grinnell College
2014,Softball,Women,2.5,9,Grinnell College
2014,Total,Women,72,3,Grinnell College
2014,Volleyball,Women,5,7,Illinois College
2014,Soccer,Women,7,5,Illinois College
2014,Cross Country,Women,2,10,Illinois College
2014,Tennis,Women,2,10,Illinois College
2014,Basketball,Women,7.5,4,Illinois College
2014,Swimming,Women,3,9,Illinois College
2014,Indoor Track & Field,Women,4,8,Illinois College
2014,Outdoor Track & Field,Women,4,8,Illinois College
2014,Softball,Women,6.5,5,Illinois College
2014,Total,Women,50,8,Illinois College
2014,Volleyball,Women,4,8,Knox College
2014,Soccer,Women,1,11,Knox College
2014,Cross Country,Women,3,9,Knox College
2014,Tennis,Women,1,11,Knox College
2014,Basketball,Women,5.5,6,Knox College
2014,Swimming,Women,5,7,Knox College
2014,Indoor Track & Field,Women,2,10,Knox College
2014,Outdoor Track & Field,Women,2,10,Knox College
2014,Softball,Women,1,11,Knox College
2014,Total,Women,24.5,11,Knox College
2014,Volleyball,Women,8.5,3,Lake Forest College
2014,Soccer,Women,11,1,Lake Forest College
2014,Cross Country,Women,7,5,Lake Forest College
2014,Tennis,Women,8,4,Lake Forest College
2014,Basketball,Women,7.5,4,Lake Forest College
2014,Swimming,Women,10,2,Lake Forest College
2014,Softball,Women,11,1,Lake Forest College
2014,Total,Women,70,4,Lake Forest College
2014,Volleyball,Women,6,6,Lawrence University
2014,Soccer,Women,4,8,Lawrence University
2014,Cross Country,Women,9,3,Lawrence University
2014,Tennis,Women,7,5,Lawrence University
2014,Basketball,Women,1,11,Lawrence University
2014,Swimming,Women,8,4,Lawrence University
2014,Indoor Track & Field,Women,3,9,Lawrence University
2014,Outdoor Track & Field,Women,3,9,Lawrence University
2014,Softball,Women,10,2,Lawrence University
2014,Total,Women,51,7,Lawrence University
2014,Volleyball,Women,2.5,9,Monmouth College
2014,Soccer,Women,3,9,Monmouth College
2014,Cross Country,Women,5,7,Monmouth College
2014,Tennis,Women,5,7,Monmouth College
2014,Basketball,Women,5.5,6,Monmouth College
2014,Swimming,Women,7,5,Monmouth College
2014,Indoor Track & Field,Women,8,4,Monmouth College
2014,Outdoor Track & Field,Women,8,4,Monmouth College
2014,Softball,Women,4.5,7,Monmouth College
2014,Total,Women,58.5,6,Monmouth College
2014,Volleyball,Women,7,5,Ripon College
2014,Soccer,Women,10,2,Ripon College
2014,Cross Country,Women,1,11,Ripon College
2014,Tennis,Women,3,9,Ripon College
2014,Basketball,Women,2,10,Ripon College
2014,Swimming,Women,6,6,Ripon College
2014,Indoor Track & Field,Women,7,5,Ripon College
2014,Outdoor Track & Field,Women,6,6,Ripon College
2014,Softball,Women,2.5,9,Ripon College
2014,Total,Women,44.5,9,Ripon College
2014,Volleyball,Women,10,2,St. Norbert College
2014,Soccer,Women,6,6,St. Norbert College
2014,Cross Country,Women,10,2,St. Norbert College
2014,Tennis,Women,11,1,St. Norbert College
2014,Basketball,Women,11,1,St. Norbert College
2014,Indoor Track & Field,Women,11,1,St. Norbert College
2014,Outdoor Track & Field,Women,11,1,St. Norbert College
2014,Softball,Women,6.5,5,St. Norbert College
2014,Total,Women,82.5,2,St. Norbert College
2015,Football,Men,4,8,Beloit College
2015,Soccer,Men,6,6,Beloit College
2015,Cross Country,Men,8,4,Beloit College
2015,Basketball,Men,6.5,5,Beloit College
2015,Swimming,Men,5,7,Beloit College
2015,Indoor Track & Field,Men,5,7,Beloit College
2015,Outdoor Track & Field,Men,4,8,Beloit College
2015,Baseball,Men,11,1,Beloit College
2015,Total,Men,49.5,7,Beloit College
2015,Football,Men,9,4,Carroll University
2015,Soccer,Men,9.5,2,Carroll University
2015,Cross Country,Men,4,8,Carroll University
2015,Basketball,Men,10,2,Carroll University
2015,Swimming,Men,9,3,Carroll University
2015,Indoor Track & Field,Men,8.5,3,Carroll University
2015,Tennis,Men,6,5,Carroll University
2015,Outdoor Track & Field,Men,7,5,Carroll University
2015,Baseball,Men,4.5,7,Carroll University
2015,Total,Men,78.5,3,Carroll University
2015,Football,Men,6,7,Cornell College
2015,Soccer,Men,1,11,Cornell College
2015,Cross Country,Men,7,5,Cornell College
2015,Basketball,Men,3.5,8,Cornell College
2015,Indoor Track & Field,Men,6,6,Cornell College
2015,Tennis,Men,6,5,Cornell College
2015,Outdoor Track & Field,Men,8,4,Cornell College
2015,Baseball,Men,8,4,Cornell College
2015,Total,Men,45.5,9,Cornell College
2015,Football,Men,2,10,Grinnell College
2015,Soccer,Men,7.5,4,Grinnell College
2015,Cross Country,Men,11,1,Grinnell College
2015,Basketball,Men,3.5,8,Grinnell College
2015,Swimming,Men,11,1,Grinnell College
2015,Indoor Track & Field,Men,7,5,Grinnell College
2015,Tennis,Men,11,1,Grinnell College
2015,Outdoor Track & Field,Men,6,6,Grinnell College
2015,Baseball,Men,10,2,Grinnell College
2015,Total,Men,76,4,Grinnell College
2015,Football,Men,10,3,Illinois College
2015,Soccer,Men,5,7,Illinois College
2015,Cross Country,Men,1,11,Illinois College
2015,Basketball,Men,2,10,Illinois College
2015,Swimming,Men,8,4,Illinois College
2015,Indoor Track & Field,Men,3,9,Illinois College
2015,Tennis,Men,3,9,Illinois College
2015,Outdoor Track & Field,Men,5,7,Illinois College
2015,Baseball,Men,2.5,9,Illinois College
2015,Total,Men,45.5,9,Illinois College
2015,Football,Men,3,9,Knox College
2015,Soccer,Men,9.5,2,Knox College
2015,Cross Country,Men,3,9,Knox College
2015,Basketball,Men,1,11,Knox College
2015,Swimming,Men,3,9,Knox College
2015,Indoor Track & Field,Men,2,10,Knox College
2015,Tennis,Men,4,8,Knox College
2015,Outdoor Track & Field,Men,2,10,Knox College
2015,Baseball,Men,4.5,7,Knox College
2015,Total,Men,36,11,Knox College
2015,Football,Men,7,6,Lake Forest College
2015,Soccer,Men,7.5,4,Lake Forest College
2015,Cross Country,Men,9,3,Lake Forest College
2015,Basketball,Men,8,4,Lake Forest College
2015,Swimming,Men,10,2,Lake Forest College
2015,Tennis,Men,10,2,Lake Forest College
2015,Total,Men,61,5,Lake Forest College
2015,Football,Men,1,11,Lawrence University
2015,Soccer,Men,3,9,Lawrence University
2015,Cross Country,Men,10,2,Lawrence University
2015,Basketball,Men,5,7,Lawrence University
2015,Swimming,Men,4,8,Lawrence University
2015,Indoor Track & Field,Men,4,8,Lawrence University
2015,Tennis,Men,8.5,3,Lawrence University
2015,Outdoor Track & Field,Men,3,9,Lawrence University
2015,Baseball,Men,2.5,9,Lawrence University
2015,Total,Men,46,8,Lawrence University
2015,Football,Men,11,2,Monmouth College
2015,Soccer,Men,4,8,Monmouth College
2015,Cross Country,Men,5,7,Monmouth College
2015,Basketball,Men,6.5,5,Monmouth College
2015,Swimming,Men,6,6,Monmouth College
2015,Indoor Track & Field,Men,11,1,Monmouth College
2015,Tennis,Men,8.5,3,Monmouth College
2015,Outdoor Track & Field,Men,11,1,Monmouth College
2015,Baseball,Men,6.5,5,Monmouth College
2015,Total,Men,79,2,Monmouth College
2015,Football,Men,8,5,Ripon College
2015,Soccer,Men,2,10,Ripon College
2015,Cross Country,Men,2,10,Ripon College
2015,Basketball,Men,9,3,Ripon College
2015,Swimming,Men,7,5,Ripon College
2015,Indoor Track & Field,Men,8.5,3,Ripon College
2015,Tennis,Men,2,10,Ripon College
2015,Outdoor Track & Field,Men,9,3,Ripon College
2015,Baseball,Men,6.5,5,Ripon College
2015,Total,Men,54,6,Ripon College
2015,Football,Men,12,1,St. Norbert College
2015,Soccer,Men,11,1,St. Norbert College
2015,Cross Country,Men,6,6,St. Norbert College
2015,Basketball,Men,11,1,St. Norbert College
2015,Indoor Track & Field,Men,10,2,St. Norbert College
2015,Tennis,Men,6,5,St. Norbert College
2015,Outdoor Track & Field,Men,10,2,St. Norbert College
2015,Baseball,Men,9,3,St. Norbert College
2015,Total,Men,83,1,St. Norbert College
2015,Volleyball,Women,1,11,Beloit College
2015,Soccer,Women,5.5,6,Beloit College
2015,Cross Country,Women,5,7,Beloit College
2015,Tennis,Women,3.5,8,Beloit College
2015,Basketball,Women,3.5,8,Beloit College
2015,Swimming,Women,5,7,Beloit College
2015,Indoor Track & Field,Women,7,5,Beloit College
2015,Outdoor Track & Field,Women,5,7,Beloit College
2015,Softball,Women,4,8,Beloit College
2015,Total,Women,39.5,10,Beloit College
2015,Volleyball,Women,8,4,Carroll University
2015,Soccer,Women,9.5,2,Carroll University
2015,Cross Country,Women,6,6,Carroll University
2015,Tennis,Women,8,4,Carroll University
2015,Basketball,Women,5,7,Carroll University
2015,Swimming,Women,10,2,Carroll University
2015,Indoor Track & Field,Women,8,4,Carroll University
2015,Outdoor Track & Field,Women,8,4,Carroll University
2015,Softball,Women,9,3,Carroll University
2015,Total,Women,81.5,1,Carroll University
2015,Volleyball,Women,10.5,1,Cornell College
2015,Soccer,Women,1,11,Cornell College
2015,Cross Country,Women,11,1,Cornell College
2015,Tennis,Women,7,5,Cornell College
2015,Basketball,Women,10,2,Cornell College
2015,Indoor Track & Field,Women,9,3,Cornell College
2015,Outdoor Track & Field,Women,9,3,Cornell College
2015,Softball,Women,7.5,4,Cornell College
2015,Total,Women,65,6,Cornell College
2015,Volleyball,Women,2,10,Grinnell College
2015,Soccer,Women,2.5,9,Grinnell College
2015,Cross Country,Women,9,3,Grinnell College
2015,Tennis,Women,10,1,Grinnell College
2015,Basketball,Women,9,3,Grinnell College
2015,Swimming,Women,11,1,Grinnell College
2015,Indoor Track & Field,Women,4,8,Grinnell College
2015,Outdoor Track & Field,Women,7,5,Grinnell College
2015,Softball,Women,5,7,Grinnell College
2015,Total,Women,70.5,3,Grinnell College
2015,Volleyball,Women,3.5,8,Illinois College
2015,Soccer,Women,4,8,Illinois College
2015,Cross Country,Women,1,11,Illinois College
2015,Tennis,Women,1.5,10,Illinois College
2015,Basketball,Women,6.5,5,Illinois College
2015,Swimming,Women,3,9,Illinois College
2015,Indoor Track & Field,Women,6,6,Illinois College
2015,Outdoor Track & Field,Women,4,8,Illinois College
2015,Softball,Women,7.5,4,Illinois College
2015,Total,Women,42,9,Illinois College
2015,Volleyball,Women,5,7,Knox College
2015,Soccer,Women,8,4,Knox College
2015,Cross Country,Women,3,9,Knox College
2015,Tennis,Women,3.5,8,Knox College
2015,Basketball,Women,3.5,8,Knox College
2015,Swimming,Women,4,8,Knox College
2015,Indoor Track & Field,Women,2,10,Knox College
2015,Outdoor Track & Field,Women,3,9,Knox College
2015,Softball,Women,1,11,Knox College
2015,Total,Women,33,11,Knox College
2015,Volleyball,Women,6,6,Lake Forest College
2015,Soccer,Women,11,1,Lake Forest College
2015,Cross Country,Women,7,5,Lake Forest College
2015,Tennis,Women,10,1,Lake Forest College
2015,Basketball,Women,6.5,5,Lake Forest College
2015,Swimming,Women,8,4,Lake Forest College
2015,Softball,Women,11,1,Lake Forest College
2015,Total,Women,67.5,5,Lake Forest College
2015,Volleyball,Women,7,5,Lawrence University
2015,Soccer,Women,5.5,6,Lawrence University
2015,Cross Country,Women,4,8,Lawrence University
2015,Tennis,Women,6,6,Lawrence University
2015,Basketball,Women,1,11,Lawrence University
2015,Swimming,Women,9,3,Lawrence University
2015,Indoor Track & Field,Women,3,9,Lawrence University
